topic,category,question,answer,keywords,timestamp
C Programming Course Recommendations,Academic,شباب شو تنصحوني لا c programming دكتور و ال electronic devices and circuit,C ادخل مع hau,"['C programming', 'electronic devices and circuit', 'recommendations']",2025-03-05
C Programming Course Recommendations,Academic,For c programming is this good ??,Hau افضل بكثير الصراحه,"['C programming', 'recommendations', 'Hau']",2025-03-05
C Programming Course Recommendations,Academic,C program كيف الدكتوره ؟,كويسه جدا طريقه تدريسها عن طريق موقع كويزز و تصحيحها كويس,"['C programming', 'recommendations', 'teaching method']",2025-03-05
Engineering Science Course Recommendations,Academic,يا شباب لل ENGINEERING SCIENCE مع الدكتور افضل ؟,هذي المادة محد ياخذها الا عدد قليل جدًا حقين باور و الكترونكس ف اشوف مافي داعي تسال عنها لان محد يعرف دكاترة كل سنه يتغيرون اصلا مادة ميكانيكا لو تدخل قروب ويساج الميكانيكا وتسال عنها احسن,"['Engineering Science', 'recommendations', 'mechanics']",2025-03-05
Differential Equations Course Recommendations,Academic,دفرنشل خذ مع محمد فوزي,دفرنشل خذ مع محمد فوزي,"['Differential Equations', 'recommendations', 'Mohamed Fawzi']",2025-03-05
Static and Dynamic Course Recommendations,Academic,من افضل دكتور ل static and dynamic ممكن تفيدونا ؟؟,إذا فيه حنيف معاكم خذ معاه وأنت مرتاح ممتاز بالشرح,"['Static and Dynamic', 'recommendations', 'Hanif']",2025-03-06
Electronic System Course Registration,Academic,انا سجلت المادة على الكود SEEE3263 هل هي نفس المادة او لالا,.,"['Electronic System', 'course registration', 'SEEE3263']",2025-03-06
Course Section Change,Academic,تقدر نغير السكاشن الحين؟,لا,"['course section', 'change', 'registration']",2025-03-05
Course Section Change,Academic,متى اقدر أضيف مادة او اغير السكاشن؟,.,"['course section', 'change', 'registration']",2025-03-06
Professor Recommendations for Differential Equations,Academic,شباب ايش في اسماء دكاترة كويسة في ال differential equation غير فوزي؟,هاليزا بت عبد الرحمن و نورما. من افضل الدكاتره في الرياضيات هي وNorma. تفتح مخك وتحط لك فيه كل المعلومات بدون ماتتعب تبارك الرحمن,"['differential equations', 'professors', 'recommendations']",2025-03-06
Professor Recommendations for Statistics,Academic,شباب مين احسنهم statistics,Nasarudin bin ahmad. مش بيركز فالحضور ومش بيعرف يشرح و درجاته ممتازة,"['statistics', 'professors', 'recommendations']",2025-03-11
Professor Recommendations for Electronic Instrumentation & Measurement,Academic,سلام عليكم ، حد يعرف دكتور كويس في مادة ELECTRONIC INSTRUMENTATION & MEASUREMENT,Anita ممتازة. محترمة جدًا و طيبة ومتساهلة في التصحيح جدًا. بس ماتعرف تشرح. لكن المادة ما تحتاج شرح كل شي واضح هي حفظ بس,"['electronic instrumentation', 'measurement', 'professors', 'recommendations']",2025-03-11
Late Registration Dates,Academic,السلام عليكم متى يفتح التسجيل للمتاخرين؟,يوم 14 و 15,"['late registration', 'dates']",2025-03-10
Timetable Availability,Academic,يا شباب من عنده ال timetables لهذا السمستر,مانزّل، الاسبوع القادم ان شاء الله. موجود ب linktree تبع الكليه: https://linktr.ee/ugskeutm,"['timetable', 'availability', 'linktree']",2025-03-09
Professor Evaluation for Differential Equations,Academic,Is this proff good? Differential equations?,"If you could find another would be better. She is strict in attendance, Her Marking is fair enough, Not good in explanation at all.","['differential equations', 'professor evaluation', 'attendance', 'marking', 'explanation']",2025-03-11
Professor Evaluation for Statics and Dynamics,Academic,Statics and dynamics is he good?,No specific answer provided in the chat.,"['statics and dynamics', 'professor evaluation']",2025-03-11
Professor Evaluation for Electrical Machines,Academic,Electrical Machines?,No specific answer provided in the chat.,"['electrical machines', 'professor evaluation']",2025-03-11
Professor Evaluation for C Programming,Academic,Best. Stick to him if you want a relaxed life with good grades in C programming,Best. Stick to him if you want a relaxed life with good grades in C programming,"['C programming', 'professor evaluation', 'grades']",2025-03-11
Professor Evaluation for Statistics,Academic,احب اسال لو حد اخذ مادة الستاتيستكس مع دكتور وكان كويس,Prof. Madya Dr Mohamad Hafis Izran bin Ishak,"['statistics', 'professor evaluation']",2025-03-11
Professor Evaluation for English 1,Academic,ايه الدكاتره الكويسين في الانجليزي English 1,No specific answer provided in the chat.,"['English 1', 'professor evaluation']",2025-03-12
