topic,category,question,answer,keywords,timestamp
Block F54 Availability,Student Life,بلوك f54 شغال اليوم؟,نعم شغال اليوم,"['block f54', 'availability']",2025-01-17
Thermal Paste Replacement,Other,شباب حد يعرف مكان اغير منو الthermal paste بتاع اللاب بتاعي؟,,"['thermal paste', 'laptop', 'replacement']",2025-01-17
Session Schedule Inquiry,Academic,احد عنده الجدول الزمني لمواعيد السكاشن؟,https://linktr.ee/ugskeutm,"['session schedule', 'timetable']",2025-01-18
Management Lectures Request,Academic,أحد معاه محاضرات ماده ال management,,"['management', 'lectures']",2025-01-19
Academic Support Request,Academic,تحتاج الأمانة الأكاديمية إلى مساعدتكم العاجلة. نرجو منكم مشاركة أي موارد متاحة لدعم مجتمعنا وتعزيزه.,الرابط: https://drive.google.com/drive/folders/1AuaihTdUYWTr1tRPZDtA3VjT8W6_UIOa?usp=sharing,"['academic support', 'resources', 'community']",2025-01-21
Bus Schedule Inquiry,Student Life,باص h شغال اليوم؟,ايوة,"['bus schedule', 'bus h']",2025-01-21
Final Exam Review Session,Academic,تعلن YSAG في الاتحاد اليمني في جامعة UTM تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM*,الرابط: https://chat.whatsapp.com/HlNjOTkdEANJ5rykEFW74J,"['final exam', 'review session', 'signals and systems']",2025-01-22
Final Exam Resources,Academic,هذا رابط الفاينل 👆🏻,https://drive.google.com/drive/folders/15EfeosZmGnhbDJGth5Am7WTpsRdSOTOm,"['final exam', 'resources']",2025-01-22
Electric Devices and Circuits Review Session,Academic,تعلن *YSAG* في الاتحاد اليمني في جامعة UTM تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM*,الرابط: https://chat.whatsapp.com/EddXpbHb4fO2G2PYwzha9Q,"['final exam', 'review session', 'electric devices and circuits']",2025-01-23
Problem Solving Request,Academic,يا اخوة، احد يعرف كيف تنحل هذي المسألة,,"['problem solving', 'academic help']",2025-01-25
Faculty Evaluation Inquiry,Academic,يا اخوة هل في مشكلة لو ما عملت التقييم حق الدكاترة ؟,لا مفيش الا لو الدكتور عندكم رابطها بأنه يديكم الكاري ماركس مثلا او أحيانا بيقول هزودكم درجة,"['faculty evaluation', 'academic']",2025-01-29
Registration Slip Reminder,Academic,شباب ما تنسوا تطبعوا ال registration slip,,"['registration slip', 'reminder']",2025-01-29
