topic,category,question,answer,keywords,timestamp
Cytron Student Account Inquiry,Academic,احد هنا عنده student account في cytron؟,,"['student account', 'cytron']",2023-01-02
Graduate Attributes Survey,Academic,We are from group 2 currently conducting an open survey on Graduate Attributes in UTM. We truly hope that you can spare your time by answering the survey.,"Here is the link 🔽
https://rb.gy/3th7wz
Pls use your UTM email to sign in‼️","['survey', 'graduate attributes', 'UTM']",2023-01-02
Past Communication Test Solutions,Academic,ياشباب هل في احد معا تست تو مع حلولهم كومنيكشن اخر سميسترين . اللي فات وقبلو,,"['communication', 'test 2', 'past semester']",2023-01-04
Course Registration Information,Academic,شباب تاريخ 15 الشهر هذا راح يكون تسجيل المواد و اجباري,"تاريخ 15 Registration و اجباري
وليس pre registration
و اسماء الدكاترة راح تظهر","['course registration', 'UTM', 'faculty of electrical']",2023-01-10
EMT Final Review Session,Academic,اللي عايز يحضر المراجعه يملى الفورم ده: https://forms.gle/V9bP2GRKEDyY8FSWA,"هنقولكم المعاد بتاعها في اقرب وقت
ملحوظة: المراجعة للطلبة العرب بس","['EMT', 'final review', 'UTM']",2023-01-11
Past Math Test Solutions,Academic,شباب احد معه تست ماث ٢ سمستر الماضي (2021-2022-02),اه,"['math test', 'past semester', 'solutions']",2023-01-11
Course Registration Changes,Academic,بالنسبة للإعلان بتاع تسجيل المواد الجديد ، انا كنت فى أوفس الكلية النهارده و عرفت منهم ان نظام تسجيل المواد اتغير بعد ما نظام الجامعه اتغير من schools ل faculties,نظام تسجيل المواد الجديد هو هيكون على فترة واحدة بس زي ما كان مكتوب فى الإعلان ، فترة التسجيل من 15 يناير لحد 26 يناير ، و السكاشن و اسماء الدكاتره هينزلوها بكره على linktree.,"['course registration', 'UTM', 'faculty change']",2023-01-11
Digital Systems Test Solutions,Academic,شباب حد معاه test 2 ديجيتال السنين الفاتت بالاجابات,,"['digital systems', 'test 2', 'past years']",2023-01-11
Power Test Solutions,Academic,شباب احد معه تست باور سمستر الماضي (2021-2022-02),"على حسب علمي المادة تفتح مرة في السنة , كل سمستر 1","['power test', 'past semester', 'solutions']",2023-01-12
Statistics Course Professors,Academic,احد يعرف الدكاترة ذول ؟ ، SSCE 2193 Statistics,"اهرب من الأخيرة siti rohani
نصيحة اخ ابعد عن الحريم في الماده ذي 😂.","['statistics', 'professors', 'SSCE 2193']",2023-01-14
