topic,category,question,answer,keywords,timestamp
Statistics Final Exam Preparation,Academic,السلام عليكم شباب أحد معاه اجابه فاينال statistics 21-22-2,,"['statistics', 'final exam', '21-22-2']",2023-07-09
Electronic Systems Final Exam Preparation,Academic,شباب احد معاه Electronic Systems (2021-2022-02 Final Exam) ؟,,"['electronic systems', 'final exam', '2021-2022-02']",2023-07-11
Hydraulics Final Exam Preparation,Academic,شباب ابحث عن فاينلات هيدروليك ياريت حد لو عنده يرسل وجزاكم الله خيرا,,"['hydraulics', 'final exam']",2023-07-12
Engineering Mechanics Exam Preparation,Academic,بفتش على امتحانات engineering mechanics لو ممكن تساعدوني,https://drive.google.com/drive/folders/1dBIfDWrn_ubhR_QqiwNdJvrxoVSj2aR0,"['engineering mechanics', 'exam', 'SEEM 1113']",2023-07-13
Circuit Exam Preparation,Academic,شباب سلام عليكم الي معاه امتحانات محلوله circuit (SEEE1013),https://drive.google.com/drive/folders/1cYkCo8Xj5AoR8qdEsAUOE1kggg-9YvqQ,"['circuit', 'exam', 'SEEE1013']",2023-07-16
Digital Systems Video Resources,Academic,شباب حد عندو فيديوهات ديجيتال سيستمز؟,@601128152025 كلمه يعطيك اكسس لone drive حقه,"['digital systems', 'videos', 'resources']",2023-07-18
Internship Registration Inquiry,Academic,متى يفتح تسجيل ال intern يعني ننزلها فالسستم؟ الصيفي,,"['internship', 'registration', 'summer']",2023-07-18
DAAD Scholarship Information,Academic,الشباب اللي اخر سمستر منحة الDAAD فتحت للتقديم لجنسيات معينة,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?status=&origin=&subjectGrps=&daad=&intention=&q=&page=1&detail=50026200,"['DAAD', 'scholarship', 'final semester']",2023-07-18
Instrumentation Final Exam Tips,Academic,لو في حد هنا بياخد انسترو في سكشن 1 او 2 مع دكتور صلاح الدين ياريت يبعت ال tips للفاينل لو قلكم عليها,,"['instrumentation', 'final exam', 'tips']",2023-07-21
Internship Registration Process,Academic,احد يعرف كيف نسجل التدريب ؟ وهل التسجيل في الits يكفي ولا لازم اعمل شيء ثاني,ايوه تسجل المادة عادي تقريباً من my UTM هم يرسلوا الوقت بالتحديد متى على قروب التيلقرام,"['internship', 'registration', 'ITS']",2023-07-22
Summer Semester Registration Inquiry,Academic,شباب مين عنده موعد التسجيل في الترم الصيفي؟ احد يعرف متى يفتح ومتى يقفل,الترم الصيفي هو عبارة عن الـ Internship، (Practical Training 6 Credit) فقط,"['summer semester', 'registration', 'internship']",2023-07-23
Professional Skill Certificate Courses,Academic,"Dear final semester students, please check the 5 UTMPSC Course and ensure all courses already listed in MyUTM Portal (Professional Skill Certificate).",https://docs.google.com/spreadsheets/d/1CRoTGnncQMhJO8CSldha6cGxCuqsZKu4/edit?usp=sharing&ouid=115842211566493566815&rtpof=true&sd=true,"['UTMPSC', 'Professional Skill Certificate', 'final semester']",2023-07-26
