topic,category,question,answer,keywords,timestamp
UTM PSC Course Registration,Academic,هل فتح التسجيل ؟,"https://www3.utmspace.edu.my/utmpp/MainPage.aspx
شوف من هنا
لسا ما فتح","['UTM PSC', 'course registration', 'academic']",2023-04-05
UTM PSC Course Briefing,Academic,"السلام عليكم ي شباب متى تنزل مواد utmspace
وهل فيه موقع خاص فيهم ؟","UTMPSC Course Briefing, Semester II, Session 2022/2023.

All 3rd year and 4th Year students are invited to UTMPSC Course Briefing.

Details as below:
📆 4 April 2023 ( Tuesday)
⏰ 2.30pm
🔗 https://www.facebook.com/UTMiLeaGue

Thank you,

Academic Office (Undergraduate)
Faculty of Electrical Engineering","['UTM PSC', 'course briefing', 'materials', 'registration']",2023-04-02
Digital Systems Lecture Resources,Academic,احد معه شرح دجتل سيستم ؟,"*Digital Systems recorded lessons 🧑‍💻*

1. https://youtu.be/m6YVlB70n8k
2. https://youtu.be/c54PbT4_20s
3. https://youtu.be/3izwHbFZygw
4. https://youtu.be/JoVAy_mKFJU
5. https://youtu.be/XCYqA08DUQs
6. https://youtu.be/zgKGl8eg1qM
7. https://youtu.be/G4Sm-W9d4C4
8. https://youtu.be/hAykL6XSK8o
9. https://youtu.be/qt32TIoz7qg
10. https://youtu.be/rqf6BrI6_2g (Latches)
11. https://youtu.be/wm87n6zoCzM (Flip flops)
12. https://youtu.be/i37SmnyjyOE (Excitation table)
13. https://youtu.be/WSCBrn8cEcc
14. https://youtu.be/iRgsqOHx5Eo
Counter
15. https://youtu.be/5picZsE4r3M
Shift register
16. https://youtu.be/gkGvFuYLE90
17. https://youtu.be/N2DYzQmc55o
FSM
18. https://youtu.be/4dtOqODaEas
19. https://youtu.be/vJ9LLUxmato
FSM Synthesis
20. https://youtu.be/aAhF8T89EPU
21. https://youtu.be/QlsV2Pai1ys
FSM analysis
22. https://youtu.be/u8IceJUJams
23. https://youtu.be/T-kFyVAlybY
24. https://youtu.be/H-cVbcYnVmw
FSM Controller ( Part 1)
25. https://youtu.be/Op8ski26UiM
FSM Controller ( Part 2)
26. https://youtu.be/BeFtdm1fC00
ASM (Part 1)
27. https://youtu.be/P8rMrmzePao
ASM (Part 2)
28. https://youtu.be/AJd4VW6xkK0
System Case study (1/3)
29. https://youtu.be/Zh3agMIucfY
System case study (2/3)
30. https://youtu.be/VHes3MRv_c8
System case study (3/3)","['digital systems', 'lectures', 'recorded lessons', 'academic']",2023-04-04
University Insurance and Hospitals,Student Life,"شباب احنا مامنين فمستشفيات اذا ايوه عايز اسامي المستشفيات
حالة طارئه ياريت الافاده بسرعه","https://visa.educationmalaysia.gov.my/guidelines/insurance-new.html
تلاقي التفاصيل هنا
و يمديك تعرف نوع تأمينك من EMGS
من التطبيق
KPJ Johor Specialist Hospital
07-225 3000
https://g.co/kgs/tUdwxx","['insurance', 'hospitals', 'emergency', 'student life']",2023-04-17
PhD Opportunities in Additive Manufacturing,Academic,"PhD Opportunities for International or Malaysian candidate on Intelligent and Sustainable Additive Manufacturing Project. Monthly allowance offered. If interested, kindly submit your CV to my email ainizuhra@utm.my or contact me at 010-4269558. Thank you.","PhD Opportunities for International or Malaysian candidate on Intelligent and Sustainable Additive Manufacturing Project. Monthly allowance offered. If interested, kindly submit your CV to my email ainizuhra@utm.my or contact me at 010-4269558. Thank you.","['PhD', 'additive manufacturing', 'research', 'academic']",2023-04-13
Proposal for Distance Instrumentation Lab,Academic,حد عنده proposal distance instrumentation لاب؟,,"['proposal', 'distance instrumentation', 'lab']",2023-04-18
Excel Assignment Help,Academic,ياشباب اللي خلصو Excel بعد اذنكم احتاج بريفيس individual assignment,,"['Excel', 'individual assignment', 'brief']",2023-04-20
University Schedule Inquiry,Student Life,شباب الاسبوع هذا اجازة ولا بكرة بيكون دوام طبيعي؟,إجازة ياغالي,"['اجازة', 'دوام', 'جامعة']",2023-04-24
International Office Opening Hours,Student Life,الانترناشونال اوفيس بيفتح الاحد؟,,"['international office', 'opening hours', 'Sunday']",2023-04-27
Articulated Robots Email Issue,Academic,سلام عليكم انا وصلني الايميل حق الarticulated robots بس مافي شهاده,المعذره ي شباب صارت مشكله بالايميل بس حنعيد ارسالها وحتوصلكم ان شاءالله,"['articulated robots', 'email', 'certificate']",2023-04-29
Engineering Mathematics 1 Review Session,Academic,,تسر اللجنه الأكاديمية للإتحاد المصري🇪🇬🇪🇬 الإعلان عن مراجعة لماده *Engineering Mathematics 1* مع البشمهندس خالد خليل 📅التاريخ: 30April 2023 ⏱️الوقت: 2pm-5pm المكان: P19A BT-6 جروب التواصل: https://chat.whatsapp.com/Js9KOdu90hPFTLk9KznnhC *اللجنة الأكادمية للإتحاد المصري ٢٢-٢٣*🇪🇬🇪🇬,"['Engineering Mathematics 1', 'review session', 'P19A BT-6']",2023-04-30
