topic,category,question,answer,keywords,timestamp
Appeal Process for Academic Issues,Academic,شباب احد يعرف ايش اجراءات التقديم على تظلم؟ و كم يكلف والخ من هذه التفاصيل.,تروح للكلية يعطوك ورقة او فروم التظلم تعبيه وبعدين في عليك رسوم تدفعها 50 رنجت وبعد ما تسوي هذا كله ترجع للأوفيس مرة ثانية وتوريهم الدفع حقك الايصال وبعدين يرتبو لك موعد مع الدكتور,"['تظلم', 'اجراءات', 'رسوم', '50 رنجت']",2023-03-01
Late Enrollment for Academic Semester,Academic,السلام عليكم يا شباب دلوقتي انا بره ماليزيا و هرجع بعد  ٢ April و الدراسه هنبدأ ١٩ March فا هل في حد في الجامعه اكلمو اعرفو علاشان متحصلش مشكله؟ ولا عادي؟,,"['تأخر', 'الدراسة', '19 March', '2 April']",2023-03-05
Absence on First Day of Lab,Academic,يا شباب هل بتكون فيه مشكلة اذا غبت باول يوم لاب؟,حتاخذ صفر في ذاك اليوم. بخصوص الغيابات الافضل تتواصل مع الدكتور تبع الماده الي بتغيب فيها وتعطيه عذر. غالبا اول اسبوع دراسه مايكون فيه شي كثير ، واللابات تبدأ من ثاني اسبوع من بداية الدراسة. ف لو بتغيب يفضل تبلغ الدكتور وتشوف. اذا ما عندك عذر لكن اذا عندك عذر حتاخذ ريبليسمنت لاب بداله.,"['غياب', 'لاب', 'صفر', 'عذر', 'ريبليسمنت']",2023-03-05
English Course Impact on GPA,Academic,عندي استفسار ياشباب هل الانقلش ون ينحسب في المعدل ولالا ؟,يعتمد. اذا ما اخذت ايلتس ف تنحسب. لو اخذته ف يعفوك. هي تنحسب لك كا كريدت مو في المعدل هذا *وقت الاعفاء * اذا جيبت ايلتس او اي اختبار لغه مقبول في الجامعه بالدرجه المطلوبه. اما بدون الاعفاء تاخذها و تنحسب لك كريدات وفي المعدل برضو.,"['انقلش ون', 'معدل', 'ايلتس', 'اعفاء']",2023-03-09
FYP Advisor Information,Academic,السلام عليكم شباب لو أحد أخذ fyp مع هذولا الدكاترة او يعرف مكاتبهم ياريت يخبرني,دي الادفايزور بتاعتي. تعامل قمة في الاحترام و طيبة جدا. مكتبها ب مبنى ivat قدام p05.,"['fyp', 'ادفايزور', 'مكتب', 'ivat']",2023-03-12
Internship Short Semester Fees,Academic,"السلام عليكم, احد يعرف كم رسوم ال short semester تبع ال internship?",1025 او قريب منها. وعليكم السلام 1150.,"['internship', 'short semester', 'رسوم', '1025', '1150']",2023-03-14
Enrollment in French Course,Academic,سلام عليكم شباب هل ينفع انزل فرنسي وانا ترم ٤؟ ولا لازم اكون ٥.,ينفع. عادي انا ماخذها سمستر ٤. سجلناها طبيعي. اتوقع انها تنزل مره وحده بالسنه.,"['فرنسي', 'ترم ٤', 'سمستر ٤', 'تسجيل']",2023-03-15
Course Registration and Amendment,Academic,السلام عليكم يا شباب ، اللي فاتح الحين ذا amendment و لا تسجيل مواد عادي ؟,لسا ما فتح التسجيل. نعم أول اسبوع. ثاني اسبوع تقدر بس بتدفع 50 رنچت أظن.,"['amendment', 'تسجيل', '50 رنچت', 'أول اسبوع']",2023-03-15
Course Selection Advice,Academic,يتشباب كنت بسالك 1-Critical and creative thinking. 2-Science and technology thinking اي ماده من ذولا صداع قليله وتنصحو بدكاتره مين فيهم ابى ناس متساهله,الثانية. اتوقع الاولى جديدة اصلا. BADLIHISHAM BIN MOHD NASIR. كان كويس صراحة وما يشغلك بالمادة. ومتساهل بعد خلانا نعدل درجات تست المادة عشان الناس تجيب A.,"['Critical and creative thinking', 'Science and technology thinking', 'BADLIHISHAM BIN MOHD NASIR', 'متساهل']",2023-03-15
Special Registration Information,Academic,"Assalamualaikum and have a nice day, Dear students, I have asked the Academic Management Division, for those who are unable to arrange for the payment on or before 26th January 2023, you can register subjects during Special Registration on 16-17th March 2023 without any penalty. Only for those who can register online but didn't submit the Course Registration during time given, University will fine you RM100. Happy? 😀 Alhamdulillah for the good news. Thank you.",,"['Special Registration', '16-17th March 2023', 'RM100', 'penalty']",2023-03-15
