topic,category,question,answer,keywords,timestamp
Finding Lecturer Information,Academic,نزلوا الدكاترة ؟,من e learning ادخل على الكورس بعدين participants,"['lecturers', 'e-learning', 'participants']",2023-10-02
Lecturer Recommendations for DSP,Academic,شباب من افضلهم dsp ؟,خذلك مع زيد بن عمر DSP مالك من البقية,"['DSP', 'lecturers', 'recommendations']",2023-10-02
Finding Lecturer Names via Moodle,Academic,كيف تعرف اسماء دكاترة:,"1. Download Moodle. 2. Insert this link: https://elearning.utm.my/23241/index.php. 3. Log in to your e-learning account. 4. Navigate to 'Site Home.' 5. Scroll down the page. 6. Search for your courses. 7. Enter the subject code. 8. All the course sections will appear. 9. Keep entering each section one by one. 10. This way, you can access information about all the lecturers for that course.","['Moodle', 'lecturers', 'e-learning']",2023-10-02
Lecturer Evaluation for Communication Principles,Academic,كيف دكتور هذا ي شباب Communication Principles,اذا متوقع يدرس ما بيدرس. دكتور شغل تسليك. ينام لما تجي تعمل بريسينت 😂. صراحة المادة تعتبر سهلة فأي دكتور يمشي حاله شرط ما يكون دكتور من تبع ال يخسفك بالدرجات.,"['Communication Principles', 'lecturers', 'evaluation']",2023-10-03
Lecturer Evaluation for Signals and Systems,Academic,شباب مين فيهم احسن Signals and systems من حيث تعامل و درجات,هذا كويس قالو سهالات الدنيا معاه بس مافي شرح ابدًا ابدًا.,"['Signals and Systems', 'lecturers', 'evaluation']",2023-10-03
Lecturer Evaluation for French,Academic,French مين اسهل تجيب معه A,هذا كويس قالو احضر معاه وتاخذ A ان شاء الله بالفرنسي.,"['French', 'lecturers', 'evaluation']",2023-10-03
Lecturer Evaluation for Robotics,Academic,بالروبوتكس ؟ 😅,اخذت معاه الشرح مشي حالك لابأس لكن ك تعامل وتصحيح كويس.,"['Robotics', 'lecturers', 'evaluation']",2023-10-04
Lecturer Evaluation for Control System,Academic,شباب الكنترول السمستر هذا احد سجل فيها؟ Control system,انتبه تدخل معاه😂. دكتور ثاني اصلا يحذر منه. لو مافي غيره يدرس المادة سوي لها دروب لكن لا تأخذ معاه.,"['Control System', 'lecturers', 'evaluation']",2023-10-04
Lecturer Evaluation for System Modeling,Academic,شباب كيف الدكاترة ذولي System modeling,محمد فؤاد شرحه وسط وكلاسه ممتع وطيب جدا لكن ما يعطيك اكثر من حقك في التصحيح.,"['System Modeling', 'lecturers', 'evaluation']",2023-10-04
Feedback on Math Professors,Academic,شباب احد حصل اسامي دكاترة مواد الماث ( DE(,هذا كويس وحبوب ويعطيك حقك بالدرجات ..,"['math', 'professors', 'DE', 'grades']",2023-10-04
Feedback on Math Professors,Academic,هذا يوزع درجات عشوائيه في النهائيه. ف انصح ابعد عنو وما يشرح شيء,هذا يوزع درجات عشوائيه في النهائيه. ف انصح ابعد عنو وما يشرح شيء,"['math', 'professors', 'grades', 'teaching']",2023-10-05
Feedback on Digital Systems Professor,Academic,كيف الدكتور هذا بمادة Digital Systems؟,الدكتوره شرحها سيء بس مره تساعد في الاساينتز وذي الماده كلها اسايمنتات,"['digital systems', 'professors', 'teaching', 'assignments']",2023-10-07
Feedback on Numerical Methods Professors,Academic,شباب لو حد عارف مدرس شاطر فال numerical methods يا ريت يبعت و لو كلهم شاطرين عايز اعرف مين احسن فالدرجات,"farhana bt johor, wan ibrahim, norma bt alias, hang see pheng, wan rukaida, yeak su hoe","['numerical methods', 'professors', 'grades']",2023-10-07
Feedback on Electrical Power Professors,Academic,شباب من الأفضل من بينهم؟ Electrical power,هذا طيب و شرحه فنان و الفاينل صراحة يعطي اسئلة تجي نفسها يرجل بضبط بس يغير ارقام هو الكوردنيتور و تصحيح سمعت انه يعطيك حقك,"['electrical power', 'professors', 'teaching', 'grades']",2023-10-07
Feedback on Statistics Professor,Academic,سيتي مريم اخذت معها Statistics,طيبة مرة و محترمة و اسلوبها بالشرح اسطوري الاسايمنت تعطي فل اهم شي سويه التصحيح حقها عادي صراحة تعطيك حقك يمكن اكثر شويتين حتى,"['statistics', 'professors', 'teaching', 'grades']",2023-10-07
Feedback on Differential Equations Professor,Academic,كيف الدكتور هذا بمادة DE؟,انا خت مع siti mariam الصراحة دكتورة حلوة جدا من حيث كل شي بس لا تغيب,"['differential equations', 'professors', 'teaching', 'attendance']",2023-10-07
Feedback on MATLAB Professors,Academic,شباب في حد ليه تجربة مع دول في الماتلاب او مادة ثانية,محمد فؤاد اخر واحد شرحه جيد مش اكثر شخص عسول وكلاسه ممتع في الدرجات ما يديك اكثر من حقك وممكن اقل كمان,"['MATLAB', 'professors', 'teaching', 'grades']",2023-10-07
Feedback on FYP Professor,Academic,انا عندي هذا الدكتور في FYP1 هل استبدله ام انه جيد؟,دكتور درسني لاب ما عنده جوال تواصله كله بالايميل جدا محترم و متعاون و تقريبا ما يمديك تغير دكتور الfyp,"['FYP', 'professors', 'communication', 'collaboration']",2023-10-07
Feedback on EMT Professor,Academic,يدرس EMT ما يركز في الحظور الكاري ماركس يزبط الكل. في اسايمنت عليه 30% يعيدو كل سنه ويعطي الدرجه الكليه للكل. بس الفاينل يشدد في التصحيح. ما معا شرح نهائيا لو تغيب السنه كلها مو مشكله.,يدرس EMT ما يركز في الحظور الكاري ماركس يزبط الكل. في اسايمنت عليه 30% يعيدو كل سنه ويعطي الدرجه الكليه للكل. بس الفاينل يشدد في التصحيح. ما معا شرح نهائيا لو تغيب السنه كلها مو مشكله.,"['EMT', 'professors', 'attendance', 'assignments', 'grades']",2023-10-07
Course Registration Amendment Process,Academic,شباب الـ Amendment صار تسويه يدوي بالفورم,Adalah dimaklumkan Mesyuarat JKPAPU Bil. 3/2023 telah bersetuju bahawa permohonan Pembetulan Pendaftaran Kursus _(insert delete)_ bagi Program Sarjana Muda Semester I Sesi 2023/2024 dilaksanakan secara manual dengan mengisi borang. Borang permohonan boleh diakses di pautan: https://amd.utm.my/files/2020/07/Borang-Pembetulan-Kursus.pdf,"['Amendment', 'course registration', 'manual form', 'UTMAcad']",2023-10-08
Professor Contact Information,Academic,يعطيكم العافية ياشباب. احد عنده رقم الدكتور محمد حفيظ حق ال AI ؟,+60 13-790 3634,"['AI', 'Professor contact', 'Dr. Muhammad Hafiz']",2023-10-08
Professor Evaluation,Academic,شباب كيف هذا شرح تعامل درجات ؟,في واحد اسمه خالد قال انه ممتاز,"['Professor evaluation', 'teaching quality', 'grades']",2023-10-08
Professor Evaluation,Academic,شباب اخبار الدكتوره ده؟ Microprocessor,فنان بالشرح لكن درجات وتعامل مش عارف انا تابعت شرحه في YouTube,"['Microprocessor', 'Professor evaluation', 'teaching quality']",2023-10-08
Professor Contact Information,Academic,حد معاه رقم الدكتور ده يا شباب؟,+60 13-790 3634,"['Professor contact', 'Dr. Muhammad Hafiz']",2023-10-08
Professor Evaluation,Academic,شباب كيف الدكتوره هذي؟,زينه وتعطيك حقك في الدرجات,"['Professor evaluation', 'teaching quality', 'grades']",2023-10-08
Professor Contact Information,Academic,شباب حد معاه رقم الدكتور ده,+60 19 741 1434,"['Professor contact', 'Dr. Sallehuddin bin Ibrahim']",2023-10-08
Professor Evaluation,Academic,كيف وضعه الدكتور؟,سيء ما يضبط في الدرجات، شرح ما ادري ء لانه كان FYP,"['Professor evaluation', 'teaching quality', 'grades']",2023-10-08
Professor Evaluation,Academic,شباب Excel مين الكويس فيهم,ابعد عن رقم ٢ حتى لو تعمل دروب,"['Excel', 'Professor evaluation', 'teaching quality']",2023-10-09
Professor Evaluation,Academic,هذا كيف مايكرو,دكتور محترم وشرحه ممتاز جداً بس في الدرجات اعتقد بيعطيك حقك,"['Microprocessor', 'Professor evaluation', 'teaching quality']",2023-10-09
Professor Evaluation,Academic,الدكتوره هذي كيف Dr Izwyn Zulkapri؟,"شرحها سيء وانجليزيتها ضعيفة, التصحيح عادي","['Professor evaluation', 'teaching quality', 'Dr. Izwyn Zulkapri']",2023-10-10
Professor Contact Information,Academic,اسماء دكاترة Math 2 فين نلاقيها يا شباب؟,Moodle,"['Math 2', 'Professor contact', 'Moodle']",2023-10-10
Professor Evaluation,Academic,من الدكتور الكويس فيهم مادة السجنال,Ts Dr. Zuhra Junaida Binti Ir Mohamad Husny Hamid,"['Signal', 'Professor evaluation', 'teaching quality']",2023-10-10
Course Registration and Amendment,Academic,هو الamendment هيقفل يوم ١٩ ولا ٢٧؟,"Dear undergraduate students, Here is the link to check if your amendment course registration status has COMPLETE. https://docs.google.com/spreadsheets/d/e/2PACX-1vRKanNMMMyOxe-qS7RBJEa5RS46-cyxZAzBd-h-fm-M0yFA44FabAok5IoiG-1W5XHhZng2BtlnINPI/pubhtml?gid=735154697&single=true Your patient and understanding in these amendment period is highly appreciated. Note : The status will be update 5pm daily. Thank you,","['amendment', 'course registration', 'status', 'link']",2023-10-11
