topic,category,question,answer,keywords,timestamp
Course and Professor Recommendations,Academic,شباب بالله اللي اخذ ذولي المواد و يعرف من افضل بينهم ؟,Safety اخذتها مع جوهاري، مايشرح اي شيء. يقسم الطلاب لقروبات وكل قروب يشرح درس ويسوي كويز. بس اذا سويت الاسايمنتات وو يعطي درجة كويسة. CRE اسمه مش موجود Ana. Chemistry اخذتها مع هاشم (اول واحد) مايسوى اي شيء وجاب اختبار ميد مررة صعب وهو ماشرح شي باختصار (مش كويس) فنصيحة اذا في واحد ثاني كويس خذ معاه لان الميد والفاينل يبغالك تكون فاهم كويس.,"['course', 'professor', 'recommendations', 'Safety', 'CRE', 'Chemistry']",2021-10-09
Course and Professor Recommendations,Academic,تعرفوا احد منهم؟,Material Eng.... 3. mohd asmadi الدكتور شرحه لا باس مرن في الاسلوب وكويس مع الطلاب متفاهم واهم شيء تسلم التاسكات بالوقت.,"['Material Engineering', 'professor', 'recommendations', 'Mohd Asmadi']",2021-10-11
Course and Professor Recommendations,Academic,اللي عنده فكره عن افضل دكتور يا ريت يقلي,Chemical products design: 1-NOR ALAFIZA BINTI YUNUS 2-AZIZUL AZRI BIN MUSTAFFA 3- MOHD ASMADI BIN MOHAMMED YUSSUF 4-LAI JAU CHOY.,"['Chemical products design', 'professor', 'recommendations', 'Nor Alafiza', 'Azizul Azri', 'Mohd Asmadi', 'Lai Jau Choy']",2021-10-12
Course Registration,Academic,شباب التسجيل بيفتح الساعة ١٢ الليل ولا الصبح ؟؟؟,على حسب علمي ١٢ فالليل.,"['course registration', 'timing', 'midnight']",2021-10-12
Course and Professor Recommendations,Academic,شباب كيف الدكتور هذا؟,هذي تمام وتعاملها حلو وتعطي درجات ..شرح لاباس ومعاك كمان شريفه هذي التوب شرحا وكل شيء.,"['professor', 'recommendations', 'Zarina Binti Ab Muis', 'Sharifah']",2021-10-12
Course Registration,Academic,شباب احد فتح معاه التسجيل ولا لسه ؟!,ما فتح معاي.,"['course registration', 'timing', 'issues']",2021-10-12
Course and Professor Recommendations,Academic,بمين تنصحوني,شوف @601160535789 اخذ عند Aznizam.,"['professor', 'recommendations', 'Aznizam']",2021-10-12
Course and Professor Recommendations,Academic,Aznizam شرحه ممتاز بس بيرشك اسيامنتات و كويزات,الله يعين، شكراً👍🏻👍🏻.,"['professor', 'recommendations', 'Aznizam', 'assignments', 'quizzes']",2021-10-12
Industrial Seminar & Profession Course Inquiry,Academic,بخصوص الindustrial seminar & profession هيّ عبارة عن ايش؟,بيعطوك محاضرات عن مواضيع مختلفه ويطلبو reflection,"['industrial seminar', 'profession', 'reflection', 'محاضرات']",2021-10-12
Master's Students Group Inquiry,Student Life,هل في قروب خاص بطلاب الماجستير,للأسف لا مش عارف هل في معانا طلاب ماستر اصلا او لا,"['طلاب الماجستير', 'قروب', 'ماستر']",2021-10-12
Course Registration Issue,Academic,احد الطلبة بالغلط عمل سبمت بالخطأ بس ما كمل تسجيل كل المواد هل في طريقة نضيف مواد ؟ او يكلم الادفايزر حقه ؟,الادفايزر حتى مايقدر يسوي شيء حصلت معاي السميستر اللي فات من يوم 17 بيسحل يدوي كل المواد من اول وجديد وعلى حسب حظو اذا كان السيكشن فاضي ذحين هو مو مسجل في اي حاجه. صفر,"['تسجيل المواد', 'ادفايزر', 'سبمت', 'سيكشن']",2021-10-13
English Course Inquiry,Academic,Advance English ضروري تاخذها ؟,قصدك. English 3,"['Advance English', 'English 3', 'دورة انجليزي']",2021-10-13
Course Section Change Inquiry,Academic,في حد الفصول عنده irregular وداخل على الفصل الثاني؟,غير منتظم قصدك يب كثير من الشباب كذا,"['irregular', 'فصل', 'غير منتظم']",2021-10-13
Excel Course Registration Issue,Academic,بخصوص مادة الEXCEL اي سكاشن يمدينا انسجل ؟ كل ما اجي اسجلها يقلي course not offered اللي عنده علم يعلمني,اظن ضروري تتواصل مع advisor,"['EXCEL', 'سكاشن', 'تسجيل', 'advisor']",2021-10-13
Autocad Assistance Request,Academic,يا جماعة بحتاج حد بفهم بالautocad,YOUTUBE اكتب Autocade tutorial,"['autocad', 'مساعدة', 'YOUTUBE']",2021-10-17
Pollution Control Group Link,Academic,شباب حد معه لنك لقروب مادة Pollution Control section 02,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/ELtLqKpHaqk9dJaY0bdHnk,"['Pollution Control', 'WhatsApp group', 'section 02']",2021-10-18
Academic Communication Skills Book,Academic,شباب الي عندهم Academic communication skills هذا الكتاب مافي داعي تشتروه,هذا الكتاب مافي داعي تشتروه,"['Academic communication skills', 'book', 'purchase']",2021-10-18
Chemical Engineering Programme Code,Academic,يا شباب احنا ال programme code تبعنا كطلاب هندسة كيميائية SETK ولا SETKH,بالاوفر ليتر مكتوب SETK,"['programme code', 'Chemical Engineering', 'SETK', 'SETKH']",2021-10-18
Foreign Language Course Code,Academic,السلام عليكم ي شباب ايش الكود القديم حق ال foreign language,ula*1112 في الكورس حقي,"['foreign language', 'course code', 'ula*1112']",2021-10-18
Introduction to Entrepreneurship Section,Academic,يا جماعة مادة الUBSS1032 اللي هيّ الintroduction to entrepreneurship اول سكشنين حد بعرف دكاترتهم؟,في واحد اسمه Ahmad bahari ممتاز,"['UBSS1032', 'introduction to entrepreneurship', 'Ahmad bahari']",2021-10-19
Course Amendment Submission,Academic,يخوان بالنسبة لل amandment course انا نسيت ما اعمل submit يعني كل التعديل يلي انا عملتو راح و بيصير يُعتمد جدولي ع اساس المواد يلي نزلتها فالبداية؟,ما يختاج تسوي سبمت في الامتتمنت,"['amendment course', 'submit', 'registration']",2021-10-22
Organic Chemistry YouTube Series,Academic,يعلن الYSAG عن نشر سلسلة جديدة في قناة ال YSAG عبر منصة اليوتيوب. المادة: Organic chemistry تقديم: Dr. Norazah Binti Basar,لمشاهدة قائمة المادة يرجى النقر على الرابط ادناه: https://youtube.com/playlist?list=PL2LRRctxxQrsQzX-vLh99HHvQzXxL0g01,"['Organic chemistry', 'YSAG', 'Dr. Norazah Binti Basar', 'YouTube']",2021-10-24
Plant Design Book Request,Academic,السلام عليكم ياشباب في حد عنده كتاب plant design (pdf),يعيال هاد الموقع فيه تقريبا كل الكتب الجامعية وغيرها بتحملوها بلاش رهيب يمكن ببعض الدول بدو VPN هيك بتركيا https://z-lib.org/,"['Plant Design', 'pdf', 'z-lib.org']",2021-10-31
