topic,category,question,answer,keywords,timestamp
Section Registration Issue,Academic,السلام عليكم ي جماعه حد صارت معه انه سجل وخربطو له السكاشن ؟,ايوا معي سجلت في سكشن و حطونا في سكشن ثاني بس صلحوا الغلط,"['سجل', 'سكاشن', 'صلحوا الغلط']",2020-01-11
Request for Dynamics Book,Academic,شباب سلام عليكم ، فيه احد عنده كتاب داينمكس ؟ في ماليزيا او في السعودية ؟,,"['كتاب', 'داينمكس', 'ماليزيا', 'السعودية']",2020-01-04
Request for ISC Contact Information,Academic,السلام عليكم، شباب فيه احد عنده رقم او ايميل لل isc للاسأله,,"['isc', 'رقم', 'ايميل']",2020-01-11
Request for Fluid Mechanics Lab Report,Academic,"السلام عليكم 
الي ياخذ لاب ١
في احد سوى الريبورت حق الفلويد ؟",١+,"['لاب', 'ريبورت', 'فلويد']",2020-01-25
Request for Previous Semester Math Exams,Academic,سلام عليكم اللي معاه Previous الماث حق السمستر الماضي يرسلي بالله,Math1,"['Previous', 'الماث', 'السمستر الماضي']",2020-01-16
Request for Vibration and Fluid Mechanics Past Exams,Academic,"السلام عليكم 
حد عنده اختبارات سابقه للفايبريشن مع الحلول؟
الي عنده بالله يرسله في القروب 😁
و حتى الفلويد 🌚",,"['اختبارات سابقه', 'فايبريشن', 'حلول', 'فلويد']",2020-01-17
Request for Withdrawal Subject Form Link,Academic,"السلام عليكم 
احد معاه رابط اللي يقدمون فيه طلب withdrawal subject؟
معي الفورم بس مامعي الرابط اللي ارسله له",طرشها للادفيزر وهو بيقولك الباقي,"['طلب', 'withdrawal subject', 'رابط', 'ادفيزر']",2020-01-18
Request for Numerical Tests,Academic,في احد عندو تستات نيوميركل ؟,https://drive.google.com/drive/folders/1SeHHjjV8YZr25Kb3EQq7Fcd-MSFs9Hiw,"['تستات', 'نيوميركل']",2020-01-22
Request for Material Science Past Exam,Academic,شباب احد معه اختبار material science تبع السيمستر الماضي ضرووووري,"3 MARWAN SAEED ABOBAKR BAHURMUZ sec7K.pdf • ‎6 pages ‎document omitted
TEST 1 2019 2020 2 G7815164.pdf • ‎2 pages ‎document omitted","['اختبار', 'material science', 'السيمستر الماضي']",2020-01-24
Request for Academic Office Contact,Academic,"السلام عليكم
في احد عنده رقم
الاكادميك اوفيس
بالواتساب
صارلي قرن اكلمهم بالايميل ولا يردو",.,"['رقم', 'الاكادميك اوفيس', 'واتساب', 'ايميل']",2020-01-26
Request for Solid Mechanics Test Solutions,Academic,"بالله الي يعرف يحلهم 
يرسله و يورينا الحل😅",,"['حل', 'سولد ميكانيكس', 'تست']",2020-01-27
Request for Vibration Test Solutions,Academic,"Test1Secure1016.pdf ‎document omitted
Set B password: iamfine",ذا حق ال mechanical engineering ولا,"['تست', 'فايبريشن', 'حلول']",2020-01-30
