topic,category,question,answer,keywords,timestamp
University Student Insurance,Student Life,هل التأمين حق الطلاب يغطي مستشفى غير الطوارئ؟,التأمين يغطي حالات الطوارئ + الحالات اللي تتطلب ترقيد في المستشفى لاكثر من ليلة.,"['التأمين', 'الطلاب', 'مستشفى', 'حالات الطوارئ']",2023-11-09
School Fees and Registration,Academic,اذا علي outstanding من ال Bridging بقدر سجل في الكليه ولا لازم أسدد الرسوم اول؟,إذا علي outstanding من Bridging، لازم تسدد الرسوم قبل التسجيل.,"['outstanding', 'Bridging', 'تسجيل', 'الرسوم']",2023-11-03
Private Arabic Tutor,Academic,أحد يعرف مدرس خصوصي لغة عربية وقرآن كريم وتربية اسلامية لطفل ٢-٣ ساعات في اليوم براتب مجزي؟,للي حابب أو يعرف حد، يتواصل معايا.,"['مدرس خصوصي', 'لغة عربية', 'تربية اسلامية']",2023-11-03
Email for Complaints,Other,مين عنده ايميل utm digital اريد اقدم شكوه لهم؟,digitalcare@utm.my,"['complaint', 'email', 'utm digital']",2023-11-02
Hospital Coverage Under Insurance,Student Life,كيف أعرف أن المستشفى اللي ذاهب له مغطى ضمن التأمين الطبي؟,إذا كان التأمين عن طريق التطبيق، تستطيع التحقق منه هناك.,"['مستشفى', 'التأمين الطبي', 'التطبيق']",2023-11-09
Insurance for Visa Dependents,Visa/Immigration,من فين الواحد يطلع تأمين صحي لفيزة مرافق؟,يمكنك البحث في المستشفيات أو الشركات المختصة بذلك.,"['تأمين صحي', 'فيزة مرافق']",2023-11-06
Email and Contact Information for Student Visa,Visa/Immigration,ممكن الايميل تبع utmi، عندي مشكلة في الرابط حق تجديد الفيزا؟,iscjb@utm.my,"['تجديد الفيزا', 'email', 'utm']",2023-11-05
Student Health Insurance Coverage,Academic,هل التأمين الصحي للطلاب يغطي جميع المستشفيات؟,التأمين حق الطلاب يغطي فقط حالات الطوارئ، وإذا كنت تود زيارة طبيب، يمكنك زيارة عيادة الجامعة مجانًا. إذا لم تناسبك عيادة الجامعة، يمكنك الذهاب لأي مستشفى ولكن ستحمل تكاليف العلاج على حسابك.,"['التأمين الصحي', 'الطلاب', 'عيادة الجامعة']",2023-11-09
Renewal of Health Insurance,Academic,كيف أتأكد من صلاحية تأمين الصحة؟,تأكد من صلاحية تأمينك الصحي عن طريق التحقق من تاريخ انتهاء بطاقتك. إذا انتهت صلاحية التأمين، قم بتجديده فورًا.,"['تأمين صحي', 'صلاحية', 'تجديد']",2023-11-10
University Dental Clinic Inquiry,Academic,هل يوجد رقم للتواصل مع عيادة الجامعة لزيارة طبيب أسنان؟,يمكنك التواصل مع عيادة الجامعة عبر الرابط التالي للتواصل: https://studentaffairs.utm.my/healthcentre/contact-us-2/,"['عيادة الأسنان', 'رقم التواصل', 'الجامعة']",2023-11-10
Student Visa Application Process,Visa/Immigration,كيف أتمكن من تعديل بياناتي الشخصية قبل الحصول على الشهادة؟,راسل الامد email amdug@utm.my واطلب منهم تحديث بياناتك.,"['تعديل بيانات', 'شهادة', 'الامد']",2023-11-13
