topic,category,question,answer,keywords,timestamp
Visa Cancellation and Early Travel,Visa/Immigration,هل ممكن أسافر قبل التاريخ اللي أعطيته للانترناشونال إذا طلع الجواز بدري؟,مافي اي مشكلة ان شاء الله. بس إذا حصل أي شي في المطار خبرهم أنك اضطريت تقديم رحلتك لأن الجواز طلع بدري.,"['فيزا', 'سفر', 'اجراءات']",2023-09-03
Visa Overstay Penalties,Visa/Immigration,كم غرامه كسر الفيزا؟,تختلف على حسب المدة: أقل من 90 يوم 1200، من 90 يوم إلى 6 شهور 2200، أكثر من 6 شهور 3000.,"['غرامة', 'فيزا', 'كسر']",2023-09-05
Obtaining Official Grades for Visa Renewal,Academic,كيف اجيب الدرجات الرسمية حق الbringing program عشان تجديد الفيزا؟,ارسل ايميل ل utm space.,"['درجات', 'تجديد', 'فيزا']",2023-09-06
University Admission Requirements,Academic,بالنسبة للطلاب الجدد، هل نسبة الثانوية واللغة مطلوبة كما هو مذكور؟,نعم، يجب أن تكون نسبة الثانوية فوق 95٪، وإلايلتس 5.5 أو معهد els 8 مستويات، وإنهاء bridging program.,"['قبول', 'طلاب جدد', 'تخصص']",2023-09-06
Using University Clinics,Student Life,هل في KL UTM عندهم كلينيك زي الي في جوهور؟,ايوه موجود.,"['كلينيك', 'صحة', 'جامعه']",2023-09-09
Application Issues for Visa Extension,Visa/Immigration,أحاول أسوي submit للأبلكيشن بس مش راضي، هل لازم أضع ملفات في كل الخانات؟,لم يتم تقديم إجابة واضحة.,"['تقديم', 'فيزا', 'استمارة']",2023-09-10
Visa Extension Application Issues,Visa/Immigration,هل لازم أضع ملفات في كل الخانات يعني ولا في إشكالية معينة ؟,بعض الاحيان يكون الموقع معلق طفيه وشغله مره ثانيه او تاكد انك عبيت الخانات الي عليها علامة *,"['visa extension', 'application', 'submitting']",2023-09-10
Course Registration for Semester 1,Academic,هل طلاب سمستر ون يحتاجون تسجيل مواد؟,المفترض الفصل الاول يتم تسجيل المواد بشكل تلقائي بس حاول تتواصل مع مكتب الكليه وتتأكد قبل لاتروح.,"['course registration', 'Semester 1']",2023-09-10
Attendance Requirement Before Semester Start,Academic,يعني لازم أكون في الجامعة قبل التاريخ اللي هم محددينه (2 اكتوبر) وليس تاريخ بداية الدراسة (8 اكتوبر)؟,نعم.,"['attendance', 'semester start', 'university']",2023-09-10
Email for Mechanical College Office,Academic,في احد عنده ايميل مكتب كلية الميكانيكال؟,تحصله في البوت.,"['email', 'Mechanical College', 'office']",2023-09-11
Document Requirement for Visa Renewal,Visa/Immigration,من فين نطلع الprogress report عشان تجديد الفيزا؟,بس الProgress Report مطلوب من طلاب الدراسات العليا.,"['progress report', 'visa renewal']",2023-09-13
International Money Transfers during Holidays,Other,يا شباب الحوالات الدوليه تتوقف اوقات الاجازات ولا تمشي؟,لا تتوقف لين يعدي الويكند أو لو في اجازه رسميه كمان يتوقف.,"['international transfers', 'holidays', 'weekend']",2023-09-14
Car Importation to Singapore Requirements,Other,حد قد دخل سنغافوره بسيارته من قبل؟ وايش الاشياء اللي يطلبوها؟,النظام ببساطه هو كأنك داخل باركنج حق مول... كذلك يحسبلك بالساعات كم جلست داخل الدولة (كأنه باركنج).,"['car import', 'Singapore', 'requirements']",2023-09-15
Visa Renewal Process Inquiry,Visa/Immigration,ماهي أقصى مدة لتسليم الجواز بعد استلام رسالة ال emgs أثناء تجديد الفيزا ؟ يعني كم صلاحية الرسالة ؟,اعتقد حسب ما سمعت ان المده هي شهر لكن بامانك التأكد من ال utmi.,"['تجديد الفيزا', 'سلامة الجواز', 'EMGS']",2023-09-22
