topic,category,question,answer,keywords,timestamp
تخصص هندسة تصنيع الأغذية,Academic,هل يوجد تخصص هندسة تصنيع الأغذية في الجامعة؟,فيه Manufacturing-mechanical engineering بس تغذيه ما اظن. اتوقع موجودة مجالات ماستر او دكتوراه.,"['تخصص', 'هندسة', 'تصنيع الأغذية', 'ماجستير', 'دكتوراه']",2023-04-01
تحديث جواز السفر,Visa/Immigration,إذا غيرت الجواز هل علي ضرر بالجامعه والا لان بيتغير رقم الجواز؟,تسافر بالجوازين ويوم توصل الجامعه تقدم طلب نقل فيزا للجواز الجديد وان شاء الله امورك تكون طيبه.,"['جواز سفر', 'تأشيرة', 'نقل الفيزا']",2023-04-04
الإجراءات المتعلقة بالجواز,Visa/Immigration,كيف اطلب ورقة مطابقة جوازين وsev في الايميل والا لازم اروح لهم الى جده؟,يمكنك التوجه إلى السفارة في جدة لطلب الورقة أو يمكنك الاستفسار عبر البريد الإلكتروني.,"['مطابقة جوازين', 'ورقة', 'SEV']",2023-04-05
توصيات تحويل النقد,Other,ايش افضل مكان لتحويل الرنقت لريال سعودي؟,أفضل مكانين للتحويل في جهور هو Max money (bukit indah) أو الصرافة الموجودة في البرادايم.,"['تحويل', 'نقد', 'رنقت', 'ريال سعودي']",2023-04-02
رقم الدكتورة حليمة,Academic,حد عنده رقم الدكتورة حليمة اللي تدرس لغة ماليزية؟,+60137234382,"['لغة ماليزية', 'رقم دكتورة', 'حليمة']",2023-04-04
Payment of University Fees,Academic,هل يمكن دفع رسوم الجامعة كاش؟ وإذا ممكن، فين اروح ادفعها؟,في أمكانية الدفع كاش، وفيك تقابلني عند البنك ونسدد من هناك.,"['رسوم الجامعة', 'دفع كاش', 'البنك']",2023-04-06
Requirements for Opening a Bank Account,Visa/Immigration,ما هي متطلبات فتح حساب بنكي في RHB Tun Aminah؟,"1. Approval letter from emgs. 2. Letter from utm. 3. Malaysia hand phone bill or any proof that is your number. 4. Original passport. 5. Copy of passport (details page only). 6. Copy of your visa. 7. Copy of your matric card. 8. If you are renting a house, Copy of your rental agreement or payment receipt. If you are renting a room, Copy of electricity bill or water bill. 9. Bank statement of your Father or your sponsor. 10. Deposit RM1000. You can withdraw it after 2 days. Finally send all these documents to madam Tiang Shee Hoon on WhatsApp and get your appointment +60 16-768 8260.","['فتح حساب بنكي', 'متطلبات', 'RHB Tun Aminah']",2023-04-08
Library Opening Hours,Academic,المكتبة الجديدة إلى متى تفتح؟,من 6:00 إلى 6:15 في الأيام العادية، وفي الويكند يقفلوا قبل، لكن مش متأكد كم بالضبط.,"['مكتبة', 'ساعات العمل', 'فتح']",2023-04-08
Group Survey for Academic Project,Academic,ممكن أشارك في الاستبيان الخاص بمشروع أكاديمي؟,هذا الاستبيان تم عمله من قبل المجموعة 8 (طلاب هندسة البيانات) من مقرر SECI2113: تفاعل الإنسان مع الحاسوب. الرابط لاستبيان: https://forms.gle/x3uihtWhgsqbX5tR8.,"['استبيان', 'مشروع أكاديمي', 'SECI2113']",2023-04-08
Arabic Collective Iftar Event,Student Life,ما تفاصيل الافطار العربي الجماعي القادم؟,"التاريخ: 13 ابريل 2023، الوقت: 6:45 PM، الرسوم: مجاناً، المكان: Dewan Sri Perdana, Kolej Perdana, UTM. رابط التسجيل: https://forms.gle/81JMRQrYPeaXJf4r6.","['إفطار جماعي', 'طلاب', 'تسجيل']",2023-04-08
Iftar Registration Form,Student Life,What is the registration link for the iftar event?,https://forms.gle/81JMRQrYPeaXJf4r6,"['iftar', 'registration', 'event', 'students']",2023-04-08
Inquiry About Kahoot,Academic,What is Kahoot?,Kahoot is a website that allows you to display questions to large numbers of people.,"['Kahoot', 'website', 'questions']",2023-04-09
Student Pass Renewal,Visa/Immigration,Where can I find information on renewing my student pass?,"Refer to the document titled ""ANNOUNCEMENT ON RENEWAL OF STUDENT PASS EXPIRED.pdf"".","['student pass', 'renewal', 'announcement']",2023-04-09
Dental Clinics Coverage,Health,Is there a dental clinic that the university insurance covers?,I don’t think the insurance covers dental unless it’s an emergency.,"['dental clinic', 'insurance', 'coverage']",2023-04-11
Travel from Kuala Lumpur to Johor,Student Life,How do I travel from Kuala Lumpur to Johor?,"You can take a bus or a flight. If taking a bus, check the Easy Book app for schedules.","['Kuala Lumpur', 'Johor', 'travel', 'bus', 'flight']",2023-04-10
Transportation Details,Student Life,What should I do if I arrive in Kuala Lumpur at dawn?,"If the bus booking office is closed, you can either wait until it opens or go to the main bus station (TBS).","['Kuala Lumpur', 'transportation', 'dawn', 'bus station']",2023-04-10
Asking for Assistance,Student Life,Is there anyone studying at UTHM?,"If anyone knows, please contact me privately.","['UTHM', 'student', 'assistance']",2023-04-11
Opening a Bank Account at RHB,Academic,ما هي المتطلبات لفتح حساب في بنك RHB؟,Requirements Documents For open bank account at *RHB Tun Aminah*: 1. Approval letter from emgs. 2. Letter from utm. 3. Malaysia hand phone bill or any proof that is your number. 4. Original passport. 5. Copy of passport( details page only). 6. Copy of your visa. 7. Copy of your matric card. 8. If you are renting a house Copy of your rental. agreement or payment receipt. If you are renting a room Copy of electricity bill or water bill. 9. Bank statement of your Father or your sponsor. 10. Deposit RM1000. You can withdraw it after 2 days. Finally send all this documents to madam Tiang Shee Hoon on WhatsApp and get your appointment +60 16-768 8260.,"['bank account', 'RHB', 'requirements', 'documents']",2023-04-12
International Student Banking Advice,Academic,هل يستطيع الطالب فتح حساب بنكي عبر الإنترنت؟,الشباب نصحوا بعدم التقديم أونلاين حيث يفضل أن يقدم الطلاب دولياً بشكل يدوي بسبب العقبات التي قد تواجههم.,"['bank account', 'application process', 'international students']",2023-04-12
Currency Exchange Rates,Academic,كيف يمكنني تحويل الدولار إلى حسابي بدون أن أخسر قيمتها؟,ما عندك غير تستلمها حواله من خارج ماليزيا مباشرة على حسابك الMCA في الRHB. إذا الدولار معاك داخل ماليزيا فما معك غير تصرف عند الصرافين.,"['currency exchange', 'dollar', 'MCA', 'RHB']",2023-04-04
IELTS Exam Preparation,Academic,متى سيكون اختبار الآيلتس المقبل؟,اختبار الآيلتس. دعواتكم لي في هذه الليالي الفاضلة.,"['IELTS', 'exam preparation']",2023-04-13
Financial Advice for Currency Disposal,Academic,سعر الدولار ناقص مرة 4.2، كم ستتغير عند صرافة أخرى؟,لتحقيق أفضل سعر، يفضل الانتظار حتى يرتفع السعر قبل الصرف.,"['currency value', 'dollar', 'exchange rate']",2023-04-13
Bachelor of Industrial Engineering Inquiry,Academic,هل في ال UTM تخصص بكلاريوس هندسه صناعيه، افيدونا الله يجزيكم خير..,"اي موجود
Bachelor of (Mechanical-Industrial)","['UTM', 'بكلاريوس', 'هندسة صناعية']",2023-04-15
Requirements for Starting University Studies,Academic,ايش هذا بالضبط في الاوفير ليتر، Prerequisite: : Pass English and Bridging Programme يقصدوا فيها الايلتس او التوفل؟,اظن الأشياء المطلوبه علشان تبدأ في الدراسه هي الانجليزي لازم تكون جايب اما 5.5 في الايلتس او 46 في التوفل.,"['Prerequisite', 'English', 'IELTS', 'TOEFL']",2023-04-17
English Requirement Clarification,Academic,بس الاولى pass English هي الشهادة حق اللغة صح؟ ولا كورس من الجامعة ما فهمت,في معهد من الجامعه اسمه ieb اظن وفي els لازم تسجل في واحد فيهم وتدرس.,"['pass English', 'شهادة اللغة', 'معهد']",2023-04-17
IELTS and University Admission,Academic,بس لو قبلها من الان لين بداية الترم الجاي جبت الايلتس بيروح الشرط؟,ايوه.,"['IELTS', 'شروط القبول', 'الترم الجاي']",2023-04-17
Confirmation of English Language Requirements,Academic,غيروا النظام ورجعوا للنظام الاول ان اذا عديت لفل ١٠٨ تخش الجامعه بدون ايلتس والله اعلم صحيح او لا,الي عنده خبر ومتأكد فيه بالله يكلمنا.,"['نظام', 'مستوى 108', 'بدون ايلتس']",2023-04-18
Bank Account Opening Inquiry,Visa/Immigration,أنا أريد فتح حساب بنكي في RHB بينما فيزتي على المعهد، هل من الممكن فتح الحساب؟,حسب ما اعرف انه ما يمديك تفتح حساب بنكي لو كنت على معهد لكن انصحك تروح utmi وتأخذ منهم الخبر الأكيد لأن القوانين تتغير من وقت لوقت.,"['حساب بنكي', 'رابطة البنوك', 'الفيزا', 'المعهد']",2023-04-19
Visa Inquiry for Academic Enrollment,Visa/Immigration,هل يمكنني الدراسة في المنزل والتسجيل في معهد لمدة شهر واحد فقط؟,لازم تحضر، لأنهم يطلبون الحضور منك فوق ٨٠٪؜ عشان الفيزه والامور ذي.,"['تسجيل', 'معهد', 'الدراسة في المنزل', 'الفيزا']",2023-04-20
Visa Requirements and Language Proficiency,Visa/Immigration,هل يمكنني الحصول على القبول من الجامعة بعد دراسة شهر واحد في المعهد؟,"انت اخترت ELS او IEP؟، generally, لازم تدخل وتدفع وتدرس معهد لين ما يكون معاك مؤهل اللغه المطلوب منك.","['القبول الجامعي', 'معهد', 'IELTS', 'لغة']",2023-04-20
Eid Holiday Schedule,Academic,كم مدة إجازة عيد الفطر في الجامعة؟,الجامعه معك الاسبوع كامل اجازة لانهم سو حركات ون تو وخلو اجازة المد مع اجازة العيد.,"['إجازة', 'عيد الفطر', 'الجامعة']",2023-04-20
Blood Donation and Community Help,Other,أين يُخرج زكاة الفطر للمسافر الذين أهله في بلد آخر؟,عليك أن تخرج الزكاة عنك، وعن أولادك في عمان، والحمد لله؛ لأنهم تبع لك، فعليك أن تخرج زكاة الأولاد والزوجة معك، وإن كان الجميع في مصر، أو في غير مصر، هم تابعون لك، فعليك أن تخرج الزكاة عنهم في محلك.,"['زكاة الفطر', 'مصر', 'أهله', 'بلد آخر']",2023-04-20
Eid Prayer Time at University,Academic,متى بتكون صلاة العيد؟ الي في الجامعه,8:30,"['صلاة العيد', 'الجامعة', 'التوقيت']",2023-04-21
MoneyGram Availability in Malaysia,Other,المهم الMoney gram متوفر في ماليزيا؟ وكيف احصله؟,نعم متوفر. ممكن تستلم من الفرع هذا، تعاملهم كويس 07-244 8651 https://maps.app.goo.gl/2kZbf5dYLtcjjCAdA,"['MoneyGram', 'تسليم', 'ماليزيا']",2023-04-21
Scholarships Available for Studies,Academic,ايش المنح المتوفرة للدراسات في UTM؟,MIS - 1500 رنجت شهريًا و MTCP - 3500 رنجت شهريًا مع التكفل برسوم الدراسة كاملة. الجامعات محددة من قبل المنحتين فقط 24 جامعة منها UTM.,"['منح', 'UTM', 'تقديم']",2023-04-21
Tips for English Language Institutes in Malaysia,Academic,اذا حد حاب يدخل UTM بس ما عنده انجليزي ايش افضل معهد يدخل اذا يريد يدرس اللغة في ماليزيا؟,بصفتي درست في ELEC وجبت الايلتس، اخوي درس في EMS نفس الشيء. المعهد يعتمد على جهدك الذاتي.,"['معهد لغة', 'ماليزيا', 'الإنجليزية']",2023-04-21
Booking Bus Tickets for Eid,Student Life,بكره ابغا اروح كوالالمبور بالباص لازم احجز تيكت من موقع دحين ولا عادي اروح المحطه اخذ وراكب الباص؟,يفضل تحجز مسبق للاحتياط. تطبيق redbus.,"['حجز تذاكر', 'باص', 'كوالالمبور']",2023-04-22
Finding Western Union Branches,Other,فين اقرب فرع ويسترن يونيون؟,شوف اقرب فرع في قوقل ماب و اتصل عليهم الصباح و تأكد.,"['ويسترن يونيون', 'فرع', 'الاتصال']",2023-04-21
Academic Calendar for Upcoming Year,Academic,في طالب أرسل قبل فترة التقويم الأكاديمي للعام القادم، الذي عنده الملف يرسله لي للضرورة,لا يوجد جواب محدد.,"['التقويم الأكاديمي', 'السنة القادمة']",2023-04-22
Academic Calendar Request,Academic,في طالب أرسل قبل فترة التقويم الأكاديمي للعام القادم ، الذي عنده الملف يرسله لي للضرورة,ACADEMIC-CALENDAR-DEGREE-AND-POSTGRADUATE-2023-2024-1.pdf,"['academic calendar', '2023-2024', 'request']",2023-04-22
Bus Tickets from KLIA,Student Life,هل لازم احجز من قبل عبر البرنامج والا عادي اول م اطلع من مطار كوالا اروح لهم والاقي تذاكر كثيره وباصات كثيره,الا يمديك تسوي كذا. البرنامج مريح، واذا ما عندك بنك وتقدر تدفع اونلاين احجز من التطبيق. واذا ما عندك احجز هناك وقلهم اقرب باص وكله مضمون وتلاقي بسرعه.,"['KLIA', 'bus tickets', 'reservation']",2023-04-23
May 1st Holiday,Academic,هل في دوام ١ مايو,نعم الكل. يوم الأثنين القادم إجازة.,"['May 1', 'holiday', 'class schedule']",2023-04-24
Abaya Purchase in KL,Student Life,شباب احد يعرف مكان اشتري فيه لبس الإحرام في KL؟,محطة Masjed Jamek فيه سوق شعبي ورا المحطه كذا,"['KL', 'Abaya', 'shopping']",2023-04-25
Ubuntu Installation Help,Other,حد يعرف شخص او محل يعرف ينزل نظام اوببنتو في جوهور ؟,لو الجهاز حقك كويس تقدر تحمل VMWARE و تشغله طبيعي بدون أي مشاكل. سهل مافي أي تعقيد لو تستخدم ال VMWARE.,"['Ubuntu', 'VMware', 'installation']",2023-04-26
