topic,category,question,answer,keywords,timestamp
Verification Letter Inquiry,Academic,كيف اطلع بالله verification letter؟,جرب ارسل ايميل لـ: admission@utm.my.,"['verification letter', 'admission', 'UTM']",2023-07-01
FYP Survey Distribution,Academic,هل من الممكن تعبئة الفورم والمساعدة في نشره؟,هذا survey محتاجه بال fyp تبعي. بالله ارسله بجروبكم تبع الجاردن وسويه...وخلي الشباب ينشروه بين طلاب UTM.,"['FYP', 'survey', 'data collection']",2023-07-01
Transit Issues for Yemenis,Visa/Immigration,هل في اي مشاكل لليمنيين اذا اخذو transit في الشارقة او الامارات بشكل عام في طريق السعودية؟,لا مافي أي مشكلة شريطة ما يتغير المطار أو يتغير الطيران. Self transfer مرفوض.,"['transit', 'Yemen', 'UAE']",2023-07-02
Visa Renewal Inquiry,Visa/Immigration,هل حيكون في مشكلة في المطار اذا رجعت ماليزيا والفيزة باقيلها أقل من شهر على الانتهاء؟,لا، بس يفضل تقدم ع تجديد فيزا حتى لو انت برا ماليزيا.,"['visa', 'renewal', 'Malaysia']",2023-07-06
Tourist Visa for Malaysia,Visa/Immigration,اللي يبي يجي ماليزيا سياحه يدخلوه بفيزه من المطار؟ ولا لازم اجرائات قبلها؟,يجي طبيعي ويعطوه سبيشال باس 90 يوم. ممكن يجهز حجز ذهاب وعودة وكمان حجز فندقي احتياطاً اذا سألوه.,"['tourist visa', 'Malaysia', 'arrival procedures']",2023-07-09
University Specialization Inquiry,Academic,هل يوجد بالجامعه تخصص هندسة طاقة او طاقة متجددة للبكالوريوس؟,في UTM لا يوجد تحديدًا لكن موجود في جامعة UNITEN. التخصص هو Bachelor of Electrical Power Engineering (Hons).,"['specialization', 'University', 'energy engineering']",2023-07-04
Course Registration and Fees,Academic,هل لو قد سويت ال course registration اقدر اسحب الرسوم كامله؟,لو قد سويت ال course registration اعتقد تقدر فقط تسحب تقريبا نص الرسوم لا اكثر لكن لو دفعت من دون ما تسوي course registration اعتقد تقدر تسحبها كلها.,"['course registration', 'fees', 'refund']",2023-07-11
Visa Application Process,Visa/Immigration,هل اقدر اسوي الابلكيشن وأسافر بعدين أرجع أسلم الجواز قبل الانتهاء؟,انت تقدر بس ما ننصحك. مش مضمون لما ترجع انه الامجريشن يخليك تدخل طبيعي.,"['visa application', 'travel', 'immigration']",2023-07-12
Visa Renewal Process,Visa/Immigration,كيف ممكن اجدد فيزتي وأنا في السعودية؟,حاول توقّت لها بحيث تسلّم جوازك قبل تاريخ الانتهاء باسبوعين او ثلاثه.,"['visa renewal', 'Saudi Arabia', 'travel']",2023-07-14
Similarity Allowed in FYP Report,Academic,كم ال similarity المسموح فيها ريبورت ال 1 FYP؟,الجواب هو 40% لكلية الكهرباء، بينما لكلية الكمبيوتر 20%.,"['FYP', 'similarity', 'report']",2023-07-15
Course Registration Deadline,Academic,هل الغو التسجيل الي بيكون قبل الدراسه بيومين؟,طلاب الذين لم يسجلوا عندهم فرصة لتسجيل المواد بدون غرامة في 17-18 يوليو 2023.,"['course registration', 'deadline', 'university']",2023-07-16
Master's Program Course Codes,Academic,هل ممكن احد يرسل لي أي 3 مواد من ماستر هندسة الكهرباء مع الأكواد على الخاص؟,لا توجد إجابة مباشرة مذكورة.,"[""master's program"", 'course codes', 'electrical engineering']",2023-07-18
Master's Programs in Electrical Engineering,Academic,هل ممكن احد يرسل لي اي ٣ مواد من ماستر هندسة الكهرباء مع الاكواد على الخاص؟,لا يوجد رد على هذا السؤال.,"['ماستر', 'هندسة الكهرباء', 'مواد', 'أكواد']",2023-07-18
Vacation Announcement,Other,يا جماعة اليوم اجازة رسمية ؟,ايوه اجازة.,"['اجازة', 'رسمية']",2023-07-19
Admission Requirement Confusion,Academic,انا مقدم على bachelor of computer science (computer network and security) ولكن هم طالبين مني رسمة لغرفة وخطاب سبب التقديم بكالريوس هندسة معمارية. لماذا؟,غالباً خطأ فني.,"['بكالريوس', 'هندسة معمارية', 'خطاب تقديم']",2023-07-19
Visa Renewal Process,Visa/Immigration,هل سأواجه مشكلة في تجديد الفيزا بسبب أني موقف قيد؟,لا، طبيعي ان شاء الله لكن ارفق رسالة الوقف مع اوراق التجديد.,"['فيزا', 'تجديد', 'وقف قيد']",2023-07-24
International Office Closure,Academic,أحد عنده خبر ليش الانترناشيونال مغلقين اليوم؟ ومتى بيفتحون؟,السبب غير معروف.,"['مكتب دولي', 'مغلق']",2023-07-23
Training Credit,Academic,اذا ماقدرت انزل الشورت سمستر (الانترن) في وقت التسجيل بسبب الاوتستنادنق. وراح علي التسجيل، هل التدريب مايحسب لي؟,نعم للاسف، التدريب يعتبر مادة مثل اي مادة اذا ما نزلتها ما بتحتسب لك.,"['تدريب', 'تسجيل', 'سمستر']",2023-07-21
Eliminating Online Submission Issues,Visa/Immigration,ليش تحتاج Explanation Letter انت؟,الفيزا تنتهي في ١٧/١٠، عادي قدّم اونلاين اذا يسمح لك النظام.,"['فيزا', 'تقديم', 'Explanation Letter']",2023-07-24
University Technology Email,Academic,ممكن إيميل معهد ELS؟,info@els.edu.my,"['معهد ELS', 'إيميل']",2023-07-22
