topic,category,question,answer,keywords,timestamp
Voter Registration Extension,Student Life,What is the new deadline for voter registration due to the weather conditions?,تسجيل الناخبين تم تمديد إلى الساعة 5:45.,"['voter registration', 'extension', 'UTM', 'weather conditions']",2023-12-01
Student Union Elections,Student Life,What was the response to the new elected Student Union members?,مبروك للفايزين وحظ اوفر للجميع ، نتمنى لهم توفيقًا في مسؤوليتهم.,"['Student Union', 'elections', 'UTM', 'congratulations']",2023-12-01
Required Documents for Maybank Account,Academic,What documents are required to open a Maybank account?,"You need your housing contract, passport, matriculation certificate, and a letter from the university.","['Maybank', 'account opening', 'documents', 'student']",2023-12-01
Visa Renewal Inquiry,Visa/Immigration,"If I renew my visa one month before graduation, how long does it last?",ما تقدر تجدد اذا تخرجت. إذا حابب تجلس، قدم على فيزة السفارة وكنسل فيزتك في UTM باستخدام رسالة من السفارة.,"['visa renewal', 'graduation', 'UTM', 'immigration']",2023-12-04
Visa Fee Inquiry,Visa/Immigration,How much will be deducted from me if I use my visa for a payment?,فيما يتعلّق بالفيزا، لا يأخذون فلوس إلا سعر الصرف، إذا عندك حالة معينة اتصل على البنك.,"['visa', 'payment fee', 'bank', 'RHB']",2023-12-05
Opening a Second Bank Account,Visa/Immigration,لو طلبت من الجامعة افتح حساب بنكي ثاني راح يوافقو؟,نعم عادي. تفتح في بنك اخر.,"['حساب بنكي', 'الجامعة', 'فيزا']",2023-12-06
Living Expenses and Financial Management in Malaysia,Student Life,ايش افضل فرع افتح فيه حساب Maybank؟,اقرب واحد لك.,"['حساب بنكي', 'Maybank', 'فرع']",2023-12-08
Visa and Residency Issues,Visa/Immigration,يخوان بسألكم عن خروج و العودة حق السعودية ، سمعت في تجديد عن طريق اون لاين؟ هل الكلام صحيح ولا؟,طبعا الناس كلها تمدد الخروج و العوده اونلاين عن طريق ابشر.,"['خروج وعودة', 'تجديد', 'سعودية']",2023-12-07
Dental Insurance Coverage,Academic,هل التأمين يشمل تقويم الأسنان و عملية تصحيح النظر ام لا؟,التأمين لا يشمل الأسنان، والعيون. بس في حالات الطوارئ بس ينفعك التأمين.,"['تأمين', 'تقويم الأسنان', 'تصحيح النظر']",2023-12-07
Obtaining a Bank Statement,Other,يخوان احد يعرف كيف اطلع كشف حسابي البنكي؟,مافي غير تروح البنك تطلبها منهم.,"['كشف حساب', 'بنك', 'طلب']",2023-12-09
Visa Application Process,Visa/Immigration,هل فيه إمكانية إن السفارة ترسل لك الجواز عن طريق احدى شركات التوصيل بدون الحاجة إلى الذهاب إلى مقر السفارة نفسه؟,إذا أحد قد جرب أو عنده علم ياليت يفيدنا.,"['سفارة', 'جواز', 'شركات التوصيل']",2023-12-11
Payment for University Fees,Academic,هل أقدر أسدد رسوم الجامعة عن طريق ecommerce؟,ممكن من utm smart.,"['رسوم الجامعة', 'ecommerce', 'سداد']",2023-12-15
Finding Dental Clinics,Student Life,احد يعرف عياده اسنان كويسة ورخيصة من تجربة قريب الجامعة؟,أسعارها مناسبة وممتازين.,"['عيادة أسنان', 'قريب الجامعة', 'رخيصة']",2023-12-10
Student Assistance,Student Life,هل فيه طلاب جدد احتاجوا مساعدة و احد طلب منهم مبالغ ؟,اذا كانت مشكلة و تحتاج حل جاهزين نحلها باذن الله.,"['طلاب جدد', 'مساعدة', 'مبالغ']",2023-12-13
Bank Account Issues,Student Life,كم يوم قعدوا عشان يطلعو لك الورقة من البنك؟,اقل من اسبوع.,"['البنك', 'الورقة', 'مدة الانتظار']",2023-12-13
Accommodation for PhD Student,Student Life,في صاحبي عراقي طالب دكتوراة محترم يبحث عن غرفة لمدة شهرين بيوصل يوم ١٨ هذا الشهر احد عنده غرفة او يعرف شخص عنده غرفة؟,بالله يكلمني خاص وشكرا.,"['غرفة', 'إقامة', 'طالب دكتوراة']",2023-12-10
University Payment Methods,Academic,هل أقدر أسدد رسوم الجامعة عن طريق ecommerce؟,ممكن من utm smart أو من ال utm portal.,"['رسوم الجامعة', 'ecommerce', 'utm smart', 'utm portal']",2023-12-15
Final Exam Schedule Request,Academic,ممكن احد يرسل جدول النهائي تبع بريدينق أو جدول الدراسة؟,تلقى جدول نهائي بريدينق في المستند المرفق.,"['جدول النهائي', 'بريدينق', 'الدراسة']",2023-12-15
University Break Duration,Academic,كم مدة الاجازة الصيفية؟,شهرين و أسبوع أو أسبوعين. أما الشتوية فمدتها شهر وشوي.,"['اجازة', 'صيفية', 'شتوية']",2023-12-17
Health Insurance Procedure,Other,لما عيادة الجامعه تحولك على مستشفى حكومي ايش الاجراءات هناك؟ والدفع؟,إذا رحت أي مستشفى حكومي أو خاص، التأمين ضروري. لازم تأخذ رسالة ضمان من العيادة وتأخذها معك لمستشفى السلطانة. بعد فترة العلاج، عليك جمع الفواتير وتقديمها للعيادة لتقديم طلب استرداد.,"['التأمين', 'مستشفى حكومي', 'إجراءات', 'دفع']",2023-12-19
Visa Query,Visa/Immigration,السيفتي باس هل هو مهم؟,نعم، مهم جداً راح تُسأل عنه وقت تحضير اللابات.,"['السيفتي باس', 'مهم', 'تحضير اللابات']",2023-12-19
Email Contacts for University,Academic,ممكن احد يرسل ايميل البندهاري و utmi؟,Bendahari-ukp@utm.my و iscjb@utm.my.,"['البريد', 'بندهاري', 'UTM']",2023-12-18
Laptop Repair Services,Other,حد يعرف مكان كويس يصلح لابتوبات؟,AC Affordable Computer & Services. رقمهم 07-520 1976.,"['تصليح لابتوبات', 'خدمات', 'AC Affordable']",2023-12-16
Review Classes for Test 2,Academic,What is the schedule for the review classes for Test 2?,"There will be a review class for Mathematics (Integration) on Friday, 22/12/2023 at 10:00 AM at the UTM Library.","['review classes', 'Test 2', 'Mathematics', 'UTM', 'Integration']",2023-12-22
English Language Institutes in KL,Other,"Can anyone provide feedback about the English language institutes Bright, Stratford, and Sheffield in KL?","If you have experience studying at these institutes or know someone who is currently studying there, please share your insights.","['English language', 'institutes', 'KL', 'Bright', 'Stratford', 'Sheffield']",2023-12-21
Withdrawing Money from ATMs,Student Life,Can I withdraw more than 1500 from Al Rajhi ATM at once?,"You can withdraw 3000 from Maybank ATMs using the Al Rajhi card, but there will be transaction fees.","['withdraw', 'ATM', 'Al Rajhi', 'Maybank', 'fees']",2023-12-22
Foundation Course Requirements,Academic,Is the Foundation Course mandatory for students transferring from other universities?,It depends on the university's requirements; it's best to ask the university directly.,"['Foundation Course', 'mandatory', 'transfer', 'university']",2023-12-24
Resitting Foundation Subjects,Academic,"If I fail one subject, do I have to retake all Foundation subjects?","Yes, if you fail one subject, you will need to retake all subjects in the Foundation Course.","['resit', 'Foundation', 'subjects', 'fail']",2023-12-24
