topic,category,question,answer,keywords,timestamp
Issuing New Matric Card,Student Life,كيف اطلع ماتريك كارد جديده؟,لم يتم توفير إجابة محددة.,"['matric card', 'student services']",2023-08-02
Verification Letter Status,Academic,يا شباب احد عنده فكره وش status verification letter ؟,لم يتم توفير إجابة محددة.,"['verification letter', 'status']",2023-08-03
Bank Transfer Duration,Student Life,اذا واحد حول لي لرقم حسابي مبلغ معين من اليمن أو عمان تصل فورا أو خلال كم؟,الحوالات البنكية من خارج ماليزيا الى ماليزيا تاخذ وقت أسبوعين الى 5 أسابيع.,"['bank transfer', 'time duration']",2023-08-03
Visa Renewal Application,Visa/Immigration,كيف اسوي معامله جديده للفيزا عن طريق موقعهم اونلاين؟,"موقع الجامعة للطلاب الحاليين اللي عندهم فيز فقط (للتجديد فقط) وإذا بتقدم ابلكيشن جديد ""لطالب جديد"" تقدم عن طريق EMGS.","['visa renewal', 'application', 'online']",2023-08-03
Academic Calendar Inquiry,Academic,ممكن التقويم الجامعي الجديد؟,تم توفير رابط إلى التقويم الجامعي.,['academic calendar'],2023-08-04
Changing Bank Account Information,Student Life,هل فيه رسيت pdf لمن احول من RHB الى بنك ثاني؟,"الرسيت يجب أن يكون صورة، وإذا من التطبيق, إذا أونلاين اتوقع يكون pdf.","['bank transfer', 'receipt']",2023-08-06
Student Email Contacts,Other,ممكن احد يرسل ايميل utmspace؟,corporate@utmspace.edu.my,"['email', 'UTM']",2023-08-06
Criminal Record Procedure,Other,كيف الواحد يطلع سجل جنائي؟,لم يتم توفير إجابة محددة.,"['criminal record', 'procedure']",2023-08-05
Understanding Visa Processing,Visa/Immigration,قدمت الملفات كامل حق تجديد الفيزا، من وين اتابع التقدم حق الفيزا؟,من موقع EMGS.,"['visa application', 'tracking']",2023-08-07
Confirmation of Semester Start Date,Academic,هل اول يوم السمستر الجاي حيكون 8 من اكتوبر في جوهور؟,نعم.,['semester start date'],2023-08-05
Free Online Courses Promotion,Academic,What free courses are being offered temporarily?,The following courses are being offered temporarily for free: 1. The Ultimate C++ Beginner Course. 2. The Ultimate C++ Advanced Course. 3. HTML and CSS: Introduction to Web Development & Coding. 4. Fast Python Programming For Absolute Beginners SQL in Python. 5. Introduction To Encryption (Cybersecurity). Links provided in the messages.,"['free courses', 'C++', 'Python', 'web development', 'encryption', 'cybersecurity']",2023-08-07
EMGS Application Status Inquiry,Visa/Immigration,Does an application status at EMGS reaching 100% mean that the passport is ready for collection?,"You might need to wait for the university to send you an email regarding the passport, as it could be ready but not yet arrived at the university.","['EMGS', 'passport', 'application status']",2023-08-09
Bridging Course Examination,Academic,Are there any tests available for students to bypass the Bridging Course instead of studying the full semester?,"Yes, an exam option is available for students who have been enrolled for a year or more. You can check with your colleagues for more details.","['Bridging Course', 'exam', 'bypass']",2023-08-12
International Office Accessibility,Academic,Is the International Office open today?,"No, the International Office is not open today.","['International Office', 'open', 'today']",2023-08-12
Vehicle Sale Procedures,Other,What are the procedures for selling a car in Malaysia?,"You need to conduct a PUSPAKOM inspection, have the original ownership document, and both the seller's and buyer's original passports along with a copy of the data page. Then, go to the JPJ to transfer ownership.","['sell car', 'Malaysia', 'PUSPAKOM', 'JPJ']",2023-08-13
Power of Attorney for Car Sale,Other,Can I authorize someone else to hand over my car documents if I'm outside Malaysia?,"Yes, you can go to the consulate in Jeddah or the embassy in Riyadh to issue a power of attorney to someone in Malaysia. Then send the original authorization document to them.","['power of attorney', 'car sale', 'consulate']",2023-08-13
Understanding MRZ Code,Other,ايش يعني MRZ Code,اسم صاحب هذا الجواز يكتب كما هو ظاهر في الMRZ Code بهذي الطريقة: FELLMAN JOSEPH PEREGRINE GRENVILLE,"['MRZ Code', 'جواز السفر']",2023-08-14
Visa Transfer Processing Time,Visa/Immigration,معاملة نقل الفيزه من جواز قديم إلى الجواز الجديد كم تأخذ تقريبا ؟,اخذت معاي بحدود اسبوعين,"['نقل الفيزا', 'الجواز القديم', 'الجواز الجديد']",2023-08-16
