topic,category,question,answer,keywords,timestamp
Car Rental Recommendations,Student Life,هل من يعرف مكاتب تأجير سيارات بأسعار جيدة؟,هذه حرمه اجرت منها مره كانت اسعارها حلوه بس مدري ليش ماعاد عندها,"['تأجير سيارات', 'أسعار', 'مكاتب']",2023-03-01
Checking Grades with Outstanding Fees,Academic,هل هناك طريقة لرؤية درجاتي إذا علي رسوم وحسابي مسكر؟,أظن مافيه الا تسأل الدكتور,"['درجات', 'رسوم', 'حساب مغلق']",2023-03-01
Request for Study Plan for Visa Renewal,Visa/Immigration,كيف أستخرج study plan لتجديد الفيزة؟,كلم روهاني وتسويها لك طلبوها مني الامجريشن لما جددت الجواز,"['study plan', 'تجديد الفيزة', 'روهاني']",2023-03-01
Availability of Academic Offices,Academic,هل بكره بتكون المكاتب الأكاديمية مفتوحة حق الكليات؟,غالباً فاتحين,"['المكاتب الأكاديمية', 'فتح', 'كليات']",2023-03-05
Support for Yemeni Community Members with Cancer,Other,كيف يمكن توفير الدعم لأبناء الجالية المصابين بالسرطان؟,نسأل الله تعالى أن يمن على كل مريض بالشفاء و الصحة و العافية و ان لا تروا شراً و لا مكروهًا في أنفسكم أو في عزيز عليكم.,"['دعم', 'سرطان', 'جالية يمنية']",2023-03-01
IELTS Exam Comparisons,Academic,وش الأسهل في السعودية والا ماليزيا في اختبار IELTS؟,بالنسبة ليا كلها نفس الشي . لو انت جاهز و واثق من نفسك م بيفرق معاك شي.,"['IELTS', 'اختبار', 'ماليزيا', 'السعودية']",2023-03-07
Medical Facility Recommendations in Johor,Student Life,أحد يعرف مستشفى كويسه في علاج الأمراض الجلدية هنا في جوهور؟,"Poliklinik Chu, 6, Jalan Kebudayaan 1, Taman Universiti, 81300 Skudai, Johor, 07-521 3188","['مستشفى', 'طب جلدية', 'جوهور']",2023-03-06
Career Fair Announcement,Other,متى يقام معرض توظيف Talentbank؟,يقام المعرض بتاريخ 4 و 5 مارس 2023، من الساعة 10 صباحاً حتى 6 مساءً.,"['معرض توظيف', 'Talentbank', 'فرص عمل']",2023-03-01
Language Institutes in Johor,Student Life,هل في معاهد للغة الإنجليزية في جوهور؟,معهد ELS ومعاهد الBritish Council بس ما انصح فيها.,"['معاهد لغة إنجليزية', 'جوهور', 'ELS', 'British Council']",2023-03-07
Exam Preparation,Academic,كم جبت في السعوديه وكم في ماليزيا؟,هههههههههههه م يفرق و الله انت جهز نفسك للاختبار و باذن الله تجيب الدرجة المطلوبة.,"['exam', 'preparation', 'success']",2023-03-07
Visa Cancellation Process,Visa/Immigration,هل ممكن باي طريقه شخص يلغي فيزته عن بعد؟,تواصل مع ال ISC. لكن المعلومة اللي عندي حاليا لازم تتواجد في ماليزيا.,"['visa', 'cancellation', 'ISC']",2023-03-08
Visa Cancellation Follow-Up,Visa/Immigration,هل يجب التأكد من تسجيل إلغاء الفيزا بعد استلام الشخص لل personal bond؟,بالتأكيد، يجب عليك التأكد من ان الجامعة مسجله الفيزا حقي مكنسله لمن استلم البرسونال بوند.,"['visa', 'personal bond', 'confirmation']",2023-03-08
Course Registration,Academic,ما موعد فتح التسجيل للمواد مرة ثانية؟,هذه المعلومات غير متوفرة.,"['course registration', 'academic calendar']",2023-03-08
Transportation from Kuala Lumpur Airport,Student Life,هل فيه تاكسي أو Grab يوصلني من مطار كوالا إلى جهور؟,فيه بس بتدفع قيمة تذكرتك. آخر مره سالت قالي ٤٥٩.,"['transportation', 'Kuala Lumpur', 'airport']",2023-03-08
Bus Service Information,Student Life,ما هي الطريقة المثلى للوصول من مطار كوالا إلى جهور؟,خذ باص من المطار الى المحطة الرئيسية للباصات في كوالا اسمها TBS وبسعر ١٢ رينجت.,"['bus service', 'Kuala Lumpur', 'Johor']",2023-03-08
Matriculation Query,Academic,الماترك الجديد متى نستلمه؟,رح عندك يوم تسجيل تروح تستلم فيه ملف فيه الجدول واسم الاكاديمك ادفايزور.,"['matriculation', 'academic advisor', 'registration']",2023-03-09
Course Registration Dates,Academic,حد عارف متى حينفتح الcourse registration مرة ثانية؟,اللي ما سجلوا قبل راح يفتح معهم تاريخ 16/17، واللي أسساً سجلوا بعض المواد راح يتم لهم التعديل والتسجيل من أول أسبوع دراسي تاريخ 19.,"['course registration', 'dates', 'academic calendar']",2023-03-09
Foundation Course Fees,Academic,كم رسوم الفاونديشن؟,ككورس 4500 تقريباً.. مع كل مبالغ الرسوم يطلع حدود 15000.,"['foundation course', 'fees', 'tuition']",2023-03-10
New Passport Issuance Process,Visa/Immigration,بالنسبة لاستصدار جواز جديد ماهي الطريقة للتواصل مع السفارة ، وكم تكلفة الجواز الجديد؟ وأيضًا ماهي آلية نقل الفيزا للجواز الجديد وكم تستغرق كل عملية؟,تواصل مع السفارة وبيشرحون لك كل شي ... فيمكن أن يأخذ الجواز حوالي أسبوع ولكن ممكن يصدر أسرع.,"['passport issuance', 'embassy contact', 'visa transfer', 'fees']",2023-03-10
Confirmation Letter Process,Academic,أحد يعرف كيف اجيب confirmation letter؟,تدخل على MyUTM وتروح لملفك وتحصل خيار Academic verification.,"['confirmation letter', 'MyUTM', 'academic verification']",2023-03-11
Personal Bond Refund Process,Visa/Immigration,كيف استرجاع البرسنل باوند؟,تعبى فورم و تختمو من الكلية و الانترناشونال و تسلمو للبندهاري.,"['personal bond', 'refund process', 'form']",2023-03-14
Semester Start Date,Academic,السمستر يبدا يوم كم؟,السمستر يبدأ في 19/3.,"['semester start date', 'academic calendar']",2023-03-14
