topic,category,question,answer,keywords,timestamp
Visa Renewal Requirements,Visa/Immigration,"احتاج مساعده بخصوص تجديد الفيزة،، انا رفعت كل الاوراق في الموقع لكن عندي مشكله مع المتطلبات رقم 3, 6, 8، اعتقد المفروض اني اخذها من حسابي في موقع الجامعه لكن انا لسى ادرس في معهد ELS مابديت في التحضيري او التخصص فماهي موجود عندي... ايش لازم ارفع بدالها",لازم ترفع الاوراق المطلوبة، واذا متطلبات غير موجودة حاول تتواصل مع المكتب المعني في الجامعة.,"['تجديد الفيزة', 'متطلبات', 'ELS']",2023-02-02
Final Exam Protocol for Medical Certificates,Academic,شباب لو ما حضرت فاينل و عندك Mc اش الإجراءات؟,كلم دكتور المادة لكن في احتمال أن الإعادة تتاخر إذا كنت مسافر.,"['فاينل', 'MC', 'إجراءات']",2023-02-08
International Office Contact Hours,Visa/Immigration,الم international office متى يقفل؟؟؟ وكمان إذا قالو لي سوى sumbit للجواز.. هل في شي أخذه معي ولا بس الجواز.,دوام طوال الاسبوع لغاية 4:30، الخميس يسكروا 12، ولا تحتاج تأخذ شيء غير الجواز.,"['international office', 'جواز السفر', 'ساعات العمل']",2023-02-08
Job Vacancy Announcement,Other,مطلوب مهندس موقع لشركة Pembinaan Sejati Perkasa Sdn Bhd، ما هي المؤهلات المطلوبة؟,المؤهلات المطلوبة: هندسة مدنية أو ذات صلة. خريجين جدد مرحب بهم. يمكنكم إرسال السيرة الذاتية إلى nur@psp-sb.com.my.,"['وظيفة', 'مهندس موقع', 'sejati']",2023-02-09
Graduate Programs and Scholarships,Academic,ما هي تفاصيل برنامج Graduate Assistantship في جامعة بتروناس؟,البرنامج مفتوح للطلاب المحليين والدوليين في تخصصات مختلفة. يتطلب الحصول على درجة ذات صلة (CGPA = 3.25/4.0) ويغطي الرسوم الدراسية. للتقديم، يرجى إرسال السيرة الذاتية والشهادات إلى nadira.nordin@utp.edu.my قبل 28 فبراير 2023.,"['ماجستير', 'دكتوراه', 'منحة']",2023-02-09
Personal Bond Refund Process,Academic,هل في شي مطلوب لاستلام personal bond غير الثلاث الفورمات؟,مكتوب تحت في الاوراق.,"['personal bond', 'refund', 'form requirements']",2023-02-12
Google Workspace Storage Quota Application,Academic,كيف اقدر اقدم على زيادة سعة التخزين في Google Workspace للطلاب المتخرجين؟,"Students need to email the application using their respective official email (username@graduate.utm.my) to digitalcare@utm.my, with the subject: Application for Google Workspace’s additional storage quota – UTM Final Year Student/Postgraduate Student.","['Google Workspace', 'storage quota', 'application']",2023-02-14
Authorization Form for Personal Bond,Academic,هل هذه هي ال authorization form و لا قديمه؟,هذا لو بتخلي احد يستلم بدالك. اذا ما خاب ظني.,"['authorization form', 'personal bond']",2023-02-09
Travel Agent Contact,Other,ممكن رقم ايجنت جيجابت؟,رقم غير موجود في الحوار.,"['travel agent', 'contact number']",2023-02-10
Nomination for College Responsibility in YSAG,Student Life,ما هي المهمة لمسوؤل الكلية في YSAG؟,تيسير النشاط الاكاديمي للطالب و المواظبة على تأدية مسؤوليات YSAG.,"['YSAG', 'college responsibility', 'nomination']",2023-02-15
Bank Recommendations for Opening an Account,Other,ايش تنصحوا ايش احلى بنك بخدماته؟,عندك بنك Mybank و RHB. Mybank فروعه كثير هو الأفضل في رأيي.,"['bank', 'account opening', 'recommendation']",2023-02-13
Contact for Painting Services,Other,أحد يعرف أو معه رقم أحد يدهن بويه؟,رقم غير موجود في الحوار.,"['painting services', 'contact number']",2023-02-14
Visa Renewal Process Inquiry,Visa/Immigration,ممكن رابط الموقع الي تقدم فيه على تجديد الفيزه,Utm portal .. campus life .. international apps,"['visa renewal', 'UTM portal', 'international apps']",2023-02-15
Changing Major after Foundation,Academic,هل يمكن تغيير التخصص بعد الفاونديشن فالجامعه؟,لازم تكنسل الفيزة,"['changing major', 'foundation', 'visa cancellation']",2023-02-16
English Proficiency Test Options,Academic,حد اختبر اختبار الجامعه؟,هو مو اختبار الجامعه، هو انك تدخل الجامعة تحضر عندهم الايلتس لمدة سمستر وبعدين تروح تختبره بالشكل العادي.,"['IELTS', 'university exam', 'English proficiency']",2023-02-17
Verification Letter Request Process,Academic,كيف اجيب ورقه اثبات اني طالب؟,تقدر تطلبها عبر الموقع تخش ع البروفايل تبعك وتطلبها.,"['verification letter', 'student status', 'request process']",2023-02-20
