topic,category,question,answer,keywords,timestamp
Final Exam Preparation for Control Modeling,Academic,احد عنده فاينل كنترول مودلينج ٢٠٢١-٢٠٢٢ مع الحل لو ماعليكم امر,,"['final exam', 'control modeling', '2021-2022', 'solutions']",2024-01-01
Software Engineering Book Request,Academic,شباب حد عندو كتاب software eng ضروري,,"['software engineering', 'book', 'request']",2024-01-06
Professor's Email Inquiry,Academic,في حد عنده إيميل الدكتور Herman ؟,herman@utm.my,"['professor', 'email', 'Herman']",2024-01-06
University Directory Information,Academic,السلام عليكم من عنده ايميل هذا الدكتور Mohd Ridzuan bin Ahmad (Assoc. Prof Ir. Dr. ),https://www.utm.my/directory/ اكتب اسمه هنا وبتلاقيه واي دكتور ثاني تبحث عليه بتلاقي هنا كل البيانات حقه,"['university directory', 'professor', 'email', 'Mohd Ridzuan bin Ahmad']",2024-01-08
4-Digit 7-Segment Display Request,Academic,شباب الي معاه 4 digit 7 segment يتواصل معاي ضروري,بتلاقيه في محل topone انا اخذت منه من قبل زي هاذي بس ضاع عليا تقريبا مش عارف وينه وسعره رخيص كمان ما يتعدى ١٠ رنجت,"['4-digit 7-segment', 'display', 'request']",2024-01-08
Discontinuation of University General Courses,Academic,,"Dear students, We would like to inform you that the University will discontinue the following general courses starting from Semester 2, Session 2024/2025: UHMT1012/UHAK1012 - Graduate Success Attributes, UHIT2302/UICL2302 - Science and Technology Thinking, UKQT3001/UKQE3001 - ExCEL, UBSS1032/UHAK1032 - Introduction to Entrepreneurship, Uxxx2xx2 - University General Elective Course. The discontinuation affects students from the intake sessions 2017/2018, 2018/2019, 2019/2020, 2020/2021, 2021/2022, and 2022/2023 (Diploma graduates only for the session intake 2022/2023). We kindly request you to complete the provided form to identify students who have not yet taken the relevant general courses. Dateline until 31st January 2024. Your cooperation in this matter is highly appreciated.","['university', 'general courses', 'discontinuation', '2024/2025']",2024-01-10
ATmega32 Microcontroller Request,Academic,اذا احد عنه atmega32 احتاجها لمدة يومين بس وجزاكم الله خير,,"['ATmega32', 'microcontroller', 'request']",2024-01-12
Numerical Final Exam Request,Academic,شباب حد معاه امتحان فاينل بتاع numerical 22 23 سيمستر 1,لا يابرو واحد رسلي بخصوص مواد الماث اسئل ال local معهم الحلول.,"['numerical', 'final exam', '2022-2023', 'semester 1']",2024-01-14
Engineering Management Report Request,Academic,احد عنده ريبورت لمادة engineering management على موضوع lakes automotive,,"['engineering management', 'report', 'lakes automotive']",2024-01-17
Flame Sensor Request,Academic,اللي معاه flame sensor نفس هذا بالله يتواصل معي ضروري,,"['flame sensor', 'request']",2024-01-21
MATH1 Book Request,Academic,بالله الذي عنده كتاب MATH1 سوفت كوبي يرسلي هو لو ماعليكم امر,https://drive.google.com/file/d/1twhe2tz9Wusq_j81-sQJwuGJo7uS0Kba/view?usp=drivesdk,"['MATH1', 'book', 'soft copy', 'request']",2024-01-25
Numerical Videos Request,Academic,شباب حد عندو فيديوهات لnumerical غير dr Wan,,"['numerical', 'videos', 'request']",2024-01-27
Microprocessor Revision Session,Academic,,📍لطلاب الهندسة الكهربائية📍 تعلن YSAG في الاتحاد اليمني و اللجنة الاكاديمية في الاتحاد السوداني في جامعة UTM تنظيم دروس تقوية لمراجعة الاختبار النهائي . 📚 المادة: Microprocessor 👨🏼‍🏫 المحاضر: لبيب الصياد 📅 التاريخ: الخميس ، 01/02/2024 ( *أونلاين* ) ⏱الوقت: الخامسة مساء 🔗المنصة: Zoom رابط التسجيل: https://chat.whatsapp.com/F7u4InTwvwvBE1XfVIONBv YSAG ISS-YEMEN& ISS-SUDAN UTM,"['microprocessor', 'revision', 'YSAG', 'UTM', 'online']",2024-01-30
