topic,category,question,answer,keywords,timestamp
Contact Information for Professors,Academic,شباب احد معاه رقم الدكتور mohamed amir bin shamsudin,Dr Mohammed Amir.vcf (file attached),"['contact', 'professor', 'mohamed amir bin shamsudin']",2024-01-04
Course Code Inquiry,Academic,يا شباب ارسلولي كود انجليش ١,ULHB1112,"['course code', 'english', 'ULHB1112']",2024-01-04
Contact Information for Professors,Academic,شباب حد معاه رقم الدكتور محمد شكري عبدالمناف؟,Dr. Mohamad Shukri.vcf (file attached),"['contact', 'professor', 'mohamed shukri']",2024-01-04
Course Schedule Inquiry,Academic,في اي وقت بالضبط ينتهي الاونلاين ويبدأ الحضوري؟,الاسبوع السادس حضوري بعد ١٩ ابريل,"['course schedule', 'online', 'onsite', 'april 19']",2024-01-04
Deadline Inquiry,Academic,الديدلاين حق الامندمنت المواد المفروض يكون ٤ الشهر كيف قفلوه اليوم؟؟؟؟,الانولاين قفلو اليوم الظهر مفتوح تبع الدرايف خذ التواقيع ونزلها في الدرايف وهم بيغيرو لك,"['deadline', 'amendment', 'online', 'drive']",2024-01-04
Contact Information for Professors,Academic,السلام عليكم، حد معه رقم ال director تبع ال mechatronics?,Dr. Zuraimy Coordinator Of internship.vcf (file attached),"['contact', 'professor', 'mechatronics', 'director']",2024-01-04
Professor Evaluation,Academic,كيف الدكتور دا يا شباب statistics,كويس بس لا تغيب وتخلي احد يوقع لك. تصحيح حلو,"['professor evaluation', 'statistics', 'attendance']",2024-01-04
Course Material Inquiry,Academic,يا شباب احد معاه مصادر كتب او شروحات عن circuit Analaysis يشرح أسئلة معقدة زي حق التستات,Fundamental of electrical circuit. كتاب فيه امثله كثير. موجود في مكتبة الاتحاد. تحصله معتبرك فاهم الأساسيات، راجعها كويس و في مقاطع دكتور اسمه محمد سلطان انصحك فيه جدًا. حل اسئلة كثير في المادة خصوصًا تستات ما تضيع وقتك في اسئلة كتب وكذا لان بعضها تكون صعبة بزيادة اصلا او سهلة زيادة فا خليك متعود على مستوى التستات حق المادة الي يختبروك فيها في UTM و ركز على الكونسبت.,"['course material', 'circuit analysis', 'test preparation', 'books']",2024-01-15
Professor Contact Information,Academic,حد عنده رقم الدوكتورة Hazlina Selamat؟,Prof. Dr Hazlina Selamat.vcf (file attached),"['contact', 'professor', 'hazlina selamat']",2024-01-09
Professor Evaluation,Academic,DR. MUHAMMAD AL-FARABI BIN BAHARUDIN كيف الدكتور دا من ناحيه الشرح والتصحيح,الشرح لك عليه عادي جدا ومن ناحية الدرجات يعطيك حقك وبالنسبة للحضور بسيط جدا عنده فورم نفسه طول السمستر عموما الدكتور مش ممتاز بس انه مقبول عموما,"['professor evaluation', 'muhammad al-farabi', 'teaching style']",2024-01-15
Course Material Inquiry,Academic,حد عنده شرح مادة modern control theory?,غالبا ما راح تحصل، بس ذاكر التشابترز و البريفيس و أمورك في السليم إن شاء الله,"['course material', 'modern control theory', 'study tips']",2024-01-21
Professor Contact Information,Academic,عذرا هل في أحد عنده رقم DR HAZLINA BINTI SELAMAT,Mrs. Hazlina Selamat.vcf (file attached),"['contact', 'professor', 'hazlina selamat']",2024-01-22
Test Material Inquiry,Academic,احد معاه TEST1 لمادة Communication principles للسمستر الماضي؟,فاينل مع الحل,"['test material', 'communication principles', 'past semester']",2024-01-23
Test Material Inquiry,Academic,في واحد عنده تيست ون لمادة الميكانيكس؟,https://drive.google.com/drive/folders/1qDGmVz1nx7Jso5HwqekoDk4gz0svY1Pe https://drive.google.com/drive/folders/1Sy87A_hQicZ-7sg9of6WRV6zlZCYXnFL,"['test material', 'mechanics', 'past test']",2024-01-24
Test Material Inquiry,Academic,حد معاه test 1 لمادة ال differential equation يا شباب؟,https://drive.google.com/drive/folders/1qDGmVz1nx7Jso5HwqekoDk4gz0svY1Pe https://drive.google.com/drive/folders/1Sy87A_hQicZ-7sg9of6WRV6zlZCYXnFL,"['test material', 'differential equation', 'past test']",2024-01-24
Differential Equation Test 1 Inquiry,Academic,حد معاه test 1 لمادة ال differential equation يا شباب؟,,"['differential equation', 'test 1']",2024-04-24
Engineering Management Test Tips Inquiry,Academic,ياشباب اللي منزل Engineering management ممكن تفيدونا اذا في تيبيس للتست بكره,,"['engineering management', 'test tips']",2024-04-29
Software Download Inquiry,Academic,يا هل معاها موقع توفر التطبيقات زي Autocad او soildworks بشكل مجاني واحد يعرف يحملها او لا بالله لو حد عارف يفيدني,هذي التطبيقات تقدر تحصل منها نسخ طلابيه عبر موقع الجامعه,"['Autocad', 'Solidworks', 'student version', 'university website']",2024-04-29
Contact Information for Professor,Academic,Prof. Madya Ir. Ts. Dr. Nasrul Humaimi Bin Mahmood احد معاه ايميل او رقم هذا الدكتور,019-701 3268,"['Prof. Nasrul Humaimi', 'contact information', 'email', 'phone number']",2024-04-29
Faculty PIC List for TCM Issues,Student Life,,"This is the list of PIC for each of the faculties for TCM ONLY:

FKE -  @Jujurahman (Ms Zulaikha) & @nrlsuhdh (Ms Suhadah)
FC - @athirahsyazana ( Ms Athirah)
FABU,FKA,FM,FS,FTIR,MJIIT,SPACE @yamuna_1812  (Ms Yamuna)
SP - @Missfunkygirl (Ms Ayu)
FKT - @zuhayraz  (Mr Zuhayr) 
FKM - @aliazahrul (Ms Alia) & @Nblhuda  ( Ms Huda)

Please contact your PIC of your own faculty to inform any issue regarding TCM so that we can help you efficiently.","['TCM', 'faculty PIC', 'contact', 'student issues']",2024-04-24
