topic,category,question,answer,keywords,timestamp
Career Fair Experience,Academic,شباب هذا المعرض عملوه العام الماضي ، الي حضره يفيدنا بتجاربكم لو في فرص للطلبة الانترناشونال كي لا يضيع وقتنا وجهدنا بارك الله فيكم,عادي تروح وجهز تبعك ال CV و بيكون اغلب الشركات عندهم QR وتقدم وانت وحظك,"['معرض', 'فرص', 'طلبة انترناشونال', 'CV']",2024-06-02
Workshop on IoT and Robotics,Academic,[🤖 Internet of Things Robotics with Blynk and TinkerKit 🤖],"Join us for an immersive workshop on the exciting intersection of IoT and robotics, utilizing Blynk and TinkerKit. This hands-on session is designed to empower you with practical skills and knowledge in the field of IoT robotics. Led by Ir. Ts. Dr. Fauzan Khairi Che Harun, Advisor of Google Developers Student Clubs UTM, this workshop will provide you with a deep dive into IoT-enabled robotics, offering insights into real-world applications and innovations. Register here: https://forms.gle/Zh8nRvSTj6S26xBV9","['IoT', 'robotics', 'workshop', 'Blynk', 'TinkerKit']",2024-06-03
Course Information Request,Academic,شباب احصل معكم course information تبع مادة electronic devices و مادة digital ؟,<Media omitted>,"['course information', 'electronic devices', 'digital']",2024-06-03
FYP Supervisor Recommendation,Academic,شباب حد يعرف احسن الدكاترة الي فمجال الكنترول عشان اخد fyp معاهم؟,عندك دكتور محمد فؤاد، دكتور عديلة، دكتور هزلينة,"['FYP', 'supervisor', 'control', 'دكتور محمد فؤاد']",2024-06-08
Seminar Schedule Request,Academic,ممكن جدول ال seminar حق fyp1 تبع الإلكترونكس اذا عندكم,https://fyp.fke.utm.my/students-list-seminar,"['seminar', 'FYP1', 'electronics']",2024-06-15
Course Registration Inquiry,Academic,في مادة سنة أولى اسمها introduction to scientific programming... المادة دي ما أخذتها وانا حاليا سنة 4، لما جيت اشوفها لقيت الاسم الجديد scientific programming بس... هل ما زلت اقدر اسجلها ولا ايه الحل؟,لازم تأخذها و بالنسبة لتغيير اسم أو كود المادة على طول كلم الدايركتور تبع قسمك و هو بيضبط وضعك. رقم دايركتور قسم الميكاترونيكس: +60 16-718 1140,"['course registration', 'scientific programming', 'director']",2024-06-15
FYP Supervisor Experience,Academic,"هل في حد اخد FYP مع الدكاترة دول قبل كدة؟ Dr Mohd Saiful Azimi Mahmud, Dr Khairul Hamima Abas, Dr Mohd Ridzuan Ahmad, Dr Mohamed Amir Shamsudin, Dr Herman Wahid","Dr. Mohd Saiful كويس في Robotics and Mechatronics systems, Dr. Khairul Hamima في Signal processing, Dr. Mohd Ridzuan Ahmed في Robotics, Artificial Intelligence & Microfluidics, Dr. Herman wahid في Control. و كلهم كويسين فالطالب يختار المجال تبعه ثم يختار الدكتور الأفضل في المجال.","['FYP', 'supervisor', 'Robotics', 'Signal processing', 'Control']",2024-06-16
Course Registration for Digital Image Processing,Academic,Registration for SEEL4363-02 Digital Image Processing,https://docs.google.com/spreadsheets/d/1EPYdm9-yI6p-mv78TwFUZfrM1IJDvAKxx5ui3rp4pT0/edit#gid=0,"['course registration', 'Digital Image Processing']",2024-06-16
Final Exam Dress Code,Academic,What are the dress code requirements for the final exams at UTM?,"According to the FKE Final Examination Briefing to all invigilators, you are strongly advised to follow the UTM dress code for all your final exam papers to ensure that you do not face any problem entering the exam hall. Other than the attire, you shall have: 1. No ear piercing/ear rings for boys, 2. To wear proper shoes unless the hall requires you to take off shoes, 3. No dyed hair, 4. Make sure your hair is neat.","['final exam', 'dress code', 'UTM', 'FKE', 'invigilators']",2024-06-27
Instrumentation Lab Location,Academic,Where is Dr. Mohamed Shukri's office for the Instrumentation course?,"Dr. Mohamed Shukri does not have an office; you can find him in the Instrumentation lab, P02, fourth floor.","['Instrumentation', 'Dr. Mohamed Shukri', 'lab', 'P02', 'fourth floor']",2024-06-28
LabView Software Experience,Academic,Does anyone have experience using LabView software for the Instrumentation course?,"The question was asked, but no answer was provided in the chat.","['LabView', 'Instrumentation', 'software']",2024-06-29
Electrical Faculty Contact Information,Academic,Does anyone have the contact number for the Electrical Faculty office?,You can find the contact information in the group description.,"['Electrical Faculty', 'contact number', 'office']",2024-06-28
