topic,category,question,answer,keywords,timestamp
Circuit Analysis Solution Verification,Academic,هل في خطأ؟,حلك النهائي صح ✅ ارسم السيركت بشكل أوضح عشان يكون الحل مرتب أكثر,"['circuit', 'solution', 'verification']",2024-01-11
Mathematics Test Solutions,Academic,يا شباب احد عنده حلول اخر تستات ماث الي هي ٢٠٢٢ وفوق,https://drive.google.com/file/d/1DoOJZAPUlu9PUSzu8ZPFlLQ9JibnOnlH,"['math', 'test', 'solutions']",2024-02-11
Trigonometric Equation Explanation,Academic,كيف p=q,"لأن المعادلة عندك : Sin^-1(x)=cot^-1(3x) و افترضنا أن : sin^-1(x)=p و cot^-1(3x)=q Thus, p=q","['trigonometry', 'equation', 'explanation']",2024-02-11
University Group for General Discussions,Student Life,شباب سمستر ١ ادخلو هذا قروب واسالو بعض و ساعدو بعض.,هذا قروب هذا مش قروب ماث او سيركت😅. الغرض للاسالة العامة و عن دكاترة و ما الى ذلك من مناقشات، غير ذلك يعتبر شي جانبي و يسبب زحمة ف القروب. و احنا ان شاء الله بنساعدكم و بنسوي لكم مراجعات قبل الامتحانات والخ من الـYSAG، لكن اتمنى تفهمو وجهة النظر و فلسفة القروب هذا لاي غرض، و شكرًا.,"['university', 'group', 'discussions']",2024-02-11
Professor Contact Information,Academic,حد اتعامل مع الدكتوره دي Dr. Raehan Mustafa,ماخذ معها integrity,"['professor', 'contact', 'information']",2024-03-11
System Modeling Resources,Academic,شباب حد عندو شرح سيستم مودلنج كويس؟,System modeling 1- شرح دكتور في الجامعه https://youtube.com/playlist?list=PLcZMrRTnDDzZRk-gxYPOMyvR8EHHqsA9d 2- شرح عربي من اليوتيوب https://youtube.com/playlist?list=PL6FPxL5CnQeW-lEQYwCA6vVOOjTg36-5V,"['system modeling', 'resources', 'youtube']",2024-10-11
Lab Safety Pass Requirement,Academic,وش يصير اذا ما حضرت؟,ولا شي بس مارح يمنحوا لك تصريح مطلق لدخول المعامل مثل ماتفضل الاخ محمود,"['lab', 'safety pass', 'requirement']",2024-12-11
Professor Contact Information,Academic,ممكن رقم الدكتور هذا Zaharuddin bin Mohamed (Prof. Ts. Dr.),Prof. Dr Zaharuddin Mohamed.vcf (file attached),"['professor', 'contact', 'information']",2024-13-11
Course Registration Slip,Student Life,من وين اجيب الregestrasion slip,Utm portal Profile slip Course registration slip,"['course', 'registration', 'slip']",2024-24-11
Class Schedule Inquiry,Academic,بكرة في إجازة يا شباب؟,"For affected students, lecturer can do online class.. No holiday..😄","['class schedule', 'online class', 'holiday']",2024-11-30
Class Schedule Inquiry,Academic,بكره دوام ولا اونلاين؟,مزح دوام,"['class schedule', 'online class', 'attendance']",2024-11-30
