topic,category,question,answer,keywords,timestamp
Math 1 Past Exams Request,Academic,ممكن اختبارات ماث ١ القديمه,https://drive.google.com/drive/folders/1-AWsI8Z4Uz9pQCpapLzlDsIlV4kHzn2U,"['Math 1', 'past exams', 'test 2']",2024-01-12
Final Exam Draft Inquiry,Academic,هل draft الفاينل طلعت؟,راح تِنرسل لك كل الDrafts Progress على الإيميل الجامعي أول ما تطلع One-By-One,"['final exam', 'draft', 'progress']",2024-01-08
Verification Letter Request,Visa/Immigration,هل في ايميل معين او شخص معين اقدر اتواصل معاه عشان اخذ verification letter من الكليه بشكل مستعجل، لان فيزتي بتنتهى وقدمت من utm portal وخاف انهم يتاخرو على بال verification letter,انا أحذت معي يوم عشان تطلع,"['verification letter', 'visa', 'UTM portal']",2024-01-08
Math 1 Test 2 Details,Academic,MATH TEST 2,"Date : 22.12.2024 night time
Question 1&2- integration
Question 3&4- improper integration
Question 5-series (submission of R)
Question 6-series (convergence test)
Question 7-series (Mclaurin series)","['Math 1', 'test 2', 'integration', 'series']",2024-01-17
Attendance Policy Inquiry,Academic,ممكن اعرف كم كلاس ممكن تغيب فالفصل قبل ما تاخذ حرمان,20 بالمية من عدد الساعات يعني لو ساعات الكورس ١٠٠ مسموحلك تغيب ٢٠,"['attendance', 'absence', 'policy']",2024-01-11
Digital Logic Study Material,Academic,الي عنده ماده الديجتال ممكن تستفيد بيشرح الدروس ذي,"Digital logic
Number system and codes
Logic gates
Boolean algebra
Combinational logic circuit","['digital logic', 'study material', 'logic gates']",2024-01-13
Final Exam Schedule Inquiry,Academic,الان بتاريخ 17/2 الكل يخلص وتبدأ اجازته ولا ممكن يكون ناس باقي ما خلصت الفاينلات ؟,الكل يخلص,"['final exam', 'schedule', 'vacation']",2024-01-07
Professor Contact Information,Academic,سلام عليكم احد عنده رقم الدكتور Norazmein Bin Abdul Raman (En) ؟,Norazmein.vcf (file attached),"['professor', 'contact', 'Norazmein']",2024-01-10
Attendance Warning Response,Academic,شباب الحين انا غايب ثلاث محاضرات واجاني فيرست ورننق شو لازم اسوي ؟,يعني خلاص لا تغب و إذا ضروري ارسل لدكتورك عذر قوي زي ورقة طبية… إلخ,"['attendance', 'warning', 'medical excuse']",2024-01-11
E-Learning System Issue,Academic,شباب هو الايليرننج خربان ولا انا لوحدي اللي عندي الكلام ده؟,حتى انا بتلاقي السيستم واقع ولا حاجة,"['e-learning', 'system issue', 'UTM']",2024-01-14
Attendance Policy for University Courses,Academic,بالنسبه لكل مواد ال٣ كردت كم محاضره اقدر أغيب فيها؟,5 بالكثير,"['attendance', 'lectures', 'university policy']",2024-12-23
Attendance Policy for University Courses,Academic,أكيد؟,نعم، عشان مجموع الحصص يكون عادة ٢٨ حصة في الترم ولازم تكون حاضر ٨٠٪ اقل شي يعني تقريبا ٢٣ حصة,"['attendance', 'lectures', 'university policy']",2024-12-23
