topic,category,question,answer,keywords,timestamp
Physics and Chemistry Study Resources,Academic,شباب تعرفوا قناة تشرح الفيزياء و الكيمياء كويس,No direct answer provided.,"['physics', 'chemistry', 'study resources']",2025-01-01
Force Direction in Physics,Academic,الحل صح بس انا نسيت هو كيف بعرف الاشارة موجبه او سالبه اذا سويتهم في الجدول,حسب اتجاه القوه اذا كانت فالربع الاول كلها موجبه، الثاني الy موجب و الاكس سالب، الثالث كله سالب، الرابع الاكس موجبه و الواي سالبه,"['force direction', 'sign determination', 'physics']",2025-01-01
Capacitor Configuration,Academic,كيف افرق بين Capacitor in series and parallel,No direct answer provided.,"['capacitor', 'series', 'parallel']",2025-01-01
Math Tutorial Solutions,Academic,بغيت اسأل بس بالنسبة للتوريال ٤ في الماث (test 2 semester 2 2022/2023) هل في احد عنده الحلول لها؟,No direct answer provided.,"['math', 'tutorial', 'solutions']",2025-01-05
Partial Fractions in Math,Academic,في سؤال الpartial fraction كيف حددنا قيمة الx,عوضنا x=1/3 عشان نصفر ال A وال B ونجيب قيمة ال C,"['partial fractions', 'math', 'x value']",2025-01-05
Chemistry Tutorials Request,Academic,شباب اللي عندوا tutorials ل chapter 5-6 chemistry يبعتها لو سمحت,No direct answer provided.,"['chemistry', 'tutorials', 'chapter 5-6']",2025-01-10
Biology Final Review Session,Academic,تعلن YSAG في الاتحاد اليمني في جامعة UTM تنظيم دروس تقوية حضورية لمراجعة FINAL . *📚 المادة: *الأحياء* - *BIOLOGY*,No direct answer provided.,"['biology', 'final review', 'YSAG', 'UTM']",2025-01-17
Chemistry Final Exam Review Session,Academic,Are there any review sessions for the Chemistry final exam?,"YSAG in the Yemeni Union at UTM is organizing in-person review sessions for the Chemistry final exam. The session will be held on Sunday, 19/1/2025, at 9:30 AM in N24 - BS1. The lecturer is Mohannad Al-Sabri. Please join the group to confirm attendance: https://chat.whatsapp.com/Jxy2nCOY8qOIjQHsn6Jg0O.","['Chemistry', 'final exam', 'review session', 'YSAG', 'UTM', 'Mohannad Al-Sabri']",2025-01-18
Math Final Exam Review Session,Academic,Are there any review sessions for the Math final exam?,"YSAG in the Yemeni Union at UTM is organizing in-person review sessions for the Math final exam. The session will be held on Tuesday, 21/1/2025, at 5:00 PM in N24 - BS1. The lecturer is Yousuf Ramadan. Please join the group to confirm attendance: https://chat.whatsapp.com/LUk8yUt8ivyDKDixKwLXem.","['Math', 'final exam', 'review session', 'YSAG', 'UTM', 'Yousuf Ramadan']",2025-01-20
Chemistry Final Exam Test Solving Session,Academic,Are there any sessions for solving Chemistry final exam tests?,"YSAG in the Yemeni Union at UTM is organizing an in-person session for solving Chemistry final exam tests. The session will be held on Thursday, 23/1/2025, at 8:30 AM in N24 - BS1. The lecturer is Mohannad Al-Sabri. Please join the group to confirm attendance: https://chat.whatsapp.com/Jxy2nCOY8qOIjQHsn6Jg0O.","['Chemistry', 'final exam', 'test solving', 'YSAG', 'UTM', 'Mohannad Al-Sabri']",2025-01-22
Electrical Circuit Analysis,Academic,احد يقدر يشرح هذي المسألة؟,مش مهم كيف تحددها، حددها زي ما تبغا لكن ركز بالتعويض والإشارات. لكن إذا حدد لك هو إلتزم باللي حدد لك.,"['circuit analysis', 'current direction', 'KVL']",2025-01-26
Electrical Circuit Analysis,Academic,كيف احدد اشارة الR؟,التيار هنا يدخل للموجب حق المقاومة ويخرج من السالب، يعني حدث انخفاض للفولت الإشارة تكون سالب.,"['resistor', 'voltage drop', 'sign convention']",2025-01-26
Electrical Circuit Analysis,Academic,كدا خلصنا اول loop?,ايوا.,"['loop', 'KVL', 'circuit analysis']",2025-01-26
Electrical Circuit Analysis,Academic,دائما بفترض ان ال loop مع عقارب الساعه؟,ما يفرق الاتجاه. اهم شيء يكون الاتجاه موحد لكل ال loops.,"['loop direction', 'KVL', 'circuit analysis']",2025-01-26
University Contact Information,Student Life,السلام عليكم مين عنده ايميل البندهاري يرسلي اياه لو سمحتم,"bendahari-ukp@utm.my
azliana@utm.my
الاول العام الثاني ممكن تتواصل معاها دايركت.","['Bendahari', 'email', 'UTM']",2025-01-27
Computer Science Program Advice,Academic,رسالة للjuniors المستقبليين الي راح ياخذوا علوم حاسب في الجامعة.,"لا تضيعوا وقتكم وفلوسكم وتدخلوا تفرع Graphics & Multimedia. للأسباب التالية: 
• الغالبية العظمى منه طلاب local، وحضراتهم يرفضوا يقبلوا طالب international يدرس معاهم أو يدخل مجموعتهم.
• شُعَب المواد في هذا التفرع عددها أقل.
• الاختبارات النهائية لموادنا يحطوها غالبًا في آخر أيام شهر الفاينلز.
• مواضيع بحث التخرج الجاهزة أغلبها research، والdevelopment كله عبارة عن مجالات وframeworks أول مرة تسمع فيها.","['computer science', 'Graphics & Multimedia', 'advice', 'international students']",2025-01-29
