topic,category,question,answer,keywords,timestamp
Fundamentals of Programming (FOP) Study Material,Academic,في ماده مضافه معانا السنه ذي فاونديشن Fundmental of programing FOP ما حصلت الماتيريال حقها في مكتبت الوايساج هل في احد عنده المتريال الاختبارات و كذا؟,المادة مازالت جديده توها نزلت السمستر الماضي,"['FOP', 'Fundamental of Programming', 'study material', 'tests']",2023-11-05
Mathematics Exam Preparation,Academic,هل في احد حل المثالين هذي صفحة ٤٣,<Media omitted>,"['mathematics', 'example', 'page 43']",2023-11-09
Mathematics Exam Preparation,Academic,هل في احد حل مثال ٩ او يعرف طريقة الحل,لانه طالب الزاوية حق Z1 و مسجلها في الجواب 168.69- و هذه مافيها نقاش تطلع 45,"['mathematics', 'example 9', 'solution method']",2023-11-11
Mathematics Exam Preparation,Academic,كيف اعرف واعيد التستات الي جايه,course information او الدكتور نفسه بيخبركم,"['tests', 're-exam', 'course information']",2023-11-12
Chemistry Exam Preparation,Academic,ما هي أكثر وحدة تواجه فيها صعوبة ومشاكل في مادة الكيمياء ؟,Chapter 1 ( Moles and Compounds) (14 votes),"['chemistry', 'difficult chapters', 'moles and compounds']",2023-11-16
Mathematics Exam Preparation,Academic,هل راح يكون فيه مراجعه حق complex number,لا وحدة التفاضل فقط لكن لو عندك سؤال في ال complex ، اسألوا هنا . محد بيقصر معاك إن شاء الله,"['complex numbers', 'review session', 'differential calculus']",2023-11-16
Chemistry Exam Preparation,Academic,كيف حل هذه المساله,تقريبا المسألة فيها خطأ,"['chemistry', 'problem solving', 'error in textbook']",2023-11-17
Complex Numbers Problem Solving,Academic,عوض مكان z^2 بـ x + yi وفك مربعهم بتطلع لك ارقام حقيقية وارقام تخيلية وحل منها,عوض مكان z^2 بـ x + yi وفك مربعهم بتطلع لك ارقام حقيقية وارقام تخيلية وحل منها,"['complex numbers', 'z^2', 'x + yi', 'real numbers', 'imaginary numbers']",2023-11-18
Complex Numbers Problem Solving,Academic,كيف حل ذي,في الكتاب خطأ,"['complex numbers', 'problem solving', 'book error']",2023-11-23
Complex Numbers Problem Solving,Academic,من وين جات ال2x وين راحت ال11x,قسمنا على X+3,"['complex numbers', 'division', 'X+3']",2023-11-23
Complex Numbers Problem Solving,Academic,كيف اقسم,قسمة عادية,"['complex numbers', 'division']",2023-11-23
Complex Numbers Problem Solving,Academic,5÷3 كيف صارت 2,هذي طرح مو قسمة انت تضرب فوق بعدين تطرح تحت,"['complex numbers', 'division', 'subtraction']",2023-11-23
Complex Numbers Problem Solving,Academic,احضر الفيديو دا وامورك حتظبط ان شاء الله,https://youtu.be/8NIUGpG72kM?si=lDZcTX5-BH7_Hhrv,"['complex numbers', 'video tutorial']",2023-11-23
Complex Numbers Problem Solving,Academic,هذا,هذي بعد ما سويت قسمة مطولة وأستفدت من ال ( x+3),"['complex numbers', 'long division', 'x+3']",2023-11-23
Complex Numbers Problem Solving,Academic,من وين جت؟,هذا جواب b اللي وصلت له .,"['complex numbers', 'problem solving', 'b']",2023-11-23
Complex Numbers Problem Solving,Academic,فهمتها؟,اي الحمدلله,"['complex numbers', 'understanding']",2023-11-23
Exam Preparation and Study Resources,Academic,شباب ممكن لينك الجروب ؟,https://chat.whatsapp.com/HyU0wt2Np772evX1tgVfNK,"['group link', 'study group']",2023-11-23
Exam Preparation and Study Resources,Academic,شباب احد حل المثالين هذي؟,أبشر أنا حليتة وقت ما تحتاجة تواصل معاي,"['examples', 'solutions', 'study help']",2023-11-25
Exam Preparation and Study Resources,Academic,مستوى صعوبة الاسئله مختلفه عن السلايدات ، ولكن نفس المواضيع الي في المنهج.,حاول تتدرب على المواضيع بحل اسئله مستواها صعب عشان اذا واجهت اسئلة صعبه في الفاينل تعرف تجاوب.,"['exam difficulty', 'practice questions', 'final exam']",2023-11-25
Exam Results Inquiry,Academic,شباب متى يعطونا درجات الاختبارات ؟,على حسب كل دكتور بس غالبا اسبوع او اسبوعين من الاختبار وبرضو يعتمد على الدكتور نفسه,"['exam results', 'grades', 'timing']",2023-11-26
Exam Preparation and Study Resources,Academic,أستأذنكوا ي شباب ممكن تبعتولي كل ماهو أسئله لأن محتوي الاسئله معايا قليل ممكن تبعتوها علي الخاص أو هنا,ممكن تدخل على مكتبه ال ysag فيها اختبارات كثيره,"['practice questions', 'study resources', 'exam preparation']",2023-11-29
Exam Preparation and Study Resources,Academic,المشكله إني قاعد في مصر حاليا وجاي ماليزيا إن شاء الله في شهر 2 فأنا مش عارف أجيب الاسئله,https://drive.google.com/drive/folders/1kv8bCvHo_J0-eFpjl6YKSOTW0ff1-7Yl,"['study materials', 'Google Drive', 'exam preparation']",2023-11-29
