topic,category,question,answer,keywords,timestamp
Material Science Study Resources,Academic,السلام عليكم.. شباب احد عنده record كامله لل Material science تبع حبيبه؟؟,وعليكم السلام ورحمة الله https://drive.google.com/drive/folders/1Ng6ViXC_sP6OnVEWSpJDl_IymVqFeUPZ,"['Material Science', 'record', 'study resources']",2023-06-03
Library Resources Sharing,Academic,السلام عليكم ، ي شباب حد عنده مكتبة غير اليمنيه و المصريه ؟,https://drive.google.com/drive/folders/17eQXcCPT1A_HAK3c8wR6jBdSA9gv_dBA?usp=sharing,"['library', 'resources', 'Yemeni', 'Egyptian']",2023-06-04
Lecture Material Issues,Academic,المحاظرات ناقصة وفي بعضهم مكررين😅,شوف هذه القناه ان شاء الله تفيدك https://www.youtube.com/watch?v=VQHRLZ5Id_A&list=PL08ef9eJxtJbPSvBBsrXA6djln0gsWqll&ab_channel=%D8%A7%D9%84%D9%85%D9%82%D8%B1%D8%B1%D8%A7%D8%AA%D8%A7%D9%84%D9%85%D9%81%D8%AA%D9%88%D8%AD%D8%A9-OpenCourses,"['lectures', 'missing', 'repeated', 'YouTube']",2023-06-04
Engineering Course Codes,Academic,بالله حد يقلي معنى الرموز ذي Semi Semb Semm Semh Semp Semt Semv,SEMB: Materials SEMM: pure SEMP: Manufacturing الباقي الله اعلم 😅,"['engineering', 'course codes', 'SEMB', 'SEMM', 'SEMP']",2023-06-05
Solid Mechanics Assistance,Academic,اخواننا في ال biomedical عندهم مشكله في ماده ال solid ومحتاجين احد من عندنا فاهم الماده يوضح لهم الامور شويه.,مواضيع قليله جدا تقريباً شبتر وبتكون : Axial load Torsional load Bending load,"['Solid Mechanics', 'Biomedical', 'Axial load', 'Torsional load', 'Bending load']",2023-06-07
Internship Fees,Student Life,شباب كم رسوم سمستر٣ حق الانترن اللي تدفعها للجامعه؟,اعتقد ٩٠٠,"['internship', 'fees', 'semester 3']",2023-06-08
Internship Opportunities,Student Life,"We're looking for an internship student with a background in mechanical or chemical engineering for our company, EES Consultants in Eco Palladium, Johor Bahru.","If there is anyone interested, they can email me their CV, internship date, duration & current location. Thank you. -- Best Regards, Syahirah Nadiah Abd Rahman Energy Engineer +60 16 987 6499 EES Consultants B-03-27 Eco Palladium Johor Bahru Malaysia +607 361 3189 www.eesconsultants.com","['internship', 'mechanical engineering', 'chemical engineering', 'EES Consultants']",2023-06-08
Internship Registration Inquiry,Academic,هل في شي نسجله قبل ما ناخد التدريب؟؟,الي اذكره لا بعد الفورم الي توقعه من الشركه حق القبول اعتقد الكليه تسجلك,"['internship', 'registration', 'training']",2023-06-13
Course Registration for Semester 1 Session 2023/24,Academic,"Salam semua….maaf mengganggu ketenangan malam Jumaat yang mulia.... Untuk makluman semua, pendaftaran kursus untuk Semester 1 Sesi 2023/24 akan bermula pada 18 Jun 2023 dan berakhir pada 29 Jun 2023. Mohon pastikan semua pelajar di bawah Penasihatan Akademik membuat pendaftaran.","This registration is MANDATORY REGISTRATION not pre-registration. Starting from the last two semesters, there is actually no more pre-registration. In the first week of lectures of Semester 1 Session 2023/24 Special Registration is allowed. But this is for students with isolated cases such as debt, suspended studies, postponing studies etc.","['course registration', 'Semester 1', '2023/24', 'mandatory']",2023-06-15
Final Examination Timetable Inquiry,Academic,يا شباب متى ينزل الدرافت الثالث لجدول الاختبارات؟,للامانه مافيه وقت محدد😅 انت و حظك مع الكليه بس باذن الله في الاسبوعين الجايه,"['final examination', 'timetable', 'draft']",2023-06-17
