topic,category,question,answer,keywords,timestamp
Exam Schedule Inquiry,Academic,السلام عليكم، يا شباب جدول الاختبارات عادةً ينزل قبل وقتها بشهر ولا كم,هو ينزل مره واحده لجميع التستات حسب كليتنا لو تلاحظ في نفس الملف تست 1 & 1.2 & 2 بس في مرات يتعدل الجدول,"['exam schedule', 'test 1', 'test 2']",2023-01-05
Final Exam Schedule Inquiry,Academic,اقصد حق الفاينل 😅,غالباً قبل الفاينلات باسبوع,"['final exam', 'schedule']",2023-01-05
Study Resources for Engineering Courses,Academic,في حال ما حصلتوا احد يعمل تقويه هذول روابط شرح اليوتيوب. جمعناه زمان مع السناير. فيه اكثر من دكتور لكل ماده. اختاروا الي يعجبكم.,"Dynamics: ابراهيم عكه, احمد زكي, Jeff Hanson
Fluid 1: DR HASBULLA UTM (ENGLISH), DR BIDDLE (ENGLISH), DR MOHAMMED (ARABIC)
Fluid 2: DR HASBULLA UTM (ENGLISH), DR BIDDLE (ENGLISH)
Applied thermodynamics: Dr mohammed (arabic), Professor david miller (english)
Solid 2: JEFF HANSON (ENGLISH)
Engineering Deciphered
Less Boring Lectures","['study resources', 'engineering', 'YouTube lectures']",2023-01-05
Safety Boots for Graduation Project,Student Life,من عنده safety boots حجم ٤١ اول ٤٢,ضروري على شان مشروعي التخرج😅 حتى لو ٤٣,"['safety boots', 'graduation project']",2023-02-05
ECS Oral Examination Information,Academic,ATTENTION FOR ECS CANDIDATES📢📢📢...!!! Attached is the list for the ECS oral examination group. Please contact your group members before the exam is conducted.,"Please make sure all student completed your pre-requisite activities as soon as possible and for your information, ECS Writing and Oral examination will be conducted by online. Any problem regarding UTM Myline website,login or pre-requisite please contact UTM Myline ecspsc@utm.my or eHelp Desk","['ECS', 'oral examination', 'online']",2023-02-05
FYP 1 and 2 Briefing,Academic,FYP 1 AND 2 BRIEFING 2022/2023 SEMESTER 2 BY PROF. DR. SYAHRULLAIL BIN SAMION,"DATE: 9TH MAY 2023 (TUESDAY)
TIME: 2.30PM
VENUE: DK7, N24
ATTENDANCE IS COMPULSORY FOR ALL STUDENT FYP 1 AND 2","['FYP', 'briefing', 'attendance']",2023-05-08
Online Lecture Schedule,Academic,Surat Pelaksanaan Kuliah Secara Dalam Talian (Online) 18 hingga 21 Mei 2023 - Pensyarah FKM.pdf,"Assalamualaikum Wr. Wbt. YBrs. Prof. Associate Dr/Dr/Sister.. ONLINE LECTURE ON 18 TO 21 MAY 2023 With respect allow me to refer to the above 2. Be informed that the Faculty of Mechanical Engineering will hold an Open Day 2023 on the 20 and 21 May 2023. The location of the activity that will be involved is at Block C23, C24 and C25, FKM 3. Accordingly, the FKM management determines that lectures on Level 1 & Level 5, Block C23 and Level 2, Block C25 must be conducted online on 18 May 2023 (Thursday) until 21 May 2023 (Sunday). Attached herewith is a list of lecture rooms that are implemented online. The cooperation of YBrs. Prof. Associate Dr/Dr/Sister is requested to take appropriate action. All the cooperation given by YBrs. Prof. Associate Dr/Dr/Brother, thank you very much.","['online lecture', 'FKM', 'Open Day']",2023-05-16
Course Information Request,Academic,"شباب محتاج الcourse information لكورس الapplied numerical و ايضا الHeat transfere ضروري, وشكرا",اذا تريد الدرجات هذا حق الهيت. بس قبل سنه 😅 و النيوميركل Test1 25% Test 2 25% Project 1 20% Project 20% Assignments 10% اذا تريد حاجه ثانيه غير الدرجات. للامانه ما عندي الملف نفسه😅,"['course information', 'applied numerical', 'heat transfer']",2023-05-17
Material Science Previous Exam Papers,Academic,الي اخذ ماده الماتيريال السمستر الماضي يرسل لي البريفيوس في الخاص😅 او حتى هنا,انا اخذتها الترم الماضي بس للأسف دورت مالقيت الا تست 2 والفاينل معي 😅,"['material science', 'previous exam', 'test 2', 'final exam']",2023-05-17
Applied Numerical Methods Exam,Academic,Applied Numerical Methods,@601161667848,"['applied numerical methods', 'exam']",2023-05-17
Engineering Management and Safety Exam,Academic,بريفيوس لماده الsafety,"Test 1, Engineering management and safety- SEMI 4833 👆🏼","['engineering management', 'safety', 'exam', 'test 1']",2023-05-28
Facility Design Exam,Academic,طيب ماعندك للفاسيليتي ديزاين 🥺🥺🥹,Facility design test 1 👆🏼,"['facility design', 'exam', 'test 1']",2023-05-29
Final Examination Timetable,Academic,FKM - Final Examination Timetable (1st Draft).pdf,طلاب اول سمستر انتبهوا ترى هذا اول درافت يعني لسى مش الجدول النهائي فيه احتمال يغيروا غالي يبغي يحجز تذكره طيران ينتظر شوي,"['final examination', 'timetable', 'draft']",2023-05-30
Graduation Requirements,Academic,"For final semester students, you need to do the following matters:","1. Please ensure your Professional Skills Certificate (PSC) is completed. It is one of the requirement to graduate. 2. Please ensure your details in the MyUTM, especially your personal telephone number and e-mail are updated and latest. Your Senate letter will be emailed to you. 3. Please fill up the google form provided for the Academic Office of Faculty of Mechanical Engineering. The Academic Office want to have a list of students will be graduating this semester. Link: https://forms.gle/f4NYSGSrwEm93MwMA","['graduation', 'professional skills certificate', 'MyUTM', 'senate letter']",2023-05-30
Mechanics of Machines & Vibration Course,Academic,Course_ SEMM2223-40 MEKANIK MESIN & GETARAN (MECHANICS OF MACHINES & VIBRATION).pdf,Course_ SEMM2223-40 MEKANIK MESIN & GETARAN (MECHANICS OF MACHINES & VIBRATION).pdf • 1 page document omitted,"['mechanics of machines', 'vibration', 'course']",2023-06-02
