topic,category,question,answer,keywords,timestamp
Mechanics of Machines and Vibrations Exam Review,Academic,هل هناك مراجعة لمادة Mechanics of Machines and Vibrations لأمتحان Test1؟,نعم، هناك مراجعة لمادة Mechanics of Machines and Vibrations لأمتحان Test1. ستكون المراجعة عبر الإنترنت لمدة ثلاثة أيام: 5/11 (الأحد) من 9-11 مساءً، 6/11 (الاثنين) من 9-11 مساءً، و7/11 (الثلاثاء) من 9-11 مساءً. رابط جروب الواتس للمراجعة: https://chat.whatsapp.com/DeN5zNFh0WGCIvT428WwZZ,"['mechanics of machines', 'vibrations', 'exam review', 'test1', 'online']",2023-11-04
Deflection of Propped Cantilever Beam Report,Academic,بحصل احد اخذ لاب1 في Solids وعنده هذا الReport؟ Deflection of Propped Cantilever Beam,في المكتبه موجود,"['solids', 'lab1', 'deflection', 'propped cantilever beam', 'report']",2023-11-08
Electrical Technology Previs Solution,Academic,معليش حدا عندو حل لبريفيس Electrical technology,حملت الان حل واحد ل برفيس في المكتبه ممكن تحصله،، للأسف الوحيد الي حصلته... في طريقه ثانيه ممكن تنسخ السؤال في chegg وبعدين تحط في الرابط في موقع برسله الان: https://homeworkify.st/mirror-1/,"['electrical technology', 'previs', 'solution', 'chegg']",2023-11-11
Applied Thermo and Heat Transfer Videos,Academic,احد عنده فيديوهات لمادة applied thermo and heat transfer?,https://youtube.com/playlist?list=PLpJCAh-VaxEv6SV940RvBzzLZ5zJjbvWW&si=Z7Yi6aKKhQWOJ7Gf هنا نفس أول شابتر عندك الي هو steam cycle. ومعك هذا دكتور زولقرنين يشرح ثيرمو بس فيه دروس مشتركه منها اول شابتر عندك: https://youtu.be/cBQetPAGga8?si=VKsX8COhApqMZxli,"['applied thermo', 'heat transfer', 'videos', 'steam cycle']",2023-11-11
Control Engineering Test1 Explanation,Academic,بالله اذا احد قادر انه يشرح ماده ال control engineering ل test1 اونلاين يتواصل معي.,,"['control engineering', 'test1', 'explanation', 'online']",2023-11-13
Experimental Method Course Inquiry,Academic,معليش مين اخد مادة experimental method قبل هيك ؟,الكل ماخذها في السمستر الاول,"['experimental method', 'course', 'semester']",2023-11-17
Withdrawal Deadline Inquiry,Academic,شباب عارفين متى اخر موعد لل withdraw ??,اتذكر السمستر الماضي قبل تست١ او بعده فالفتره هذي😬,"['withdrawal', 'deadline', 'test1']",2023-11-18
UTM PSC ECS Course Inquiry,Academic,شباب ecs حد اختبرها؟ مادة ال UTM PSC,قصدك ال myline؟,"['ecs', 'utm psc', 'myline']",2023-11-18
Instrumentation Test1 Questions,Academic,شباب اللي اختبروا مواد الفتره ذي، صوروا الاساله عشان المسؤولين يرفعوها فالمكتبه.,أيوه يعطيك العافيه لسى كنت بتكلم في الموضوع هذا،،، إذا أمكن تصورو اي تست عندكم عشان نرفعها للمكتبة...,"['instrumentation', 'test1', 'questions', 'library']",2023-11-20
Personal Bond Form Update,Visa/Immigration,السلام عليكم ي اخوان، نبي احد يرسل اخر اصدار او تحديث للفورم الي تعبيه عشان ال personal bond,"first.pdf • 1 page document omitted, CamScanner 03-19-2023 13.16.pdf • 1 page document omitted","['personal bond', 'form', 'update']",2023-11-29
