topic,category,question,answer,keywords,timestamp
Important Courses for Graduation,Academic,هذي المواد مهمه ماتتخرج لين تاخذها,UTM PSC,"['graduation', 'important courses', 'UTM PSC']",2023-04-04
Meeting Announcement,Academic,وينها؟؟؟ او قصدك بيكون في meeting وهي تذكرها؟؟,الميتنق اليوم الظهر على حسابهم في فيسبوك الموضح فالصوره,"['meeting', 'Facebook', 'UTM PSC']",2023-04-04
Course Registration,Academic,التسجيل يفتح بكره,التسجيل يفتح بكره,"['registration', 'courses', 'UTM PSC']",2023-04-04
Static Course Explanation,Academic,السلام عليكم، ي شباب ايش افضل قناة تشرح Static,وعليكم السلام بتحصلهم في المكتبه هم ثلاثه Jeff Hanson احمد زكي و ابراهيم عكه كلهم كويسين,"['Static', 'Jeff Hanson', 'Ahmed Zaki', 'Ibrahim Akka']",2023-04-05
Machine Component Design Book,Academic,شباب حد معاه كتاب الcomponent pdf,Fundamentals of Machine Component Design.pdf • 929 pages document omitted,"['Machine Component Design', 'PDF', 'book']",2023-04-05
Applied Thermodynamics Explanation,Academic,السلام عليكم ، ي شباب حد عنده شرح لمادة applied thermodynamics خصوصا الشابتر الاول ؟,Contact card omitted,"['Applied Thermodynamics', 'explanation', 'chapter 1']",2023-04-05
Academic Office Contact,Academic,اذا يمدي واحد يرسلي ايميل او رقم واتس لل academic office,Contact card omitted,"['academic office', 'contact', 'email', 'WhatsApp']",2023-04-06
Manufacturing Process Course,Academic,السلام عليكم شباب بالله اذا في أي أحد اخذ ماده ال manufacturing process السمستر إلى ماضي؟؟,وعليكم السلام ورحمة الله ايش تحتاج؟,"['Manufacturing Process', 'course', 'past semester']",2023-04-08
Study Plan for Visa Renewal,Visa/Immigration,template list subject did you not taken (Sample).docx • 1 page document omitted,عبي الفورم ذا وارسله للايميل skm-ug@utm.my وقلهم طبعا ان ذا study plan عشان تحديد الفيزا وكذا,"['study plan', 'visa renewal', 'template', 'email']",2023-04-13
Exam Schedule,Academic,Jadual Ujian 2022 2023 - 02 - 3.pdf • 5 pages document omitted,كل عام وانتوا بخير جدول العيد♥️,"['exam schedule', 'Jadual Ujian', '2022-2023']",2023-04-14
Portal Login Issue,Academic,شباب عندكم مشكله في utm portal آو انا الوحيد؟؟ يقلي invalid ID or password???,جربت ادخل الأن طلعت لي نفس مشكلتك,"['UTM portal', 'login issue', 'invalid ID', 'password']",2023-04-24
ECS Quizzes Deadline,Academic,للي ما خلص الكويزات حقت ال ECS او يعتقد انه خلص وشاك يتاكد من الرابط ضروري اخر فرصة اليوم.,http://myline.utm.my/ecs-sem2_2022_2023/,"['ECS', 'quizzes', 'deadline', 'link']",2023-04-29
Engineering Mathematics 1 Review,Academic,تسر اللجنه الأكاديمية للإتحاد المصري🇪🇬🇪🇬 الإعلان عن مراجعة لماده *Engineering Mathematics 1* مع البشمهندس خالد خليل,📅التاريخ: 30April 2023 ⏱️الوقت: 2pm-5pm المكان: P19A BT-6 جروب التواصل: https://chat.whatsapp.com/Js9KOdu90hPFTLk9KznnhC,"['Engineering Mathematics 1', 'review', 'Khaled Khalil', 'WhatsApp group']",2023-04-30
Mechanical Engineering Subjects Review,Academic,كيف حالكم شباب الميكانيك ،، طبعاً عارفين ان الاختبارات قربت وفي بعض الطلاب واجهت مشاكل في بعض المواد,ف جزاكم الله خير الذي شايف نفسه قادر يشرح اي ماده وبيكون فقط مواضيع التستات يعني ب الكثير شبتر أو اثنين على حسب كل ماده،،، المواد بتكون 1- dynamic 2-fluid 1 and 2 3-machines and Vibrations 4-Applied thermodynamics 5-solid 2 6-mechatronics 7-heat transfer,"['Mechanical Engineering', 'review', 'subjects', 'exams']",2023-04-30
Machines Course Explanation,Academic,شرح machines,YOUTUBE LINK OF MY LECTURE RECORDED BY TAN KOK YAN 18.20.2020 - 28.1.2021.pdf • 2 pages document omitted,"['Machines', 'explanation', 'YouTube', 'Tan Kok Yan']",2023-04-30
Dynamics Course Resources,Academic,اذا عندكم مصادر جيدة لل Dynamics رسلتوها مشكورين,Jeff Hanson ابراهيم عكه احمد زكي https://youtube.com/playlist?list=PLVgrGgkWLpZYi_a3Nvt6u3R2EI1haG5n8,"['Dynamics', 'resources', 'Jeff Hanson', 'Ibrahim Akka', 'Ahmed Zaki', 'YouTube']",2023-04-30
