topic,category,question,answer,keywords,timestamp
Survey on Graduate Attributes,Academic,We are students from UKQE3001-02 Extra-Curricular Experiential Learning (ExCEL). We are from group 2 currently conducting an open survey on Graduate Attributes in UTM. We truly hope that you can spare your time by answering the survey. Thank you for your attention and cooperation ☺️,Here is the link 🔽 https://rb.gy/3th7wz Pls use your UTM email to sign in‼️,"['survey', 'graduate attributes', 'UTM', 'ExCEL']",2023-01-02
Survey on UTM Graduate Attributes,Academic,"We are a group of students from UKQE3001-02 Extra-Curricular Experiential Learning (ExCEL) and we need your help. We are conducting a survey to gather feedback on activities and programs that can enhance UTM Graduate Attributes. If you have a few minutes to spare, please consider completing the survey. Your input is valuable to us!","Here's the link to the survey: 🔗 https://forms.gle/bhMfKUG61NtFGDjGA If you would like to learn more about this activity, you can check out the briefing document at this link: 🔗 shorturl.at/jkwC1","['survey', 'graduate attributes', 'UTM', 'ExCEL']",2023-01-04
Final Exam Preparation,Academic,بإذن الله الفتره الجايه هنبدأ نجهز نعمل مراجعات للفاينلز لكل التخصصات ، فكنا عاوزين نعرف ايه المواد الي محتاجين فيها مراجعه.,https://forms.gle/qbz6VVPFt5DUyGdAA,"['final exams', 'review sessions', 'subjects']",2023-01-08
Course Information Request,Academic,عندي واحد من الشباب يحتاج Course Information/outline لمادة SEMM 1013 Programming for Engineers مش من الضروري يكون الكود مطابق لكن الإسم مهم.,CI SEMM 1013 Programming for Engineers.pdf • 4 pages document omitted,"['course outline', 'SEMM 1013', 'Programming for Engineers']",2023-01-12
Industrial Training Companies,Academic,"This is a list of companies that have taken mechanical students to undergo industrial training 2021/2022 semester 3. For now, students can first survey which company you want to go to because until the end of january is still in the application to undergo industrial training.",list syarikat li sesi lepas.xlsx • 7 sheets document omitted,"['industrial training', 'mechanical students', 'companies']",2023-01-17
Course Registration Issues,Academic,هل اذا ما قدرت اسجل قبل ٢٦/١ ما يمديني اسجل بعدها والا في يوم التسجيل الازالمي بعد يكمل السميستر ذا,على حسب كلامهم مفيش حاجه اسمها تسجيل الزامي الترم دا. لازم تسجل في الفتره دي ويعتبر التسجيل الالزامي.,"['تسجيل', 'الزامي', 'الترم']",2023-01-20
Course Registration Issues,Academic,هل اذا ما قدرت اسجل قبل ٢٦/١ ما يمديني اسجل بعدها والا في يوم التسجيل الازالمي بعد يكمل السميستر ذا,ما اعتقد بيكون فيه تسجيل بداية الترم زي كل مرة .. الافضل تسجل الان تجنبا للمشاكل .. وبعدين بداية الترم بيكون في اسبوع للتعديل ..,"['تسجيل', 'الزامي', 'الترم']",2023-01-20
Course Registration Issues,Academic,بخصوص الي كانوا تسألوا عن قرار دفع الرسوم قبل يوم ٢٦/٠١,تم التواصل مع الجامعة بخصوص هذا الأمر وكان ردهم كالتالي: - مازال يمكن للطالب تسجيل المواد عند بداية الفصل القادم وفتح باب تسجيل المواد في 16-17 مارس 2023 دون أي غرامه في حالة دفع الرسوم قبل هذا اليوم. - الذين قاموا بالفعل بالتسجيل قبل ٢٦/١ ولم يقوموا بتأكيد التسجيل عبر ضغط (submit) في الوقت المحدد سيقومون بدفع غرامة مالية قدرها ١٠٠ رنجت قبل بداية السمستر القادم,"['تسجيل', 'دفع الرسوم', 'غرامة']",2023-01-25
Exam Preparation,Academic,شباب حد معاه تيست ٢ للثيرمو التيرم ده؟,وعليكم السلام الترم هذا مستحيل تحصله😅 الا لو انت اجلت التيست تبعك بس الاختبارات السابقه في المكتب,"['تيست', 'ثيرمو', 'اختبارات']",2023-01-24
Exam Preparation,Academic,شباب حد بياخد مادة Electrical Technology؟,,"['Electrical Technology', 'مادة']",2023-01-29
Assignment Help,Academic,السلام عليكم شباب حد حل هذا الأسايمنت من قبل ؟,,"['أسايمنت', 'حل']",2023-01-28
Assignment Help,Academic,سلام.. حد عنده رسمة الاسايمنت هذا جاهزة Ortho & Iso,يتم تسليمها يد بيد نهاية الفصل للاسف,"['رسمة', 'أسايمنت', 'Ortho & Iso']",2023-01-29
Study Group Announcement,Academic,Matematik susah? Masih belum cukup study? Peperiksaan akhir sudah dekat?,Kami dari Persatuan Mahasiswa Islam akan mengadakan program 'Study together With PMITUM' untuk membantu para pelajar mengatasi masalah-masalah tersebut. Ayuh sertai sekarang!!,"['Matematik', 'Peperiksaan akhir', 'Study together']",2023-01-29
