topic,category,question,answer,keywords,timestamp
YSAG Leadership Announcement,Academic,What are the names of the new YSAG leadership for the academic year 2023-2024?,"The new YSAG leadership for the academic year 2023-2024 includes:

*YSAG President*
- نوح علوان 
+601161690819
*YSAG Vice-President*
- محمد ناشر
+60 11-1177 9026

*Foundation*
- عبدالرحمن السقاف
+966548168190

*Faculity of Biomedical Engineering*
- هشام مصطفى
+601137799218

*Faculity of Chemical & Petroleum Engineering*
- محمد بابكر
+60182765747

*Faculty of Civil Engineering*
- عبدالملك مروان
+60 18-326 7649 

*Faculty of Electrical Engineering*
- اسامة الزبيري
+967 738 825 883

*Faculity of Mechanical Engineering*
- محمد خليل
+60 18-220 5961
- نايف رضوان 
+60 11-6166 7848

*Faculty of Computing*
- عبدالله النظاري
+60 11-2736 8639
- احمد مروان
+601139700557","['YSAG', 'leadership', 'academic year', '2023-2024']",2023-03-09
Course Registration Inquiry,Academic,متى التسجيل؟,"اتوقع يوم 17 , 18 والامندمنت يوم 19","['تسجيل', 'امندمنت', 'course registration']",2023-03-10
Professor Feedback for Engineering Practice,Academic,شباب الي يعرف احد من ذولا يفيدنا بالله😅,ذا اخذت معه مسبقاً ماكان يضغط طلابه,"['Engineering Practice', 'professor feedback', 'طلاب']",2023-03-11
Professor Feedback for Materials Science,Academic,Materials Science احد اخذ معهم,"هذا شرحه جيد
في الدرجات نوعاً ما متساهل","['Materials Science', 'professor feedback', 'درجات']",2023-03-11
Professor Feedback for Industrial Engineering,Academic,معليش ، ياشباب احد قد أخذ industrial engineering مع هذه الدكتوره يفيدنا,هذه ما تعرف تشرح,"['Industrial Engineering', 'professor feedback', 'شرح']",2023-03-15
Professor Feedback for Fluid Mechanics,Academic,شباب من أفضل محاضر ممكن ناخذ معه فلويد 2 منهم,"ذا كويس
وذا يشرح ماليزي بس متساهل بكل شيء وكانت امورنا معه تمام
ذا حسب الله معاه قناه فاليوتيوب يشرح فلويد وكان متعاون صراحه واموره طيبه","['Fluid Mechanics', 'professor feedback', 'فلويد 2']",2023-03-15
Course Registration Issues,Academic,شباب هو انا اقدر أضيف مواد حتي لو معملتش register?,جرب تسجل اذا ما قدرت كلم الادفايزور,"['course registration', 'add courses', 'advisor']",2023-03-19
Course Registration System Problem,Academic,شباب الammendment مش شغال عندي حد عنده نفس المشكله؟,"Assalamualaikum & Greeting Students, For information, for online registration subject/amendment, the system has a problem today. Academic Management Division (Amacs) currently under maintenance. Students can always try to make registration/amendment from time to time. Sorry for the inconvenience caused. Thank you.","['course registration', 'amendment', 'system problem', 'maintenance']",2023-03-19
Elective Courses Information,Academic,شباب المواد الي هي elective تبع اقراء وغيرها من وين احصل تبعها الجدول وأسماء الدكاتره؟؟,كل يوم ثلاثاء من 2 ل 4 كل المواد,"['elective courses', 'schedule', 'lecturers']",2023-03-18
Statistics Course Feedback,Academic,من اخذ عندها؟ هل هي كويسه في الاحصاء ولا لا,كويسة في الشرح صراحة لاكن تركز ع الحضور وتسوي اكتفيتي في الكلاس ف عشان كذا الحضور معاها مهم .. بالنسبة للدرجات تعطيك حقك,"['statistics', 'lecturer feedback', 'attendance']",2023-03-18
Thermodynamics Course Feedback,Academic,حد خد معاه ثيرمو او اي مادة ؟,ذا اخذت معه لاب واحد بس ثيرمو وكان جدا طيب، بس عاد شرح ودرجات مدري,"['thermodynamics', 'course feedback', 'lab']",2023-03-17
Control Course Feedback,Academic,كيف تجربتكم مع ذول,Hanim ممتازه في الشرح اخذت معاها سوليد 1,"['control course', 'lecturer feedback', 'solid']",2023-03-17
Course Registration Problem,Academic,هل انا الوحيد الي ظاهر له مواد الفصل الماضي في الcourse registration ؟ مع اني قد سويت الpre registration,متأكد غيرت التأريخ إلى 20222023/2?,"['course registration', 'pre-registration', 'system issue']",2023-03-17
Professional Practice Course Feedback,Academic,واحد من اشباب بياخذ عنده professional practice,اخذت معه introduction to mechanical engineer بصراحه الدكتور كان طيب و فله😅,"['professional practice', 'course feedback', 'mechanical engineering']",2023-03-16
Course Registration Assistance,Academic,الآن ياشباب ، ايش نحتاج نسوي ،نروح الاكدميك اوفيس والا نكلم الادفايزر ، ؟!,"Dear all, For those who still did not register courses, please try to register today and tomorrow if you face a problem, please check with FKM academic office and UTM digital","['course registration', 'academic office', 'advisor']",2023-03-16
Course Registration Issue,Academic,شباب هو التسجيل بدء؟,ايه من امس,"['course registration', 'start date']",2023-03-16
Heat Course Feedback,Academic,احد اخذ معه heat,ذا اخذت معه لاب واحد بس ثيرمو وكان جدا طيب، بس عاد شرح ودرجات مدري,"['heat course', 'lab', 'lecturer feedback']",2023-03-16
Design Course Feedback,Academic,احد اخذ معهم ديزاين,هذي كويسه بالدرجات وطيبه,"['design course', 'lecturer feedback', 'grades']",2023-03-16
Course Registration Problem,Academic,انا واحد منهم بس ما اقدر اسجل,نعم فتح وكان معلق كل المواد كان يقول فل سكشن بس فتح بعدها اعتقد في الظهر وسجلت تقريبا نصف المواد الي ابغى اسجلها وفجأه قفل ف قلت يمكن يفتح الليله وما فتح الين الحين,"['course registration', 'system issue', 'sections']",2023-03-16
Course Registration Assistance,Academic,انا دلوقتي مكنتش مسجل مواد خالص وبحاول اسجل النهاردة ومفيش حاجة نافعة يعتبر يعني الadvisor قالي اكلم الاوفيس اكلمهم ايميل ولا ابعتلهم؟,كلمه الاوفيس يشوفون ولا يردون مافيه فايده منهم حاول تراسلهم ع ايميلهم,"['course registration', 'advisor', 'academic office']",2023-03-16
Professional Practice Course Feedback,Academic,واحد من اشباب بياخذ عنده professional practice,اخذت معه introduction to mechanical engineer بصراحه الدكتور كان طيب و فله😅,"['professional practice', 'course feedback', 'mechanical engineering']",2023-03-16
