topic,category,question,answer,keywords,timestamp
Quality Engineering Study Materials,Academic,الي اخذ ماده quality engineering بالله يرسل لنا النوتات الي درس منها او حتى شروحات في اليوتيوب 😅,,"['quality engineering', 'notes', 'YouTube explanations']",2023-01-02
Introduction to Design Course Inquiry,Academic,السلام عليكم ، ي شباب حد ماخذ مادة introduction to design هذا السمستر ؟، ي ليت يكلمني خاص,,"['introduction to design', 'course', 'semester']",2023-02-02
Final Exam Questions for SEMM3233,Academic,,"Question 3_Final Examination_SEMM3233_202020212.pdf, Question 1_Final Examination_SEMM3233_202020212.pdf, Question 2_Final Examination_SEMM3233_202020212.pdf, password.txt, Question 4_Final Examination_SEMM3233_202020212.pdf","['SEMM3233', 'final exam', 'questions']",2023-02-04
Fluids 1 Final Exam Papers,Academic,سلام عليكم شباب عندكم فاينالات fluids 1 غير الي في ال driveتبع الysag,"Question 3_Final Examination_SEMM2313_202120221.pdf, Question 4_Final Examination_SEMM2313_202120221.pdf, Question 1_Final Examination_SEMM2313_202120221.pdf, Question 2_Final Examination_SEMM2313_202120221.pdf, Question 2_Final Examination_SEMM2313_202120221_unlocked.pdf","['fluids 1', 'final exam', 'papers']",2023-02-05
Applied Thermodynamics and Heat Transfer Final Exam,Academic,شباب بالله في عندكم الفاينال تبع applied thermodynamics and heat transfer?,FINAL 21-22 II.pdf,"['applied thermodynamics', 'heat transfer', 'final exam']",2023-02-06
Academic Office Contact Information,Academic,سلام عليكم اذا واحد معاه رقم ال academic office او رقم الواتس يرسله,Contact card omitted,"['academic office', 'contact information']",2023-02-07
Industrial Training Application Form,Academic,,"INDUSTRIAL TRAINING APPLICATION FORM: SESSION 2022/2023 - 3 

1.Complete the Industrial Training Application Form and sign by the Academic Advisor. 

2.Upload the Signed Form via the provided Google Form link : 
https://forms.gle/RfgAGR7bnL2EvKJS7 

3.Last submission is on 16th February 2023","['industrial training', 'application form', 'deadline']",2023-02-07
Control Engineering Final Exam with Solutions,Academic,,CamScanner 02-09-2023 23.02.pdf,"['control engineering', 'final exam', 'solutions']",2023-02-09
YSAG College Representative Election,Student Life,,"يوّد الاتحاد اليمني في جامعة UTM ان يعلن عن فتح باب الترشح لمنصب *مسؤول كلية* في YSAG.

مهمة مسؤول الكلية في YSAG هي تيسير النشاط الاكاديمي للطالب في جامعة UTM و المواظبة على تأدية مسؤوليات YSAG و هي رفع الملفات في المكتبة الالكترونية و تنظيم محاضرات التقوية و الحرص على الترابط الاخوي بين الاعضاء العرب في الكلية.

و عليه، فإنّنا نرجو من الإخوة والأخوات الراغبين بالترشّح، القيام بتعبئة إستمارة الترشُّح الإلكترونية في الرابط أدناه.
https://forms.gle/wUgUGwSxsTtDETyG9

في حالة استلامنا لأكثر من مترشح سيتم الإختيار بناءً على تصويت يُجرى بين الهيئة الادارية في الاتحاد و YSAG.

*YSAG*
*ISS-YEMEN*
*UTM*","['YSAG', 'college representative', 'election']",2023-02-13
Final Year Project (FYP 1) Registration,Academic,,"ASSALAMUALAIKUM AND GOOD MORNING..

ATTENTION 📢📢📢

PLEASE FILL THIS FORM IF YOU ARE GOING TO TAKE FINAL YEAR PROJECT (FYP 1) IN SEMESTER 2, 2022/2023. IT IS COMPULSORY. 
👇🏻👇🏻👇🏻

https://forms.gle/tXWAyEeX1s8CMX9d9

BEAR IN MIND, THIS FORM IS FOR FYP COMMITTEE ONLY. YOU NEED TO REGISTER IN AIMS FOR OFFICIAL REGISTRATION. 
THANK YOU.","['FYP 1', 'final year project', 'registration']",2023-02-14
Manufacturing Process Exam Paper,Academic,,Manufacturing Process 22-23 SEM1.pdf,"['manufacturing process', 'exam paper']",2023-02-15
Library Location Inquiry,Student Life,حد يعرف فين المكتبه,C23 411,"['library', 'location']",2023-02-16
EAC Audit Summon,Academic,سلام عليكم ، حد قد جاه استدعاء من EAC حق الكلية,Audit EAC (Engineering Accreditation Council Malaysia),"['EAC', 'audit', 'summon']",2023-02-20
Multi-Purpose Hall Location,Student Life,حد يعرف رقم المبنى؟,https://g.co/kgs/J2B58M,"['multi-purpose hall', 'location']",2023-02-20
Online Teaching Evaluation (ePPPK),Academic,,"We are pleased to announce that the Online Teaching Evaluation and Student Experience (ePPPK) for Sem 1 session 2022/2023 have begin on 26 December 2022 until 24 February 2023. 

Date: 26/12/2022- 24/2/2023

As we can see that the numbers is still far behind ,thus we need cooperation from students to fill it as soon as possible as steps are also provided. Thank you for your attention and also please remind your friend to do so.","['ePPPK', 'teaching evaluation', 'student experience']",2023-02-23
