topic,category,question,answer,keywords,timestamp
Course Registration and Instructor Feedback,Academic,عادي تجيب فيها A او A+ ولا بتصعبها؟,صعبه,"['grades', 'A+', 'difficulty']",2024-03-17
Course Registration and Instructor Feedback,Academic,شباب ، الاميدمينت اونلاين في utm potral والا مانول وتسلم عبر الفورم ؟,اونلاين,"['amendment', 'utm portal', 'online']",2024-03-17
Course Registration and Instructor Feedback,Academic,بس لسا ما فتح؟,بيفتح يوم 24 اتوقع,"['amendment', 'opening date', '24th']",2024-03-17
Course Registration and Instructor Feedback,Academic,في احد عنده معلومات عنه ؟,هذا اخذت معاه كورس thermo كان كويس بس رسمي بزيادة و متشدد في الحضور بس شرحة كويس,"['instructor feedback', 'thermo', 'strict attendance']",2024-03-17
Course Registration and Instructor Feedback,Academic,اقدر اغير المدرسين في اول سمستر؟ لانهم عطونا جدول نمشي عليه,يب يب تقدر,"['change instructors', 'first semester', 'timetable']",2024-03-18
Course Registration and Instructor Feedback,Academic,و يا شباب الحين الامدمنت هذا الاسبوع ولا يبدا الاسبوع الجاي؟,بيفتح يوم 24 اتوقع,"['amendment', 'opening date', '24th']",2024-03-18
Course Registration and Instructor Feedback,Academic,كيف كان الدكتور دا معك يا غالي؟,شديد,"['instructor feedback', 'strict']",2024-03-18
Course Registration and Instructor Feedback,Academic,طيب كيف الدكتور,للامانه كان دايخ,"['instructor feedback', 'unfocused']",2024-03-18
Graduation Requirements,Academic,"MAKE SURE YOU COMPLETE THE UTMPSC THAT NEEDS TO BE TAKEN BEFORE GRADUATING.  IF THE UTMPSC IS NOT COMPLETED, THE STUDENT CANNOT GRADUATE.","5 PSC THAT NEED TO BE TAKEN ARE AS BELOW: 3 COMPULSORY: 1. ECS: FINAL YEAR, 2ND SEMESTER - FACULTY WILL REGISTER STUDENTS 2. DTE : ANY SEMESTER OF THE FINAL YEAR - REGISTER AT UTMPSC PORTAL 3. TCM : FINAL YEAR, 2ND SEMESTER - REGISTER AT UTMPSC PORTAL 2 ELECTIVES: 3RD AND 4TH YEAR * YOU CAN CHOOSE ANY 2 ELECTIVES (REGISTER AT UTMPSC PORTAL)","['UTMPSC', 'graduation requirements', 'compulsory', 'electives']",2024-03-19
Course Registration and Amendment,Academic,بالنسبة للمواد الباقية كيل طريقة تسجيلها ؟,تسجلها من موقع ال pcs utm,"['course registration', 'UTMPSC portal', 'electives']",2024-03-19
ECS Exam Pre-requisites,Academic,"ATTENTION TO FINAL YEAR STUDENTS📢📢📢.. Attached is a list of candidates who will take ECS session 2023/2024-2. PLEASE CHECK YOUR NAME and for those who compulsory to take ECS but your name are not listed, please contact me before 26 March 2023",The students listed need to complete the pre-requisite activities on the myline website from (date will be announce later). Only students who complete the pre-requisites will be allowed to sit for the ECS exam.,"['ECS exam', 'pre-requisites', 'final year students']",2024-03-19
Course Registration Amendment Process,Academic,"Dear students, We regret to inform you that the online course registration amendment system is temporarily unavailable. However, we have provided an alternative process for students who need to make changes to their course registration for Semester I, 2023/2024 Session.",Please follow these steps: 1. Get the course registration amendment form from either your faculty academic office or download it from the following link: https://amd.utm.my/files/2020/07/Borang-Pembetulan-Kursus.pdf 2. Complete the form and obtain the relevant signatures. 3. Submit the completed form to your Faculty Academic Office.,"['course registration amendment', 'form', 'Semester I 2023/2024']",2024-03-24
Industrial Training Application,Academic,INDUSTRIAL TRAINING APPLICATION FORM: SESSION 2023/2024-3,"1.Complete the Industrial Training Application Form and sign by the Academic Advisor. 2.Upload the Signed Form via the provided Google Form link: 👉 link GF : https://forms.gle/yLk3AXYLW9sBN9G98 3.Submission before 31th March 2024 (Sunday).Students are requested to register immediately to avoid any problems later on. 4.Eligible students will receive an email and their name will be entered in the ITS MyAims system 5.If students have any questions, you guys may ask Industrial Training Coordinator with Dr. Ahmad Humaizi.","['industrial training', 'application form', 'ITS MyAims system']",2024-03-27
Programming for Engineers Section Change,Academic,عندي مشكله بسيطه انا ابغى اغير السكشن حق PROGRAMMING FOR ENGINEERS,http://fkm.facultyengineering.com/pelajar/ من هذا الموقع,"['Programming for Engineers', 'section change', 'faculty website']",2024-03-28
Component Design Course Material,Academic,شباب هو كتاب الكومبوننت مهم؟,جدا بتحل منه فالتست فيه جداول ترجع تاخذ منها البيانات,"['component design', 'course material', 'test preparation']",2024-03-28
Solid Mechanics 1 Study Material,Academic,السلام عليكم حدا عندو شرح لسوليد ١,عليكم السلام شيكي الوايساج فاللنكات Jeff hanson كويس,"['Solid Mechanics 1', 'study material', 'Jeff hanson']",2024-03-30
Applied Numerical Methods Exam Preparation,Academic,شباب لمادة الابلايد نيومركال هل الكتاب بتاعها بيفيد فالامتحان ولا ملوش لزمة؟,فيه قروب اسمه free market روح واعرض الكتاب للبيع لان ماراح تستخدمه,"['Applied Numerical Methods', 'exam', 'book', 'usefulness']",2024-03-31
Contact Information for Dr. Wan Fahmin,Academic,السلام عليكم، شباب من يعرف رقم Dr Wan Fahmin,@971501315654 @601136784505,"['Dr. Wan Fahmin', 'contact number']",2024-03-31
