topic,category,question,answer,keywords,timestamp
Professor Recommendations for Engineering Safety,Academic,حد عارف كيف الدكتورة للEng Safety,كلهم كويسين. هذي افضل تكه.,"['Eng Safety', 'professor', 'recommendation']",2024-01-10
Professor Recommendations for Applied Numerical,Academic,للApplied numerical,هذه قدها الافضل. الباقي ما اعرفهم.,"['Applied Numerical', 'professor', 'recommendation']",2024-01-10
Professor Recommendations for System Design,Academic,للSystem design,هذا كويس ويضبطك بالدرجات.,"['System Design', 'professor', 'recommendation']",2024-01-10
Professor Recommendations for Manufacturing Processes,Academic,مين احسن واحد اخد معاه manufacturing process?,واحد اسمه Foo صيني.,"['Manufacturing Processes', 'professor', 'recommendation']",2024-01-10
Professor Recommendations for Control,Academic,مين كويس بينهم لل كنترول؟,Safwati ممتازة وطيبه. جبت معاها A في الكنترول.,"['Control', 'professor', 'recommendation']",2024-02-10
Professor Recommendations for Vibration,Academic,مين احسن لل vibration؟,دا كويس. شرحه ممتاز بس مشدد على الحضور.,"['Vibration', 'professor', 'recommendation']",2024-02-10
Professor Recommendations for Dynamics,Academic,من جرّب عند هذا الدكتور dynamics؟,ذا خش عنده وأنت مغمض شرح ودرجات.,"['Dynamics', 'professor', 'recommendation']",2024-02-10
Professor Recommendations for Statics,Academic,فيه كثير غير؟,كويس درسني ايام الاونلاين داينامكس، خيّرنا بين حضور او مقاطع مسجلة و كان طيب و متعاون، شرحه كويس بس مش احسن حاجة.,"['Statics', 'professor', 'recommendation']",2024-03-10
Professor Evaluation for Statics Course,Academic,كيف الدكتور في مادة Statics؟,شرحه كويس جدا وفي الدرجات يجيب حقك وتعامله كويس,"['Statics', 'Professor', 'شرح', 'درجات']",2024-03-10
Professor Evaluation for Programming Course,Academic,الدكتور ده بروجرامينج هل هو كويس؟,كويس في الشرح والدرجات يجيب لك حقك,"['Programming', 'Professor', 'شرح', 'درجات']",2024-05-10
Professor Evaluation for Dynamics Course,Academic,هذا الدكتور حق لاب الثيرمو,هذا جدا محترم,"['Dynamics', 'Professor', 'Thermo', 'Laboratory']",2024-05-10
Professor Evaluation for Design Course,Academic,هذا اخذت معه Introduction to design كان طيب وعطاني درجة حلوه,هذا اسطوره اي مادة ديزاين خذوا معه على طول A,"['Design', 'Professor', 'Introduction to Design', 'درجة']",2024-05-10
Professor Evaluation for Fluid Course,Academic,هذا يشرح بالماليزي لكن طيب والدرجات ضبطنا فيها,هذا يشرح بالماليزي لكن طيب والدرجات ضبطنا فيها,"['Fluid', 'Professor', 'شرح', 'درجات']",2024-05-10
Fluid Mechanics Course and Final Exam,Academic,هل يركز الدكتور على الحضور في مادة الفلويد؟,ما اعرف وضعة بالغياب,"['fluid', 'حضور', 'غياب']",2024-05-10
Course Registration and Credit Limit,Academic,كم اقصى كريدت مسموح؟,21,"['كريدت', 'حد اقصى']",2024-05-10
Course Registration and Credit Limit,Academic,كم اقصى كريدت مسموح؟,اول سيميستر اتوقع 18,"['كريدت', 'حد اقصى', 'سيميستر']",2024-05-10
Course Registration and Credit Limit,Academic,كم اقصى كريدت مسموح؟,غير كدا انت وعميد الكليه ع مزاجه,"['كريدت', 'حد اقصى', 'عميد الكلية']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,هي تبدأ يوم 6 بس ماتدري بالضبط متى بتفتح,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,يمكن الساعة 12,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,25 min Or 8am or 10am,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,كل سمستر لهم مزاج مانعرفلهم,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,التعديل فتح ياشباب,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,بتعدل من ال amendment ؟,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,يب,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,هي تبدأ يوم 6 بس ماتدري بالضبط متى بتفتح,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,يمكن الساعة 12,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,25 min Or 8am or 10am,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,كل سمستر لهم مزاج مانعرفلهم,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,التعديل فتح ياشباب,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,بتعدل من ال amendment ؟,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Course Registration and Credit Limit,Academic,متى تفتح الاضافه والحذف ياشباب؟,يب,"['اضافة', 'حذف', 'تسجيل']",2024-05-10
Academic Advisor Contact Information,Academic,شباب كيف اعرف رقم academic advisor,شوف اسمه وخذ ايميله وراسله او شيل الرقم من الاوفيس,"['academic advisor', 'contact', 'office']",2024-06-10
Professor Contact Information,Academic,حد معاه رقم الدكتور ده؟,+60 17-786 2300,"['professor', 'contact', 'Dr. Mohd Zamri Bin Mohd Yusop']",2024-06-10
Course Section Selection,Academic,ي اخوان مادة English for Professional purposes اش افضل Section ؟ اخذها فيه,الي جدولك يزبط معه خذ عنده,"['course section', 'English for Professional purposes', 'selection']",2024-06-10
Course Material Availability,Academic,في زول هنده الكتاب حق الdynamics سوفت كوبي,dynamics-made-simple-2nbsped-9789671354353_compress.pdf • 274 pages,"['dynamics', 'book', 'soft copy']",2024-06-10
Professor Office Location,Academic,الي يعرف وين مكتب الدكتور Mohammed firdaus hisham يفيدني بالله,ابحث في قوقل او utm staff عشان الشباب يشوفون شكله ويعطوك معلومات,"['professor', 'office location', 'Mohammed firdaus hisham']",2024-06-10
Course Retake Fees,Academic,ياشباب لو ابغى اعيد ماده وانا ناجح فيها، ادفع رسوم على حسب الكريديت صح؟,قالو لي لازم تسجل يدوي وتدفع رسوم على حسب الكريديت,"['course retake', 'fees', 'credits']",2024-06-10
Professor Teaching Quality,Academic,الدكتور دا كويس في برمجة؟,ممتاز في كل شي,"['professor', 'teaching quality', 'programming']",2024-06-10
College Email Address,Academic,احتاج ايميل الكلية ضروري,ugrad@utm.my,"['college', 'email', 'contact']",2024-06-10
