topic,category,question,answer,keywords,timestamp
Course Instructor Recommendations,Academic,ممكن تعلمونا مين الدكاترة الكويسين هنا او بمين تنصحوا ناخذ معاهم,"Clinical Engineering (SEBB3423): جميعهم بيدرسوك زي اللاب. Electronic Circuits and Systems (SEEU3063): Dr. Zaharah (افضل دكتورة بتقابلها في مسيرتك التعليميه وهي تدرس المادة ذي). Communication Principles (SEEU3533): Dr. AISYAH SHAFI / Section - 03, Dr. RAIMI / Section - 04.","['Clinical Engineering', 'Electronic Circuits and Systems', 'Communication Principles', 'Dr. Zaharah', 'Dr. AISYAH SHAFI', 'Dr. RAIMI']",2022-10-04
University Restructuring Announcement,Academic,صرنا قسم تحت كلية الكهرباء🙂,"The School of Biomedical Engineering and Health Sciences (SBEHS) is now a part of the Faculty of Electrical Engineering (FEE) and known as the Department of Biomedical Engineering and Health Sciences (DBEHS) effective 1st October 2022. Teaching and learning activities including lectures, tutorials and labs will be held in our satellite building (V01).","['restructuring', 'Faculty of Electrical Engineering', 'Department of Biomedical Engineering and Health Sciences', 'SBEHS', 'DBEHS']",2022-10-05
Class Attendance Policy,Academic,هل ممكن أنه يدرسونا دكاترة الكهرباء المحترمين؟,ممكن يبغالنا نتأكد,"['class attendance', 'lecturers', 'Faculty of Electrical Engineering']",2022-10-05
Course Instructor Quality,Academic,هذا الدكتور كويس؟,في ذا ونجيب بخصوص الكترونيك سيركت اند سيستم يا خوفك ندخل مع ذا ويطلع لا درجات ولا شرح,"['Electronic Circuits and Systems', 'lecturer quality', 'grades']",2022-10-11
Course Instructor Recommendations,Academic,لو حد يعرف أي الدكاتره افضل ممكن يفيدنا,"1- Introduction to Biomedical Engineering (SEBB1012): A- NOOR AIMIE (DR), B- NORAZMEIN. 2- Circuit Theory (SEEU1023): A- Ts. Dr. Noor Azlinda bte Ahmad, B- Dr. Siti Maherah binti Hussin.","['Introduction to Biomedical Engineering', 'Circuit Theory', 'lecturer recommendations']",2022-10-11
Circuit Theory Instructor Recommendation,Academic,لو حد يعرف أي الدكاتره افضل ممكن يفيدنا,Noorazmein,"['Circuit Theory', 'instructor', 'recommendation', 'Noorazmein']",2022-10-11
Credit Hours Requirement,Academic,بسألكم كم الكريدت المطلوب لكل فصل ؟,بين 12 الى 18,"['credit hours', 'requirement', 'semester']",2022-10-20
Offer Letter Inquiry,Academic,يا اخوان احد يعرف من وين اطلع الoffer letter,تواصل مع ugrad@utm.my,"['offer letter', 'inquiry', 'ugrad@utm.my']",2022-10-26
UTM Space Login Issue,Academic,وش بالضبط تسجل في user name and password في utmspace,تسجل بداية إيميلك الجامعة قبل *@*,"['UTM Space', 'login', 'username', 'password']",2022-10-26
Computer Programming Instructor Inquiry,Academic,حد بيعرف دكتور جاي بيدرس مادة COMPUTER PROGRAMMING FOR BIOMEDICAL ENGINEERS وايش بتعرفوا عنوا,اسمه Jaysuman؟ هذا ما يدرس مواد البرمجة ولا له شي فيها,"['Computer Programming', 'instructor', 'Jaysuman', 'Biomedical Engineering']",2022-10-25
