topic,category,question,answer,keywords,timestamp
Electrical Power Master's Program Inquiry,Academic,السلام عليكم ورحمة الله وبركاته شباب حياكم الله  لو فيه طالب بيدرس ماستر فى  تخصص Electrical power فى UTM نريد نتواصل معه جزاكم الله خيرا واحسان. مع تمنياتي بالتوفيق والنجاح للجميع .,,"['Electrical power', ""Master's program"", 'UTM']",2022-10-02
Lecture Timetables for Postgraduate Students,Academic,نزلت اسامي الدكاترة ؟,لا لسى,"['lecture timetables', 'postgraduate', 'UTM']",2022-10-04
Lecture Timetables for Postgraduate Students,Academic,,https://engineering.utm.my/electrical/postgraduate-current-student/lecture-timetables/,"['lecture timetables', 'postgraduate', 'UTM']",2022-10-04
Yemeni Student Association at UTM,Student Life,,"يرحب اتحاد الطلبة اليمنيين في UTM و فريق YSAG بـ الطلبة اليمنيين الجدد في جامعتنا راجيين لهم التوفيق والنجاح

*يرجى الانضمام لمجموعة الطلاب الجدد * 👇🏻
https://chat.whatsapp.com/Iy919ZuzEXf2JE11djdwch

* و تواصل مع احد مسؤولي الكليات لتنضم للمجموعة الخاصة بكليتك * �
https://sites.google.com/view/ysag/contact-us","['Yemeni students', 'UTM', 'YSAG']",2022-10-07
Course Registration and Timetables,Academic,,"https://linktr.ee/ugskeutm?fbclid=IwAR3C3gYI2vvXtR3C6GO5zNYfBEp36sMcS7GXHzNXE5zPsFeg1ivRdWoZFKM

بخصوص تسجيل المواد والجداول","['course registration', 'timetables', 'UTM']",2022-10-07
Course Registration Mode,Academic,"شباب وصل كلام انه تسجيل مواد حضوري
هل صدق؟؟",مكتوب هنا وفي الكليندر انه اونلاين😅,"['course registration', 'online', 'UTM']",2022-10-09
Microprocessor Course Recommendations,Academic,السلام عليكم.. تنصحوا بمين للمايكروبروسسر؟,"ابعد عن ذوالفقار
افيق و شاهدتل و رضوان 

بالنسبة لي كويسين","['microprocessor', 'course recommendations', 'UTM']",2022-10-10
GitHub Student Developer Pack,Academic,,"*‏ GitHub Student Developer Pack*

لجميع طلاب الجامعات، 

يمكنكم الحصول على GitHub Student Developer Pack *مجانًا* باستخدام الايميل الجامعي. 

تتضمن GitHub Student Developer Pack العديد من الاشتراكات السنوية مثل:
‏ - Canva Pro (12 شهر)
‏ - Namecheap (12 شهر)
‏ - JetBrians (يتم تجديده سنويًا)
‏ - GitHub Pro
و العديد من الاشتراكات الاخرى.

 🔗 للتسجيل: https://education.github.com/pack

دمتم بود 🌹✨.

*Academic Committee*
*ISS-YEMEN*
*UTM*","['GitHub Student Developer Pack', 'Canva Pro', 'Namecheap', 'JetBrains', 'UTM']",2022-10-10
Communication Course Recommendations,Academic,ياشباب مين افضل للكميونيكيشن؟,"Naditulhuda كويسه
شرحها كويس وحقانيه فالدرجات","['communication', 'course recommendations', 'UTM']",2022-10-10
Statistics Course Availability,Academic,"سلام عليكم ياشباب 
استاتستيك ما نزلت!؟",,"['statistics', 'course availability', 'UTM']",2022-10-10
Course Recommendations for Power Systems,Academic,ايش افضل الدكاترة للمادتين ذي؟,"انسترو ، بيلنج
باور ،محمد رضحي و محمد باوزي","['power systems', 'course recommendations', 'UTM']",2022-10-10
Signals and Systems Course Recommendations,Academic,"signals and system

dr yok kok yeow
حلو ؟","حلو كدرجات وطيب جدا 
شرح مفيش خالص","['signals and systems', 'course recommendations', 'UTM']",2022-10-11
Digital Signal Processing Course Recommendations,Academic,"هذي كيف ياشباب؟
ديجتال سقنال بروسسنق",,"['digital signal processing', 'course recommendations', 'UTM']",2022-10-11
Electronic Instrumentation & Measurement Course Recommendations,Academic,"Electronic Instrumentation & Measurement
كيف الدكاتره ذول؟",هذي ممتازه شرح ودرجات,"['electronic instrumentation', 'measurement', 'course recommendations', 'UTM']",2022-10-11
