topic,category,question,answer,keywords,timestamp
Contact Information for Dr. Mohamad Amir Bin Shamsudin,Academic,احد عنده رقم الدكتور Dr. Mohamad Amir Bin Shamsudin,Dr. Mohd Shamsudin UTM.vcf (file attached),"['Dr. Mohamad Amir Bin Shamsudin', 'contact', 'UTM']",2022-11-01
C Programming Course Feedback,Academic,شباب كيف الدكتور هذا c programming,والله رهيب طيب جدا جدا و شرحه مو سيء مقبول و يساعد و يتساهل معك,"['C programming', 'course feedback', 'Dr. Mohd Shamsudin']",2022-11-01
C Programming Learning Resources,Academic,شباب كيف الدكتور هذا c programming,هذا بلاي ليست بخصوص السي بروجرامينج لو فهمت معها امورك تكون تمام👆. https://youtube.com/playlist?list=PLdo5W4Nhv31a8UcMN9-35ghv8qyFWD9_S,"['C programming', 'learning resources', 'YouTube playlist']",2022-11-01
Contact Information for Dr. Noor Asmawati Binti Samsuri,Academic,مين عنده رقمها,DR. NOOR ASMAWATI BINTI SAMSURI,"['Dr. Noor Asmawati Binti Samsuri', 'contact', 'UTM']",2022-11-02
Autodesk Access for UTM Students,Academic,"السلام عليكم, احد قد قدم على auto desk for students وهل يجيبوا free access لطلاب utm ?",ايوة يجيبوا عادي لطلاب الutm لمًا تسجل في الموقع حقهم ادخل مكان الطلاب و بيطلب منك تعبي بعض المعلومات و ترفع اثبات انك طالب في الجامعة,"['Autodesk', 'free access', 'UTM students']",2022-11-09
Solar PV Technology Workshop,Academic,"A workshop for solar PV technology, concept and design is worth only rm30 in UTM!!!😱🤩","IEEE UTM PES SBC is inviting you to participate in the TROPV 2.0 WORKSHOP in UTM. Do not miss your opportunity to learn from our renowned ASSOC PROF. TS. DR. JASRUL JAMANI BIN JAMIAN!!! What will you get from this workshop? 📌Basic knowledge on solar PV concept, design and installation process. 📌UTM Merit 📌Certificate 📌Food Date : 25th November 2022 Venue : DK 4, P19 Time: 8am - 5pm Registration fee : 📌RM30 (for UTM Students), 📌RM50 ( for non UTM Students) 📌 Application is open from 8th November 2022 until 21th November 2022 Don't miss this opportunity and apply now! 📌Registration link: https://forms.gle/YeWp893HcM2j4V3e7 Any enquiry, you may contact: 📱 https://wa.me/60147410782 (Eirfan) 📱 https://wa.me/60138712908 (Irfa) 📱 https://wa.me/60139020596 (Amir) #ieeeutmpessbc Follow us more updates on: Instagram: IEEEPESUTMSBC Thank you.","['solar PV', 'workshop', 'UTM', 'IEEE UTM PES SBC']",2022-11-14
Industrial Process Control Videos,Academic,سلام احد عنده فيديوهات INDUSTRIAL PROCESS CONTROL ؟,,"['Industrial Process Control', 'videos']",2022-11-16
Power Engineering Resources,Academic,شباب حد عنده شرح للباور غير شرح دكتور Shahrin Bin MD Ayop,https://youtube.com/playlist?list=PL4Ccnqzok3W2I-cvcc2hFRLle4v0-M-dr,"['Power Engineering', 'resources', 'YouTube playlist']",2022-11-16
Digital Electronics Test 1 Preparation,Academic,digital electronics test 1 مين عنده بريفيوس,,"['Digital Electronics', 'test 1', 'previous exams']",2022-11-18
Robotics Test 1 Preparation,Academic,يا شباب في معاكم برفيسات test 1 لمادة لل robotics بالله ارسلو وشكرا,حاول تنزلوهو عندكم لانو بعض الدكاتره صار يمسح الفديوهات او يخلوها بريفت,"['Robotics', 'test 1', 'previous exams']",2022-11-20
CMOS Course Resources,Academic,ابغى اسئل اذا احد اخذ مادة ال cmos ويعرف مصادر او تستات لها,,"['CMOS', 'course resources', 'test materials']",2022-11-28
Circuit Test 1 Solutions,Academic,في احد عنده الحل حق Circuit Test 1,,"['Circuit', 'test 1', 'solutions']",2022-11-29
