topic,category,question,answer,keywords,timestamp
University Decision on Face-to-Face Learning,Academic,تم إنشاء جوجل فورم من قبل ادارة الجامعة لبحث قابلية الطلاب لنظام الحضوري، يرجى من جميع الطلبة تعبئة هذا الفورم بأقصى سرعة ممكنة,https://bit.ly/3INC24w,"['حضوري', 'جوجل فورم', 'قرار الجامعة']",2022-04-02
Reinforcement Lectures Announcement,Academic,يعلن YSAG عن مجموعة تخص محاضرات التقوية,"سيتم فيها شرح و مراجعة المواد العلمية على سبيل المثال قبل الفترات التالية: Test 1 , Test 2 & Final Exam. رابط المجموعة: https://chat.whatsapp.com/JyCpNAjVLsy50IFx4jiDSp","['محاضرات التقوية', 'Test 1', 'Test 2', 'Final Exam']",2022-04-04
Microsoft Word Workshop,Academic,"The Kolej Dato' Onn Jafar Residential College Council (RCC) Universiti Teknologi Malaysia in collaboration with Kelab Evolusi Ilmu, invites all UTM students & Staff to benefit from this Illustrious academic program","Date: 8th April 2022, Time: 8:30am - 12:00pm, Mode: Online, Platform: Cisco Webex. Link: https://utm.webex.com/utm/j.php?MTID=m222d71b11b44616e6faa0ccea6bb75c4","['Microsoft Word Workshop', 'Online', 'Cisco Webex']",2022-04-07
YSAG Academic Services,Academic,يعلن YSAG عن فتح باب التقديم لخدمات YSAG الأكاديمية,يمكنك المشاركة في التطوع و تقديم شرح لمواد علمية على قناتنا في اليوتيوب و أيضا مشاركة قوائم تشغيل مفيدة. رابط المشاركة: https://forms.gle/uJmVr6cx7o9Z4AF26,"['YSAG', 'خدمات أكاديمية', 'تطوع']",2022-04-07
Final Exam Format for Electrical Engineering,Academic,كلية الكهرباء.. في كم مادة حدثوا طريقة الإختبار النهائي تقدروا تشوفوها,اغلب الكليات اونلاين الا كلية الكهرباء,"['final exam', 'electrical engineering', 'test format']",2022-04-07
Final Exam Format for Electrical Engineering,Academic,من الslip نقدر نشوفها صح؟,ايوه,"['final exam', 'slip', 'test format']",2022-04-07
Final Exam Format for Electrical Engineering,Academic,بالنسبة لل c programming هي في كلية الكمبيوتر ولا معانا في الكهرباء؟!,كهرباء,"['c programming', 'electrical engineering', 'computer science']",2022-04-07
Final Exam Format for Electrical Engineering,Academic,هل اخدت تطعيم ؟,في ملايين الناس اخذوا التطعيم وانصابوا,"['vaccination', 'covid', 'health']",2022-04-08
Final Exam Format for Electrical Engineering,Academic,ماذا لو SKE will also continuously conduct risk assessments of the current COVID situation in the campus and at any time will switch to ONLINE MODE depending on the COVID situation.,اتفق,"['SKE', 'covid', 'online mode', 'risk assessment']",2022-04-08
Final Exam Format for Electrical Engineering,Academic,فاا برأيك يا اخوي الغالي ايش الحل ؟؟,الحل انه الكل يرجع ولا يكثر قرار الجامعه قد تم,"['solution', 'university decision', 'return to campus']",2022-04-08
Teaching and Learning Methods at UTM,Academic,What are the updates regarding the Teaching and Learning (TnL) methods for School of Electrical Engineering (SKE) students at UTM?,"The first notice issued by SKE on 14 March 2022 stated that face-to-face laboratory implementations will begin on Week 5 (17 April 2022). TnL will be online until the end of Semester 2 2021/2022, with final examinations conducted physically from 10 to 28 July 2022. Academic Circular No. 2/2022 dated 31 March 2022 states all TnL activities will be carried out physically and face-to-face or in a blended manner. A second notice dated 6 April 2022 states the change of TnL method to face-to-face/physical starting Week 7 (8 May 2022). Students constrained from entering campus (e.g., health, financial, family) after the mid-semester break may inform their lecturers and academic advisors to determine the learning method, but must ensure they are on campus before the final exam.","['Teaching and Learning', 'SKE', 'UTM', 'face-to-face', 'online', 'final exams']",2022-04-08
Online Guest Lecture on Communication,Academic,What are the details of the 2nd Online Guest Lecture by Innovate Malaysia?,The 2nd Online Guest Lecture by Innovate Malaysia is on the topic 'Communication with Structure'. It will be held on 14 April 2022 from 3pm to 4pm via MS Teams. The speaker is Karena Kamaruzaman from Intel. Registration is open for all university students at https://forms.gle/VfsgcB5rf8gULYFy9.,"['Innovate Malaysia', 'Online Guest Lecture', 'Communication', 'Karena Kamaruzaman', 'Intel']",2022-04-12
Student Concerns on Face-to-Face Learning,Academic,What are the concerns of students regarding the face-to-face learning decision at UTM?,"Students are concerned about the decision to return to face-to-face learning, especially those who face constraints such as health, financial, or family issues. They feel the decision was made without proper consultation and are seeking ways to address their concerns through formal channels like the Student Affairs and Academic Committee.","['face-to-face learning', 'student concerns', 'UTM', 'Student Affairs', 'Academic Committee']",2022-04-13
YouTube Channel for Digital Systems,Academic,Can anyone recommend a good YouTube channel or reference for learning Digital Systems?,Neso Academy is highly recommended for learning Digital Systems.,"['Digital Systems', 'YouTube', 'Neso Academy']",2022-04-12
Workshop Recording Availability,Academic,Is the recording of the workshop available?,"Yes, the recording of the workshop is available at https://youtu.be/glVrI7k-eyI.","['workshop', 'recording', 'YouTube']",2022-04-11
University Decision on Online vs Face-to-Face Classes,Academic,هل في تنسيق مع بقية اتحادات الطلاب في الكلية؟,نعم، كل الرؤساء مدعوين للحضور,"['اتحادات الطلاب', 'تنسيق', 'اجتماع']",2022-04-13
University Decision on Online vs Face-to-Face Classes,Academic,طب القرار الاخير ده امتي؟,بعد الاجتماع ان شاء الله بنذكر اذا كان في اي قرار بعد القرار الاخير هذا,"['قرار', 'اجتماع', 'تأخير']",2022-04-13
University Decision on Online vs Face-to-Face Classes,Academic,هو الاجتماع من دكتور وزير؟,للامانة ما عندي علم مين بالضبط بيكون في الاجتماع، لكن اكيد اصحاب الشأن من الـStudent Affairs,"['اجتماع', 'Student Affairs', 'قرار']",2022-04-13
University Decision on Online vs Face-to-Face Classes,Academic,متى الاجتماع؟,بكره ان شاء الله,"['اجتماع', 'موعد', 'قرار']",2022-04-13
University Decision on Online vs Face-to-Face Classes,Academic,بشروا يشباب هل طلعت نتايج الاجتماع؟,تكون فيس تو فيس من ٨ مايو الا للطلاب الي يقدرو يثبتو صعوباتهم بالادله بقدرو يقدمو طلب للاوفس عشان يدرس اون لاين,"['نتائج الاجتماع', 'فيس تو فيس', 'طلبات اونلاين']",2022-04-14
University Decision on Online vs Face-to-Face Classes,Academic,What about finals?,بالراحه فيس تو فيس,"['فاينل', 'فيس تو فيس', 'امتحانات']",2022-04-14
