topic,category,question,answer,keywords,timestamp
Course Schedule Inquiry,Academic,شباب احد عنده جداول مادة sience and technology thinking?,يوم الاربعاء 2-4,"['sience and technology thinking', 'جداول', 'مواعيد']",2021-10-13
Course Retake Inquiry,Academic,اذا ابا اعيد ماده عادي اعيدها بالكود القديم ؟,,"['اعادة مادة', 'كود قديم']",2021-10-13
Course Code Inquiry,Academic,SOE رمز ايش من فاكلتي؟,,"['SOE', 'رمز', 'فاكلتي']",2021-10-13
Course Difficulty Inquiry,Academic,شباب مين اخذ system modeling .. هل فيها اسايمنتات كثير او ماده بسيطه ؟,فيها بروجكت تسويه من بداية السمستر وتستين وفاينل,"['system modeling', 'اسايمنتات', 'بروجكت']",2021-10-13
Professor Recommendation,Academic,حد درس مع هذا الدكتور من قبل ؟,الدكتور شرحه ممتاز لكنه شديد فالدرجات,"['دكتور', 'شرح', 'درجات']",2021-10-13
Course Schedule Inquiry,Academic,يا شباب احد معاه اوقات سكاشن differential equations,,"['differential equations', 'سكاشن', 'مواعيد']",2021-10-13
Course Schedule Inquiry,Academic,شباب بالله English 3 !! مين عنده الجدول ؟,,"['English 3', 'جدول', 'مواعيد']",2021-10-13
Professor Recommendation,Academic,مين احسن حد فيهم للماتلاب؟,هذا جيد جدًا في الشرح 👍,"['ماتلاب', 'دكتور', 'شرح']",2021-10-13
Course Schedule Inquiry,Academic,شباب حد معاه جدول critical and creative thinking,,"['critical and creative thinking', 'جدول', 'مواعيد']",2021-10-13
Course Requirement Inquiry,Academic,اذا انا لغيت مادة English communication skills هل هذا حيمنعني من دراسة foreign language,لا,"['English communication skills', 'foreign language', 'إلغاء مادة']",2021-10-14
Course Registration and Section Changes,Academic,هل يمديه بعدما خلص وقت التسجيل ؟,ايوه,"['course registration', 'deadline', 'section change']",2021-10-15
Course Schedule Inquiry,Academic,يا شباب من وين اعرف جداول الوقت حق ال General courses حقت الجامعة,ارجع للجداول اللي بصفحة الكلية عالفيسبوك و قارن,"['general courses', 'schedule', 'university']",2021-10-15
Course Registration Issues,Academic,شباب موقع الجامعه حيجلطني كل ما أكبس شي بيطلعلي هاي الصفحه هل أحد صارت معه هل مشكلع,لا تطول بالصفحة,"['university website', 'technical issue', 'course registration']",2021-10-16
Course Material Inquiry,Academic,شباب اللي عنده كتاب math2 و modeling system للبيع يتواصل معي خاص وشكرا,https://drive.google.com/folderview?id=1F7FOcHHbbSiUXrCpDrbYlVP2TOBXVTB6,"['math2', 'modeling system', 'book', 'course material']",2021-10-17
Course Section Inquiry,Academic,شباب أحد بسكشن ٤ c programming,انا,"['c programming', 'section 4', 'course inquiry']",2021-10-17
Course Schedule Inquiry,Academic,مين معاه جدول programming Techniques C سكشن 3,المادة توقيتها ثابت من ١١-١ يوم الثلاثاء,"['programming techniques', 'c programming', 'schedule', 'section 3']",2021-10-17
Course Material Inquiry,Academic,شباب اى أحد أخد المادة مع الدكتور هده power system engineering يفيدنا إدا كان عنده ليها محاضرات سابقة مسجله أو امتحانات,ما في الا هو,"['power system engineering', 'lectures', 'exams', 'course material']",2021-10-16
Course Registration Issues,Academic,شباب الحين كيف بدنا نعرف انه اذا اخذنا كورس معين إضافي فوق جدولنا أنه ما يكون فيه تضارب مع كورس ثاني في الجدول,ارجع للجداول اللي بصفحة الكلية عالفيسبوك و قارن,"['course registration', 'schedule conflict', 'additional course']",2021-10-16
Course Section Inquiry,Academic,شباب حد مسجل فرنسي سكشن 3 او 5 ؟,شباب حد مسجل فرنسي سكشن 3 او 5 ؟,"['french', 'section 3', 'section 5', 'course inquiry']",2021-10-16
Course Material Inquiry,Academic,شباب احد قد نزل مادة عند هذي الدكتورة؟,ممتازه جدا,"['course material', 'lecturer', 'course inquiry']",2021-10-17
Professor Evaluation for MATH 1,Academic,شباب حابب استفسر عن هذولي دكاترة ماث ١ ايش تنصحوني فيه ؟,هذي كويسة جدا. وهذا تقريبا زوجها برضه كويس.,"['MATH 1', 'professor evaluation', 'advice']",2021-10-17
Engineering Science Course Availability,Academic,شباب احد منزل engineering science هذا السمستر؟ اذا احد عنده مواعيد الماده زين بعد,not offerred this semester.,"['engineering science', 'course availability', 'semester']",2021-10-17
C Programming Section Issues,Academic,شباب أنا سكشن ٤ بال c programming وللحين ما حطو لنا أي دكتور او محاضر ومش عارفين شو نسوي,صار نفس الموضوع سمستر الماضي و كانو يجيبو لهم محاضرات مسجله من سكاشن ثانيه لين ماجاهم دكتور ع  المد ترم. لو تقدر تحول سكشن حول.,"['C programming', 'section issues', 'lecturer', 'recorded lectures']",2021-10-23
Survey on Water Quality,Academic,"QUESTIONNAIRE ON WATER QUALITY FOR RESIDENTS AT OR NEAR TAMAN UNIVERSITI, SKUDAI, JOHOR, MALAYSIA","Hello! This questionnaire is part of a survey conducted by students for SKEL4723 Capstone Project course as part of our study program. The purpose of this survey is to study the perception of residents about water quality for their household and whether our proposed solution can meet the needs of the people. If you are a resident of Taman Universiti, please give us a short bit of your time to fill up this quick survey. NOTE: YOUR INFORMATION ARE HIGHLY TREATED AS CONFIDENTIAL AND SHALL NOT BE DISSEMINATED TO ANY THIRD PARTY AND SHALL BE USED FOR ACADEMIC AND RESEARCH PURPOSES ONLY. Link: https://forms.gle/qPMhBMJW8AZ1f73o7","['water quality', 'survey', 'Taman Universiti', 'SKEL4723', 'Capstone Project']",2021-10-28
