topic,category,question,answer,keywords,timestamp
Thermodynamics Assistance Request,Academic,شباب الي اخذ ثرمو من قبل وفاهم ياريت يتواصل عندي أستفسار و يعطيكم العافية,,"['ثرمو', 'استفسار', 'مساعدة']",2022-04-01
Student Feedback on University Decisions,Student Life,فيه تصويت على التلجرام ياريت الكل يشارك فيه بيساعدنا نعرف رغباتكم ونحاول نطالب فيها,رابط مجموعة التلجرام في وصف المجموعة,"['تصويت', 'تلجرام', 'رغبات الطلاب']",2022-04-01
Yemeni Students Group Formation,Student Life,يمكنك الانضمام للمجموعات الاساسية للطلبة اليمنيين في UTM عبر هذا الرابط,https://forms.gle/vvc9vVpr6Ui8pCT97,"['مجموعات يمنية', 'UTM', 'انضمام']",2022-04-01
University Survey on Physical Class Readiness,Academic,تم إنشاء جوجل فورم من قبل ادارة الجامعة لبحث قابلية الطلاب لنظام الحضوري، يرجى من جميع الطلبة تعبئة هذا الفورم بأقصى سرعة ممكنة,https://bit.ly/3INC24w,"['جوجل فورم', 'نظام الحضوري', 'استطلاع']",2022-04-02
Reinforcement Lectures Announcement,Academic,يعلن YSAG عن مجموعة تخص محاضرات التقوية 👨🏻‍🎓📚,رابط المجموعة👇 https://chat.whatsapp.com/JyCpNAjVLsy50IFx4jiDSp,"['محاضرات تقوية', 'YSAG', 'UTM']",2022-04-04
Course Withdrawal Process,Academic,PERMOHONAN TARIK DIRI KURSUS,BORANG TARIKH DIRI (TD) / COURSE WITHDRAWAL (TD) https://amd.utm.my/files/2020/07/Borang-Tarik-Diri-Kursus-TD.pdf LINK GOOGLE FORM : https://forms.gle/zQYsZDNY45QxaX2H7,"['تسجيل المقررات', 'انسحاب', 'UTM']",2022-04-06
Online Learning Confirmation,Academic,"TEACHING AND LEARNING METHODS (T&L) FOR TRANSITION PHASE TO ENDEMIC IN SEMESTER II 2021/2022 SCHOOL OF MECHANICAL ENGINEERING, FACULTY OF ENGINEERING UTM",The School Academic Committee (JKAS) meeting No 5/2022 on 6 April 2022 has now decided that all teaching and learning activities including the final examination will be continued via fully *ONLINE* mode.,"['التعلم عبر الإنترنت', 'الفصل الدراسي الثاني', 'UTM']",2022-04-07
Refrigeration Performance Test Lab Report,Academic,شباب بالله الريبورت ذا اذا احد عنده lab 2 Refrigeration Performance Test,قليل و ارسل لك إن شاء الله,"['lab 2', 'Refrigeration Performance Test', 'report']",2022-04-09
Introduction to Design Course Inquiry,Academic,السلام عليكم شباب، ممكن اذا اي حد درس مع هذا الدكتور كورس Introduction to design يراسلني خاص اذا سمح,,"['Introduction to design', 'course', 'doctor']",2022-04-10
Exam Schedule Inquiry,Academic,السلام عليكم، حد عنده جدول اختبارات المواد؟,Jadual Ujian 2021 2022 - 02 - EDARAN.xlsx • 8 sheets document omitted. احتمال ينزل تعديل لموعد التستات بعد هذا الملف نفس كل مره.,"['exam schedule', 'test dates', 'Jadual Ujian']",2022-04-12
Exam Schedule Complaint,Academic,ممكن ايميل نقدر نعترض فيه على الجدول الي دايم يرسلونه اذا في مشكلة,skm-ug@utm.my,"['exam schedule', 'complaint', 'email']",2022-04-13
Finite Element Method Resources,Academic,,Finite element method. Multiple documents shared related to FEM tests and solutions.,"['Finite Element Method', 'FEM', 'test papers', 'solutions']",2022-04-17
Dynamics Course Tutorials,Academic,,تم انشاء سلسلة شروح : Dynamics المقدمة من YSAG بحلقة جديدة. تقديم: وليد باناجة. رابط: https://youtube.com/playlist?list=PL2LRRctxxQruqZXQATGB-YprEnoJfxS2X,"['Dynamics', 'tutorials', 'YSAG', 'playlist']",2022-04-17
Math Course Exam Mode Inquiry,Academic,اي وضع مواد كلية الماث للكليات الثانيه. غير الكهرباء,الماث على كلام الدكتورة قالت الاختبارات الفاينال فيس تو فيس التابعه لهم. وبتقول القرار نهائي. اذا عندك عذر بيرجعوه لك اونلاين.,"['Math', 'exam mode', 'face to face', 'online']",2022-04-18
Engineering Mathematics Tutorial,Academic,,لجميع تخصصات الهندسة. المحاضر: مازن محروس. التاريخ: الجمعة ، 22 أبريل. السبت ، 23 أبريل. المادة: Engineering Mathematics 1. المنصة: Zoom Meeting. الوقت: 9:00 مساءً بتوقيت ماليزيا. رابط: https://chat.whatsapp.com/JyCpNAjVLsy50IFx4jiDSp,"['Engineering Mathematics', 'tutorial', 'Zoom', 'YSAG']",2022-04-18
Final Exam Mode Announcement,Academic,,"Final examination will be conducted face 2 face (F2F) for all students. If students have difficulties to present F2F for final examination, they may request permission to sit final examination via ONLINE with relevant supported evidence.","['final exam', 'face to face', 'online', 'permission']",2022-04-18
Mechatronics Past Exams Request,Academic,الي عنده اختبارات سابقه ميكاترونكس يرسلها,,"['Mechatronics', 'past exams', 'test papers']",2022-04-18
