topic,category,question,answer,keywords,timestamp
Viewing Grades on UTM Portal,Academic,هل فيه طريقه ثانيه اقدر اشوف فيها الدرجات لان ذا في مواد كثيره مايطلعها لك فهل فيه ؟,"1) This this the link that U R going to use : http://academic.utm.my/UGStudent/asp/AuditIjazahUG.asp?kp=&sm=202120221&sa=202120221
2) Then go to your grade list and copy the number after { Kp = } until the number before the first { & }
For ex : ( 1ETVSINEOOSNIIDNEONA)
And paste it in the first link 👆 After { KP= }
Then You will get your result 😉","['grades', 'UTM portal', 'view grades', 'academic link']",2022-01-03
Course Registration Dates,Academic,شباب متى التسجيل يبدا ؟,"من يوم 17 هذا الشهر
Compulsory registration by online is on 17&18 March..new semester begin 20march","['registration', 'course registration', 'semester start']",2022-03-04
Recommendations for Good Professors,Academic,"السلام عليكم شباب , لوسمحتم اذا اي حد يعرف دكاترة كويسين في هذي المواد يفيدنا","بالنسبه لي :
Hanimy
Mohd Fairuz
ماعندي احد
Ahmed
Ahmed Qushairi
ماعندي احد
Faisal
ماعندي احد","['professors', 'recommendations', 'good professors', 'course materials']",2022-03-03
PhD Studies at UTM,Academic,في أحد يحضر دكتوراة عندنا في الكلية؟,UTM is working on bringing students back to campus. If you have the chance it is strongly suggested that you come and complete your project physically in the university.,"['PhD', 'UTM', 'campus return', 'research project']",2022-03-07
YSAG Academic Group Leaders Announcement,Academic,Who are the leaders of the academic groups for the year 2022-2023?,"The leaders for the academic groups for the year 2022-2023 are as follows: 
- YSAG President: محمد البيتي (+971503324041) 
- YSAG Vice-President: عبدالله الشاطري (+60 18-252 8300) 
- Foundation: مالك الشومي (+966 53 687 6216) 
- Faculty of Biomedical Engineering: اسامة الحميدي (+974 6615 6389) 
- Faculty of Petroleum Engineering: عبدالله السقاف (+60 11-6112 8644) 
- Faculty of Chemical Engineering: ابراهيم جابر (+966 53 317 4895) 
- Faculty of Civil Engineering: عبدالملك مروان (+60 11-2546 0237) 
- Faculty of Electrical Engineering: انس محمود (+966 55 418 1004) 
- Faculty of Mechanical Engineering: هاني بن عفيف (+966 53 730 2826) 
- Faculty of Computing: عبدالعزيز توفيق (+966 56 382 0279) 
- Faculty of Management: عزالدين احمد (+60 11-6425 5452).","['YSAG', 'academic groups', 'leaders', '2022-2023']",2022-11-03
YSAG Website Announcement,Academic,What services does the new YSAG website offer?,"The new YSAG website offers the following services: 
⭐️ Upcoming Events 
⭐️ E-Library 
⭐️ YouTube Academic Content 
📍Curriculum Lessons 
📍Academic Programs and Workshops 
📍Recommend Playlist 
⭐️Contact Us. The website link is: https://sites.google.com/view/ysag.","['YSAG', 'website', 'services', 'academic content']",2022-11-03
Aerospace Engineering Inquiries,Academic,Who can I contact for inquiries about Aerospace Engineering?,"If you have inquiries about Aerospace Engineering, you can contact someone specializing in that field. The exact contact information was not provided in the chat.","['Aerospace Engineering', 'inquiries', 'contact']",2022-03-14
Dynamics Course Recommendation,Academic,Who is recommended to take the Dynamics course with?,It is recommended to take the Dynamics course with a specific instructor who provides many examples and does not require many assignments. The exact name of the instructor was not provided in the chat.,"['Dynamics', 'course', 'recommendation', 'instructor']",2022-03-15
Differential Equations Instructors,Academic,Which instructors are recommended for Differential Equations?,"For Differential Equations, it is recommended to avoid certain instructors and prefer others who provide excellent explanations and fair grading. Specific names were mentioned but not detailed in the chat.","['Differential Equations', 'instructors', 'recommendation']",2022-03-15
Electrical Technology Course,Academic,Which instructor is recommended for the SEEU 1002 Electrical Technology course?,"A specific instructor is recommended for the SEEU 1002 Electrical Technology course, described as excellent. The exact name of the instructor was not provided in the chat.","['Electrical Technology', 'SEEU 1002', 'instructor', 'recommendation']",2022-03-15
Study Mode Inquiry,Academic,Will the study mode be online or in-person?,"For the Faculty of Electrical Engineering, the study mode is online, and the final exams are in-person. It appears that other faculties may follow a similar pattern.","['study mode', 'online', 'in-person', 'final exams']",2022-03-15
Solid Mechanics Course,Academic,Which instructor is recommended for the Solid Mechanics 2 course?,A specific instructor is highly recommended for the Solid Mechanics 2 course. The exact name of the instructor was not provided in the chat.,"['Solid Mechanics', 'course', 'instructor', 'recommendation']",2022-03-15
Thermodynamics Course,Academic,Which instructor is recommended for the Thermodynamics course?,Dr. Hayati is highly recommended for the Thermodynamics course. She is praised for her teaching and grading.,"['Thermodynamics', 'course', 'instructor', 'Dr. Hayati']",2022-03-15
Professional Communication Skills Course,Academic,Which instructor is recommended for the Professional Communication Skills (English 3) course?,"A specific instructor is recommended for the Professional Communication Skills course, described as excellent. The exact name of the instructor was not provided in the chat.","['Professional Communication Skills', 'English 3', 'instructor', 'recommendation']",2022-03-16
Statics Course,Academic,Which instructor is recommended for the Statics course?,"For the Statics course, it is recommended to avoid certain instructors and prefer others who provide fair grading and good explanations. Specific names were mentioned but not detailed in the chat.","['Statics', 'course', 'instructor', 'recommendation']",2022-03-16
Professor Evaluation for Material Science,Academic,ي شباب المتيريل ساينس حبيبه تجلد واجبات ؟ وكيف الدرجات معاها بشكل عام؟,الفترة الاخيرة سمعت انها تزيد الواجبات الدرجات تعطيك حقك,"['Material Science', 'واجبات', 'درجات', 'حبيبه']",2022-03-16
Professor Evaluation for Numerical Methods,Academic,حد عنده خبر على مادة النومريكال ميثودز وكيف شرح الدكاترة بالمادة هذي، اي دكتور/ة يفضل اخذ الماده عنده؟,شوف من الثلاثه الدكاتره انصحك فيه,"['Numerical Methods', 'دكاترة', 'شرح', 'مادة']",2022-03-17
Professor Evaluation for Industrial Engineering,Academic,Industrial اي واحد اختار🌚,انا اقول هذا شكله زلم,"['Industrial Engineering', 'دكتور', 'اختيار']",2022-03-17
Professor Evaluation for Statistics,Academic,Statistics ياشباب,لا تدخل عند هذه,"['Statistics', 'دكتور', 'نصيحة']",2022-03-16
Professor Evaluation for Electronics,Academic,الكترونكس ياشباب ملاحظاتكم,هذا دكتور طيب الي حلو فيه انه يدرس فيديو و نوتاته رهييييببه بس مشكلته في الشرح انه يتكلم نص ماليزي و نص انجليزي 😅,"['Electronics', 'دكتور', 'شرح', 'نوتات']",2022-03-16
Course Registration and Section Selection,Academic,شباب الان التسجيل بس بكرة ولا التعديل كمان؟,التسجيل اليوم وبكره راح يكون عن طريق course registration … اما الاسبوع الجاي حيكون تسجيل وتعديل سكاشن عن طريق form تعبيه وترسلها لل Academic advisor تبعك وبعدين ترسله عن طريق google form,"['تسجيل', 'تعديل', 'سكاشن', 'course registration']",2022-03-17
Course Registration and Section Selection,Academic,مش اونلاين نفس الفصل الماضي؟ ليش غيروه؟,اعتذر .. نعم عن طريق amendment ، الي بيسجل فوق 18 credits لازم يعبي الفورم,"['تسجيل', 'اونلاين', 'amendment', 'credits']",2022-03-17
Course Registration and Section Selection,Academic,شباب ذي اش وضعها ولا ماحد يعرفها؟,درس عنده كذا مادة شرحه لاباس وبسيط لغته لك عليه اهم شي عنده الحضور والدرجات يعتمد عليك وع حضورك واحترامك للدكتور,"['مادة', 'شرح', 'حضور', 'درجات']",2022-03-17
Course Registration and Section Selection,Academic,شباب افضل دكتور ل academic communication skills؟,https://m.facebook.com/615994021930062/ شيك هنا,"['دكتور', 'academic communication skills', 'facebook']",2022-03-17
Course Registration and Section Selection,Academic,في احد عنده جدول ماث 1؟,شباب هاذي تدرس انجليزي قد مرت على احد,"['جدول', 'ماث 1', 'انجليزي']",2022-03-17
Course Registration and Section Selection,Academic,شباب ستاتستكس كيف هذي؟ ضرووري,الشرح 0 كلشي ثاني ممتار درجات وحضور وواجبات مريحك,"['ستاتستكس', 'شرح', 'درجات', 'واجبات']",2022-03-17
Course Registration and Section Selection,Academic,مين احسن في دول دينامكس؟,درسني نص ترم في السولد ١,"['دينامكس', 'دكتور', 'شرح']",2022-03-17
Course Registration and Section Selection,Academic,في احد عنده خلفيه على دكتوره فريده في ماث 2؟,ممتازة تعطيك حقك وتشرح شرح ممتاز,"['دكتوره', 'ماث 2', 'شرح']",2022-03-17
Course Registration and Section Selection,Academic,حد عنده فكرة مع من أفضل؟,هذي ممتارة,"['دكتور', 'THINKING OF SCIENCE AND TECHNOLOGY']",2022-03-17
Course Registration and Section Selection,Academic,شباب دفرنشل اي وحده فيهم كويسه؟,يب افضل واحده تدرس ماث,"['دفرنشل', 'دكتور', 'ماث']",2022-03-17
Course Registration and Section Selection,Academic,شباب في سيكشن يعطوه اتنين دكاتره واحد كويس اعرفه مع هادي ف هل احد يعرفها؟,شرحها حلو مره لكنها شديده بتصحيح,"['سيكشن', 'دكتور', 'تصحيح']",2022-03-18
Course and Instructor Feedback,Academic,هذي معناها انهم راح يتقاسمو الترم و تصحيح الامتحانات,سواء قبل مد و بعده او درس بدرس وهكذا حسب نظامهم,"['تصحيح الامتحانات', 'نظام الترم']",2022-03-18
Course and Instructor Feedback,Academic,سولد ١ مهمه جدآ احسن لك دكتوره حبيبه ولا الدكتور الصيني اعتقد اسمه اونج ذول شرحهم ١٠/١٠,"دكتور وونق التوب فالشرح, بس للامانه كل اسبوع يشقك ب جروب اسايمنت👌🏻 بس عادي تستفيد يجيب بريفيس","['سولد ١', 'دكتور وونق', 'اسايمنت']",2022-03-18
Course and Instructor Feedback,Academic,ايش افضل دكتورة للgraduate success?,انا باخذ عند ذا لانه درسني داينميكس وكان جيد الصراحه الباقيين ماعرفهم ومابغى اختطر,"['graduate success', 'داينميكس']",2022-03-18
Course and Instructor Feedback,Academic,تعرفوا واحد يعرف يشرح ثيرمو في اليوتيوب ؟😅,https://sites.google.com/view/ysag/youtube-academic-content/recommended-playlists-%D9%82%D9%88%D8%A7%D8%A6%D9%85-%D8%A5%D8%AE%D8%AA%D8%B1%D9%86%D8%A7%D9%87%D8%A7-%D9%84%D9%83%D9%85?authuser=0,"['ثيرمو', 'اليوتيوب']",2022-03-18
Course and Instructor Feedback,Academic,شباب كيف هذا الدكتور,شرحة بطل ، تعامله يعتمد عليك ، اذا انت من النوع اللي تسحب على الكلاسات وما تحضر ف نصيحة لا تدخل معه ، اما اذا انت ملتزم معه وتحضر ف بتمشي معه تمام ، درجات الاسايمنتات كلها مسائل يجيبها في الكلاس ويجيب درجات زيادة على مسائل تحلها في الكلاس,"['دكتور', 'شرح', 'اسايمنتات']",2022-03-18
Course and Instructor Feedback,Academic,شباب مافي الا ذول الاثنين دكاتره للانترناشونال لمادة THINKING OF SCIENCE AND TECHNOLOGY في ايهم افضل؟,افضلهم وليام,"['THINKING OF SCIENCE AND TECHNOLOGY', 'دكاتره']",2022-03-19
Course and Instructor Feedback,Academic,هو الدكتور محمد دانيال فالداينمكس اخباروا ايه؟,درسنا intro to mechanical.دكتور يشرح تمام بس بالدرجات والبروجكت صراحة ما يعطيك الي تستحقه,"['الدكتور محمد دانيال', 'داينمكس']",2022-03-19
Course and Instructor Feedback,Academic,شباب كيف هذي,هذا افضل دكتور ممكن تتعامل معه في الكلية ، شرحه لا بأس بس تعامله كويس ويعطيك حقك وزياده,"['دكتور', 'شرح', 'تعامل']",2022-03-19
Course and Instructor Feedback,Academic,شباب كيف شرحها في الماث والتصحيح عموماً,شرح بنص ريال ما عندها، ميزتها الحضور عندها كان طريقته حلوه، تقسم السكشن كله قروبات و تحط اسئله من المثال اللي تشرحهه وقت الكلاس و واحد بس من كل قروب يجواب و مافي تحضير,"['الماث', 'تصحيح', 'حضور']",2022-03-20
Course and Instructor Feedback,Academic,حد خذ عند هالدكتور؟,مافي الا هو ، و صاحبنا يقول إنه ما يشرح شي و الله يعينك عليه,"['دكتور', 'شرح']",2022-03-20
Faculty of Social Sciences Email Inquiry,Academic,حد عنده إيميل كلية faculty of science social,,"['faculty of social sciences', 'email', 'contact']",2022-03-21
Course Feedback on DE and Math 1,Academic,درستني DE هذه شرحها مره سيء بس كانت طيبه معنا,اخذت معها الفصل الماضي ما بكذب عليك اعتمدت على شرح بلال في اليوتيوب (ysag) و من ناحيه الدرجات تعطيك حقك,"['DE', 'Math 1', 'course feedback', 'teaching quality']",2022-03-21
Attendance Requirements for Mechatronics Course,Academic,الي ياخذ ميكاترونكس بالله كلموا دكاترتكم و اسالوهم اذا حضور ولا لا,دكتورنا قال بعد المد بريك حضور,"['mechatronics', 'attendance', 'course requirements']",2022-03-21
