topic,category,question,answer,keywords,timestamp
Course Registration and Withdrawal,Academic,من معه رابط التسجيل و حذف المواد لهذا الأسبوع؟,,"['رابط التسجيل', 'حذف المواد', 'الأسبوع']",2022-11-02
Exam Preparation,Academic,الي عنده شرح دكتور wong في السولد2 يرسبه لي في الخاص ضروري😅 درس الenergy method,,"['شرح', 'دكتور wong', 'السولد2', 'energy method']",2022-11-05
Course Enrollment,Academic,السلام عليكم احد مسجل في مادة fluids1 سكشن ٦ يكملني بالله,اتفضل,"['fluids1', 'سكشن ٦', 'تسجيل']",2022-11-05
Exam Preparation,Academic,ي شباب احد عنده Manufacturing Processes Test1 ? بريفوس,شوف المكتبه,"['Manufacturing Processes', 'Test1', 'بريفوس']",2022-11-08
Career Guidance,Academic,دلوقتي انا pure mechanics و مش عارف ابتدي اجهز نفسي في انهي مجال في ميكانيكا بالظبط مع العلم اني خدت تمرين سيارات قبل كدا و حاببها. هل اكمل فيها ولا في مجال تاني حد حابب يرشحولي يكون احسن في السوق العمل؟,واحد من السناير مره كتب عن هذا الموضوع 😅 للامانه ما اقدر اساعدك في ذا الشي بحكم اني نفسك مش عارف🌚,"['pure mechanics', 'مجال ميكانيكا', 'سيارات', 'سوق العمل']",2022-11-09
Exam Preparation,Academic,فيه احد منزل مادة ثيرموداينمكس هالسمستر ؟ يكلمني خاص,,"['ثيرموداينمكس', 'هالسمستر']",2022-11-09
Project Assistance,Academic,ي اخوان احد سوا هالمشروع او يعرف احد,حبيبنا هذي مادة جديدة توهم اضافوها بدل اللي كان اسمها philosophy and current issues,"['مشروع', 'Value and identity', 'Individual Tasks']",2022-11-12
Lab Preparation,Academic,يا شباب من منكم اخذ FYP2 في المختبرات؟ احتاج استفسر عن المستلزمات اللازمة قبل دخول المختبر.,,"['FYP2', 'مختبرات', 'مستلزمات']",2022-11-13
Thesis Template,Academic,يا شباب إذا أحد عنده ال thesis template لي FYP 1 يرسلها لو سمحتوا,https://www.myfirstthesis.c23434.net/thesis/ موجود هنا ⬆️,"['thesis template', 'FYP 1']",2022-11-13
Exam Preparation,Academic,ي شباب احد عنده بريفيوسات تيست ١ لي سنوات قريبه لي كوالتي سيستم SEMI 3823,شيك في المكتبة بتحصل,"['بريفوسات', 'تيست ١', 'كوالتي سيستم', 'SEMI 3823']",2022-11-14
Bank Account Assistance,Other,السلام عليكم شباب احد عندة رقم جوال او حتى يعرف احد يفتح حساب بنكي ف ال RHB بالله يرسله اذا تكرمتو,‎Contact card omitted,"['حساب بنكي', 'RHB']",2022-11-15
Online Classes,Academic,بكرة معنا حصص اونلاين او إجازة؟,إجازة إلى يوم الإثنين,"['حصص اونلاين', 'إجازة']",2022-11-16
Course Withdrawal,Academic,عيال الدروب متى يقفل,"Assalamualaikum and Greetings Students For the WITHDRAWAL course, please fill in the withdrawal Form with the signature of the ACADEMIC ADVISOR. For CHANGE THE CODE course, please fill the inset/delete form Date : 6 Nov 2022 until 15 Dec 2022 Completed form please upload at the Google Form Link: https://forms.gle/sMxcaqwMKsfZiAaf9 Withdrawal Form : https://amd.utm.my/files/2022/06/Course-Withdrawal-Form.pdf Insert/delete Form : amd.utm.my/files/2020/07/Borang-Pembetulan-Kursus.pdf","['الدروب', 'Course Withdrawal', 'Change the Code']",2022-11-24
Exam Preparation,Academic,شباب بالله الي اخذ appliedthermo السمستر الي فات اذا ممكن يرسل test1 question?,,"['appliedthermo', 'test1', 'question']",2022-11-25
Final Exam Schedule,Academic,يا شباب احد عنده علم اذا احد عنده اختبار يوم الاثنين القادم يتاجل او لا ؟؟,كان عندنا اختبار وتاجل الى الاربعاء لكن الافضل كل واحد يتاكد من الدكتور حقه,"['اختبار', 'يتاجل', 'يوم الاثنين']",2022-11-26
Course Feedback,Academic,شباب كيف هذا الدكتور Electronic,انا اخذت معه الكترونكس الدكتور كان مره طيب و نوتاته اسطوريه. حرفياً ما تحتاج شرح من اليوتيوب(شرط انك فاهم اساسيات الكهرباء الي هو من electrical technology ) بس عيبه حاجه واحده هو بيقول لك انه بيتكلم نص ماليزي و نص انجليزي بس من وجه نظري. كان يتكلم بالماليزي اكثر من الانجليزي,"['الدكتور', 'Electronic', 'الكترونكس']",2022-11-26
Exam Preparation,Academic,سلام عليكم شباب اذا في واحد معه تست ال MCQ مادة الthinking of science and technology يبعته تست السمستر اللي مضى,,"['MCQ', 'thinking of science and technology', 'تست']",2022-11-27
Project Assistance,Academic,سلام عليكم حد اخذ Data analytics UTMPSC? اللي معاه بروجكت جاهز يرسلي😅,,"['Data analytics', 'UTMPSC', 'بروجكت']",2022-11-28
