topic,category,question,answer,keywords,timestamp
Mathematics Final Exams,Academic,حد عنده فاينلات مواد الماث؟,كل الملفات بتحصلها موحدة في المكتبة في فولدر اسمه MATHEMATICS COURSES,"['فاينلات', 'مواد الماث', 'امتحانات']",2022-01-06
Exam Schedule Conflict,Academic,شباب الي عنده امتحانين بنفس اليوم بنفس الوقت ايش يسوي؟,كلم الاوفيس من الحين وكلم الادفايزر تبعك,"['امتحانين', 'نفس الوقت', 'نفس اليوم', 'تست']",2022-06-05
Mechatronics Projects,Academic,شباب في احد عنده بروجكتات mechatronics?,,"['بروجكتات', 'mechatronics']",2022-06-02
UTM Space Link,Academic,في احد عنده رابط ال UTM space,,"['رابط', 'UTM space']",2022-06-05
Group Assignment Inquiry,Academic,احد سوى ذا الواجب ولا واحد يشبهه,,"['واجب', 'SKMM 3033', 'group assignment']",2022-06-07
Industrial Engineering Project,Academic,شباب بالله في احد اخذ مشروع ال industrial eng,,"['مشروع', 'industrial engineering']",2022-06-21
Finite Element Methods Project,Academic,حد عنده group project حق finite element methods ؟,,"['group project', 'finite element methods']",2022-06-22
Registration Inquiry,Academic,هل في احد قد سجل في فتره بعد الpre registration ؟,,"['pre registration', 'registration', 'مقاعد']",2022-06-23
Malay Language Oral Exam,Academic,اذا ممكن واحد يفيدني هذي كل صور الاسئلة اللي تظهر ف الاختبار الشفهي تبع اللغة الماليزي ولا في واحد ظهرت له صورة مختلفة,في صور ايضاً على بازارات (غالباً توصف فيها الالوان عدد الاشخاص) اعرف شباب طلع لهم مطعم بلاد الرافدين اذا عرفته ونفس الشي وصف اللوان وعدد اشخاص,"['الاختبار الشفهي', 'اللغة الماليزي', 'صور الاسئلة']",2022-06-30
Vibration Project,Academic,سلام عليكم ي شباب، حد معاه بروجكت الفايبرشن هذا؟؟ ضروووري😬,,"['بروجكت', 'فايبرشن']",2022-06-30
