topic,category,question,answer,keywords,timestamp
Course Registration for Semester 2,Academic,"All students are COMPULSORY to register for courses - Semester 2, Session 2024/2025, from 6 January 2025 until 17 January 2025. Course registration can be done on the Student Portal at https://my.utm.my.","All students are COMPULSORY to register for courses - Semester 2, Session 2024/2025, from 6 January 2025 until 17 January 2025. Course registration can be done on the Student Portal at https://my.utm.my.","['course registration', 'Semester 2', 'Student Portal']",2025-01-01
Elective Courses Selection,Academic,شباب ايه اسهل مواد electives اسجلها اقدر اجيب فيها A انا تخصص بيور. وعندي سؤال هل كل المواد الelectives بتكون متاحه للتسجيل ولا بعضهم مبيكنش مفتوح للتسجيل.,لو بتسجل من غير تراك فانت مبتعرفش تسجل غير فالمواد اللي فضل فيها مكان بعد ما بتوع التراك يتسجلوا. يعني ممكن تمشي بالحب بتوقيع الدكتور بتاع السكشن بس دي القاعدة العامة.,"['electives', 'course registration', 'A grade']",2025-01-01
Easy Elective Courses,Academic,طب ايه الكورسات السهل اجيب فيها تقدير,"خذ مواد من تبع الأنديستريال. مش عارف إذا نفس المواد متاحة لأنهم بيغيروها من دفعة لدفعة. وفي عندك مواد الثيرمو طيبة بس ماقد اخذتها للأمانة أنا أخذت Operation Research, Control production plan, Quality Engineering بس تحتاج تكون فاهم شوي في الأحصاء وفي مادة تبع Simulation of Industrial.","['electives', 'easy courses', 'A grade']",2025-01-01
Course Difficulty,Academic,تمام تسلمو يا شباب. في مواد اتجنبها طيب معروفه انها صعبه؟,مسار الروبوت ابعد عنه.,"['course difficulty', 'robotics']",2025-01-01
Holiday Announcement,Student Life,هل بكره فعلا اجازة لكُليتنا ؟,نعم,"['holiday', 'university']",2025-01-05
Lecture Schedule for Semester 2,Academic,السلام عليكم يا شباب احد عنده الرابط حق مواعيد الكلاسات للسمستر الجاي,Please be informed that the Semester 2 2024/2025 lecture schedule can be accessed via the link : https://drive.google.com/drive/folders/1dyTY3hnT_HWgayMJExD6rzNtUblppPlD?usp=share_link,"['lecture schedule', 'Semester 2']",2025-01-07
MPhil Duration,Academic,عادة كم ياخذ الطالب من وقت للحصول على شهادة Mphil في جامعة UTM؟,يفضل تتأكد من موقع الجامعة حسب البرنامج.,"['MPhil', 'duration', 'UTM']",2025-01-14
Final Exam Schedule,Academic,حد يعرف إذا جدول الامتحانات النهايه إلى نزل هو الجدول الأخير او باقي بيعدلون التواريخ,FKM - Final Examination Timetable Sem 1 Session 20242025.pdf • 8 pages document omitted.,"['final exam', 'schedule', 'FKM']",2025-01-14
Online Classes During Ramadan,Academic,وبشكل رسمي الدراسة في شهر رمضان المبارك و اول اسبوع من شهر شوال ستكون (اونلاين) في جامعة UTM,وبشكل رسمي الدراسة في شهر رمضان المبارك و اول اسبوع من شهر شوال ستكون (اونلاين) في جامعة UTM,"['Ramadan', 'online classes', 'UTM']",2025-01-20
3D Printing Locations,Student Life,"شباب، وين كل الأماكن الممكن أطبع فيها (3d printing)... اللي أعرفهم هم اللي في C23, و E01، و KTC (CSI). اذا حد يعرف اي مكان ثاني في الجامعة أكون شاكر له",No specific answer provided in the chat.,"['3D printing', 'locations', 'university']",2025-01-21
