topic,category,question,answer,keywords,timestamp
Course Registration for Software Engineering,Academic,هي المواد اللي بتظهرلي ع الموقع في course registration هي دي كل المواد اللي محتاجة احجزهم صح؟,"هذي هي المواد
بدون free elective","['course registration', 'software engineering', 'free elective']",2024-10-01
Course Registration Issue,Academic,Issue: Unable to register for Integrity and anti corruption course,"Name: FATIN SYAKIRAH BINTI MUHAMAD HARDON 
Matrics No: A24CS0073

Issue: Unable to register for Integrity and anti corruption course","['course registration', 'Integrity and anti corruption course', 'issue']",2024-10-01
New Software Engineering Program,Academic,متى فتحوا هذا التخصص و هل هو اربع ولا ثلاث سنين ؟,هذي اول سنة اربع سنين,"['software engineering', 'new program', 'duration']",2024-10-01
Course Registration for New Students,Academic,ليش اليوم؟ أنا طالبة جديدة كمان بس الديدلاين هو ٥ أكتوبر,صحيح هذا القروب للطلاب النظامي مو بريدجنق,"['course registration', 'new students', 'deadline']",2024-10-01
Course Registration Error,Academic,يا عيال يطلعلي ذي العلامه مع انو special regestration اليوم,تقريبا حيفتح ال 8 صبح,"['course registration', 'error', 'special registration']",2024-10-02
Course Registration Amendment,Academic,شباب ال amendment يختلف عن ال registration?,"الamendment حذف وإضافة
يجي بعد الregistration","['course registration', 'amendment', 'registration']",2024-10-02
Course Registration for Computer Science,Academic,انا عندي مكتوب SECJH بالاوفر ليتر و سجلت مواد SCSEH هي نفسها ولا لا,"SECJH for the Computer Science (Software Engineering)
SCSEH for the Software Engineering","['course registration', 'computer science', 'software engineering']",2024-10-02
Course Registration for New Intake,Academic,اذا كنت مع الدفعه الجديده 2024/2025 ف تلقائي بتخش SESEH و ما عاد تقدر تسجل ب SECJH لأن الأول بديل الثاني,اذا كنت مع الدفعه الجديده 2024/2025 ف تلقائي بتخش SESEH و ما عاد تقدر تسجل ب SECJH لأن الأول بديل الثاني,"['course registration', 'new intake', 'SECJH', 'SESEH']",2024-10-02
Course Registration for University Free Electives,Academic,هل في حد يعرف ايش المواد الي نقدر انسجلها ك university free electives,"مشكور لقيتهن, 
طلعن نفس free elective 
عند سمستر 1","['course registration', 'university free electives', 'semester 1']",2024-10-03
Calculator Requirement for Courses,Academic,في نوع calculator معين لازم اشتريه ولا اي نوع عادي؟,كاسيو القديم و الجديد كلو ينفع لاكن الجديد افضل من ناحيه السرعه في حساب المصفوفات,"['calculator', 'course requirement', 'Casio']",2024-10-04
Course Schedule Inquiry,Academic,هل فيه احد عنده جدول للمواد الforeign مع مواعيدها؟,https://bit.ly/Timetable202420251,"['جدول', 'مواد', 'foreign', 'مواعيد']",2024-10-06
Faculty Office Locations,Academic,يا عيال احد عنده ملف الي فيه مكان المكاتب تبع الدكاتره و ايميلاتهم او ارقامهم,<Media omitted>,"['مكاتب', 'دكاترة', 'ايميلات', 'ارقام']",2024-10-06
Transportation Inquiry,Student Life,كيف اقدر اروح من السنتر لل T05,E,"['سنتر', 'T05', 'باصات']",2024-10-06
Professor Contact Information,Academic,احد معه رقم او حساب التيليقرام حق هذا الدكتور (Dr. Muhalim Bin Mohamed Amin),<Media omitted>,"['دكتور', 'رقم', 'تيليقرام', 'Muhalim Bin Mohamed Amin']",2024-10-06
Course Location Inquiry,Academic,احد يعرف مكان قاعه ISTL ؟,N28-329-01,"['قاعة', 'ISTL', 'مكان']",2024-10-06
Course Selection Advice,Academic,انا مخير بسبب التايم تابل بين SE : Johana HCI : Sarina binti suliman أو SE: Muhammad luqman HCI: Aida,Johana Sarina,"['SE', 'HCI', 'Johana', 'Sarina', 'Muhammad luqman', 'Aida']",2024-10-07
Professor Evaluation,Academic,شباب كيف aida binti ali,هبله بس شديده بالدرجات,"['aida binti ali', 'درجات', 'هبله']",2024-10-08
Course Location Inquiry,Academic,اللي أخذوا مادة إقرأ، وين أحضر كلاساتها وكيف تسجيل الحضور؛ لأنه مافي شيء محدث في الـ eLearning ؟,في المسجد حق الجامعه تطلع السلم وتروح للخلف,"['مادة إقرأ', 'كلاسات', 'حضور', 'eLearning']",2024-10-08
Course Evaluation,Academic,كيف الدكتور Haswadi bin Hasan,دكتور كويس في مجاله ويشرح من قلب وجاد في عمله ويحترم الجميع. يعرف متى يمزح ومتى ياخذ الكلاس بجدية. سلم أعمالك أول بأول وحل كويس في الاختبار وتلاقيك أخذت A,"['Haswadi bin Hasan', 'دكتور', 'شرح', 'درجات']",2024-10-09
Handbook Request,Academic,ممكن الـ handbook حق intake 22/23,<Media omitted>,"['handbook', 'intake 22/23']",2024-10-09
Laptop Recommendation for Programming at UTM,Academic,السلام عليكم شباب، حاب أسئل عن أفضل لابتوب مناسب للبرمجة في UTM. وهل في فرق بين استخدام ويندوز أو macOS؟ بمعنى إذا اشتريت ماك، هل فيه مشكلة لو الدكاترة يطلبون ويندوز في المواد أو المشاريع؟,"لو تفكريك ""مناسب للبرمجة فقط"" فأتوقع أي لابتوب راح يؤدي الغرض للجامعة، انا طول الجامعة استخدم لابتوبي معي من ٦ سنوات وكفى وأدى الغرض (علماً انه لابتوب عادي مو gaming). لكن لو عندك استخدامات ثانيه مثل gaming, editing وقتها الكلام يختلف وممكن كمان لو تبغى تسوي مشاريع AI احتمال بيفرق معك حسب كبر المشروع انا في مشروع تخرجي سويته على pc لان الابتوب ياخذ وقت طويل والAI يحتاج hardware محترم، في النهايه اشتري على قدر ميزانيتك 👍🏾. بالنسبة لموضوع ويندوز او ماك اتوقع الفرق الوحيد هو في طريقة التحميل والتثبيت الماك بيتعبك شوي لان أغلب الروابط (إذا مو كلها) الي يعطونا هي الدكاترة عشان نحمل البرامج والاشياء تكون موجهة للويندوز وبعضهم يطلبون اصدار محدد من البرنامج ولا اللغة ويكون اصدار قديم لكن بشكل عام اشوف طلاب معاهم ماك وشغالين عادي","['laptop', 'programming', 'UTM', 'Windows', 'macOS']",2024-10-09
