topic,category,question,answer,keywords,timestamp
University Amendment Period,Academic,الامدمينت سكر؟ مش المفروض يكون مفتوح ليوم ٤؟,تقدر تروح من الاوفيس وتعبي الفورم,"['amendment', 'form', 'office']",2024-04-03
Printing Services on Campus,Student Life,السلام عليكم، مين عنده طابعة؟ أحتاج أطبع ورقة واحدة قبل الساعة 9 ومافي ولا مكتبة فاتحة. أو الي يعرف مكتبة تفتح 8 الصباح ياليت يعطيني خبر,في طابعه self service في الكليه الدور الاول فوق تقدر تطبع هناك دائما شغاله,"['printing', 'self service', 'college']",2024-04-04
Visa Attendance Report,Visa/Immigration,السلام عليكم يا شباب هل احد يعرف كيف نظام الattendence report الجديد اللي ناخده عشان تجديد الفيزا؟؟,تروح تاخذ ورقه وتروح عند كل ليكشر وتخليه يوقع لك بعدين ترجع عند روحاني وهي تعطيك الريبورت,"['attendance report', 'visa', 'lecturer']",2024-04-04
Academic Office Email,Academic,سلام عليكم احد عنده ايميل الي شغالين بالاكادمك اوفيس؟,nurulaida@utm.my,"['academic office', 'email']",2024-04-04
Course Section Schedule,Academic,شباب احد يرسل اخر جدول للسكاشن,https://docs.google.com/spreadsheets/d/1xgW-jcamGvHqhjpjssYxIIjwpONtvdEP/edit#gid=316224423,"['schedule', 'sections', 'google sheets']",2024-04-04
Lecturer Evaluation,Academic,Radziah binti Mohammed كيفها ؟,الدكتورة ممتازة وتشرح كويس لاكن بتتعبك شوية معها ، المادة لي بتاخذها معها تحطها تحت اهتمامك عشان تاخذ درجة طيبة,"['lecturer', 'evaluation', 'Radziah binti Mohammed']",2024-04-04
Course Registration After Amendment,Academic,باقي يمدي الواحد يسجل مادة بعد ما ينتهي الamendment؟,يب بس تدفع 50 رنجت على كل مادة,"['course registration', 'amendment', 'fee']",2024-04-04
Academic Office Hours During Holidays,Academic,اكاديميك اوفيس مفتوح اليوم؟,ايوة، ليه قالوا بيتقفل؟,"['academic office', 'holidays', 'open']",2024-04-08
Attendance Form for Visa,Visa/Immigration,في احد معاه الattendance form فاضية؟ حق الفيزا,تقدر تبعت إيميل لروحاني تقولها تبعتلك الفورم، هي بترسلهولك جاهز مع المواد تبعك واكوادهم,"['attendance form', 'visa', 'email']",2024-04-09
Game Development Project,Academic,يا شباب مين مننا بالكلية عنده خبرة أو مهتم بتطوير الألعاب👀👾 في عندنا مشروع open-source تعاوني ممتاز بمحرك Godot للي حاب يصقل مهاراته ويبرزها في الCV.,,"['game development', 'open-source', 'Godot', 'CV']",2024-04-12
Internship Experience,Academic,سلام عليكم ، في احد قدم ع انترشيب للخبره؟ ياليت لوفي يرسل تفاصيل,انا ما قدمت على انترشيب بس اشتعلت مع كذا شركه وجابوا لي شهاده خبره والنظام نفسه انك تتدرب وتشتغل معاهم وبعدين يجيبوا لك الشهاده لما تخلص,"['internship', 'experience', 'certificate']",2024-04-14
Laptop for Programming,Academic,في احد يستخدم لابتوب asus في البرمجة وكيف اداء الجهاز معاه,الأداء امور كثيرة تحكمة غير شركة الجهاز مثل (المعالج ، كرت الشاشة ، التخزين هل هو ssd او hdd) بس بشكل عام اجهزة asus ممتازة وتطول معك بس اتأكد من المواصفات قبل تشتري,"['laptop', 'programming', 'Asus']",2024-04-15
Lecturer Contact Information,Academic,احد عنده رقم الدكتوره هذي ؟ اسمها DR. ARYATI BINTI BAKRI ومكان الاوفيس حقها بالله,هذا رقمها,"['lecturer', 'contact', 'office']",2024-04-16
Dropping a Course,Academic,كيف الواحد يحذف ماده,روح ال academic office قولهم ابغى اسوي drop للمادة,"['drop course', 'academic office']",2024-04-21
Campus Dining Survey,Academic,"As part of our SECI1143 course project, we're conducting a survey to enhance the dining experience on campus. Your feedback is crucial! Could you spare just 3 minutes to complete this survey?",Survey Link: https://docs.google.com/forms/d/e/1FAIpQLSf2UoYxr4nVcbDExoes00YULo0BTEILZYyPHMHjSG3rc1AgjA/viewform?usp=sf_link,"['survey', 'dining', 'campus']",2024-04-22
Lecturer Office Location,Academic,احد يعرف وين مكتب Dr.Muhammad Alif,هذي الصوره فيها كل الدكاتره؟ يب المفروض,"['lecturer', 'office', 'location']",2024-04-24
Future Goals Survey,Academic,Greetings! We are students from SEC1143 conducting *survey* on future goals and aspirations after graduating college. We are interested in understanding how individuals envision their future and what aspirations they hold dear. Would you kindly take a moment to share your thoughts with us by completing this survey?,https://forms.gle/a9pw9ND46WUw1CWC6,"['survey', 'future goals', 'graduation']",2024-04-27
Digital Logic Book Request,Academic,شباب اي حد عنده كتاب دجتال لوجيك ؟ guys anyone have digital logic book,"اتذكر اني حطيته ف المكتبه
https://drive.google.com/file/d/1_f7ZjUtfpIrGN4gixWGu1uCAOVHV8ahZ/view?usp=sharing","['digital logic', 'book', 'academic']",2024-04-29
Previous Quizzes for Computational Mathematics,Academic,السلام عليكم يا عيال هل فيه previous quizs computational mathmatrics,"يب ما حصلت كلها tests و قديمه جدا
215 2017tests
لاكن كويزس مافي","['computational mathematics', 'quizzes', 'tests']",2024-04-29
Solving Academic Questions,Academic,شباب ممكن حل هاذيل السوالين ضروري جدا جدا,اشتغل علي الرول (u+v)+w هيا نفسها u+(v+w),"['academic questions', 'solving', 'urgent']",2024-04-30
Quiz Content Clarification,Academic,طيب حليت السوال الاول بس ما عرفت احل الثاني ممكن حد يبعثلي الحل,"هذا كان في quiz 
وكان خارج المقرر لنا","['quiz', 'academic', 'solving']",2024-04-30
