topic,category,question,answer,keywords,timestamp
Component-Based Software Engineering Course Inquiry,Academic,شباب هل في مادة اسمها component based software engineering ؟,,"['component based software engineering', 'course inquiry']",2024-02-01
Missed Final Exam Solutions,Academic,اذا الواحد نام وراح عليه الفاينال ايش في حلول يقدر يسويها 😢,جرب تكلم AA او مدام روحاني,"['final exam', 'missed exam', 'solutions']",2024-02-03
Web Programming Course Inquiry,Academic,اذا في حد اخذ Web Programming هذا السمستر ممكن يكلمني بلخاص؟,,"['web programming', 'course inquiry']",2024-02-10
University Calendar Request,Academic,هل فيه حد عنده الكاليندر تبع السنه دي؟,<Media omitted>,"['university calendar', 'academic calendar']",2024-02-10
System Analysis and Design Exam Papers,Academic,شباب من عنده امتحانات system analysis and design لانه الي بالوايساج قديمه,<Media omitted>,"['system analysis and design', 'exam papers']",2024-02-12
University Registration Without English Certificate,Academic,هل لازال يقدر الواحد يسجل في جامعتنا بدون شهادة انجليزي؟,يخش معهد els ياخد معاهم الى المستوى السابع، بس انو غالي في الشهر خليه يستفسر عنو منهم,"['university registration', 'English certificate', 'ELS institute']",2024-02-18
University Registration Without English Certificate,Academic,هل لازال يقدر الواحد يسجل في جامعتنا بدون شهادة انجليزي؟,فيه اختبار linguaskill بالجامعة بعد. تجيب +160. يختبرونك بداية السمستر اذا عديت خلاص اذا ماعديت تدرس السمستر معهم وتختبر مره ثانية. وال els عندهم اختبار ب 200-300 اتوقع. لازم تجيب 108-109.,"['university registration', 'English certificate', 'linguaskill', 'ELS institute']",2024-02-18
University Registration Without English Certificate,Academic,هل لازال يقدر الواحد يسجل في جامعتنا بدون شهادة انجليزي؟,لا مو لازم يقدر يسجل تسجيل عادي الجامعة يضيفونله بالاوفر ليتر المعهد حق الجامعة وبعدين وقت التسجيل الفعلي يجبلهم شهاده لغة. وبالنسبه للغه انصحه وبقوه انه ياخذ اختبار Aptis اختبار معترف من جامعتنا رخيص جدا ب٢٠٠ رينغيت اتوقع وايضا سهل جداااااااااا عاليوتيوب تلاقيه نفسه بالظبط حرفيا. وصح اهم شي ان الدرجه تطلع خلال كم يوم فقط ماتطول زي الايلتس.,"['university registration', 'English certificate', 'Aptis', 'IELTS']",2024-02-19
University Registration Without English Certificate,Academic,هل لازال يقدر الواحد يسجل في جامعتنا بدون شهادة انجليزي؟,حاليا ذا الاختبار م ينقبل. والله اذكر قبل م ادخل المعهد قالو م ينقبل. اذا باقي ينقبل افضل… لانو عندي اختبار لغة بعد كم يوم.,"['university registration', 'English certificate', 'Aptis']",2024-02-19
University Registration Without English Certificate,Academic,هل لازال يقدر الواحد يسجل في جامعتنا بدون شهادة انجليزي؟,متاكد؟ لان لسا موجود على موقع الجامعة انهم يقبلونه. تاكد من الاكاديميك اوفيس لان دوبي شفته على موقع الجامعة للحين موجود.,"['university registration', 'English certificate', 'Aptis', 'academic office']",2024-02-19
College Email Inquiry,Academic,يا شباب الايميل حق الكليه اللي بوصف القروب صحيح ولا في ايميل ثاني؟,computing@utm.my,"['college email', 'university email']",2024-02-21
Academic Office Working Hours,Academic,شباب الأكاديميك أوفيس يقفل 4 ولا 4 ونص؟,,"['academic office', 'working hours']",2024-02-12
Academic Office Availability,Academic,الاكاديميك اوفس شغال الفترة ذي ولا لا,ايوة شغال كالمعتاد,"['academic office', 'availability']",2024-02-28
