topic,category,question,answer,keywords,timestamp
Course Registration Inquiry,Academic,هل التسجيل بيفتح يوم ٧ ؟ بعد ٣ ايام يعني,اي نعم مفروض تاريخ ٧ الشهر ذا,"['تسجيل', 'تاريخ ٧', 'فتح التسجيل']",2024-01-03
Course Difficulty Inquiry,Academic,سلام عليكم ، احد اخد المواد دي؟ *Software quality assurance *Special Topic In Software Engineering هيا الكتيف عادي اسويلها سكيب؟,,"['Software quality assurance', 'Special Topic In Software Engineering', 'سكيب']",2024-01-05
Course Schedule Inquiry,Academic,هل في جدول نزل؟,لسه,"['جدول', 'نزل']",2024-01-06
Course Content Inquiry,Academic,احد عندو خلفية عن الماده ذي ؟ ايش محتواها Technopreneurship Seminar,المادة عبارة عن مشروع واحد للسكشن بيوزعوكم جروبات وكل جروب عنده شغله محدد في تنظيم سيمنار داخل الكلية مثلاً في جروبات مسؤولة تتواصل مع الشركات الي بتحضر و في جروبات مسؤولة عن تنظيم المكان ..الخ,"['Technopreneurship Seminar', 'محتوى', 'سيمنار']",2024-01-07
Course Difficulty Inquiry,Academic,الماده ذي بتكون اونلاين Extracurricular Experiential Learning، احس مافيها كرف ولا ؟,رأيي إذا أونلاين ممكن تاخذها صراحة ذي أسمع الشباب مكروفين فيها على غير سنع رغم انه أتوقع إجباري تاخذها كذا أو كذا,"['Extracurricular Experiential Learning', 'اونلاين', 'كرف']",2024-01-07
Course Prerequisite Inquiry,Academic,عندك طريقة pre requisite لها ؟,مادري ايش تقصد بس أتوقع تروح my.utm.my في ملفك الشخصي وتختار من ال3 أنشطة الي انت سويتها وتسوي عنها تقرير,"['pre requisite', 'my.utm.my', 'أنشطة']",2024-01-07
Course Registration Inquiry,Academic,وهل ممكن واحد يزيد مواد إضافية؟ غير المقرر على سيميستر ٢,يب اذا فوق ال 19 اتوقع تاخذ ورقه وتخلي ال academic advisor يقوع عليها وبعدها ال academic office يوافق عليها,"['زيادة مواد', 'سيميستر ٢', 'academic advisor']",2024-01-08
Course Content Inquiry,Academic,هل كورس Philosophy and Current Issues بس مطلوب من الماليزيين ولا كمان الانترناشونال؟,إلا موجوده للانترناشيونال صاحبي اخذها,"['Philosophy and Current Issues', 'الانترناشونال', 'الماليزيين']",2024-01-08
Software Engineering Course Availability,Academic,مادة Software Engineering موجودة السمستر ذا وإلا لا لطلاب النيتوورك؟ لأن في الجدول موجودة لكن في الـ timetable مش موجودة. أحد عنده علم؟,,"['Software Engineering', 'Network students', 'timetable']",2024-01-08
Best Lecturer for a Course,Academic,مين احسن واحد من ذون؟,"Sarina bint sulaiman, Pang yee yong, Kamalrulnizam, Asri bin ngadi","['lecturers', 'course', 'recommendation']",2024-01-09
Lecturer Office Location,Academic,لو سمحتوا حد يعرف فين مكتب الدكتورة ليلى؟,آخر مكتب في الدور الثاني في N28A,"['Dr. Laila', 'office location', 'N28A']",2024-01-11
Final Year Project Supervisor,Academic,ايه أخبار Dr Bander ك Supervisor لل FYP?,"تعامل ودرجات كويس, لاكن مبتعرفش تشرح","['FYP', 'supervisor', 'Dr. Bander']",2024-01-11
Course Registration,Academic,متى يقفل تسجيل المواد؟,,"['course registration', 'deadline']",2024-01-16
Lecturer Office Location,Academic,احد يعرف وين مكتب الدكتور خطيب محمد وين؟,الدور الرابع N28,"['Dr. Khateeb', 'office location', 'N28']",2024-01-16
Lecturer Recommendation,Academic,شباب احد اخذ اي مادة مع Anazida Zainal؟,يب اخذت معاها security. شرحها كويس وطيبه وتعطيك حقك,"['Anazida Zainal', 'lecturer', 'recommendation']",2024-01-16
Printer Location,Student Life,هل في طابعة في الكلية؟,في طابعة تلقائية بالدور الثاني Student lounge. وفيه في الدور الثالث جهة mpk8 عند الكافيتيريا الصغيرة,"['printer', 'college', 'location']",2024-01-17
Past Exam Papers,Academic,أحد عنده اختبارات PT2 سابقة من حق السنوات الأخيرة؟,,"['PT2', 'past exams', 'previous years']",2024-01-28
Final Year Project Examiner,Academic,في حد جاته examiner بتاعه Adila ferdous وكيف وضعه وع ايش تركز اكثر شى؟,RIP 💀,"['FYP', 'examiner', 'Adila Ferdous']",2024-01-29
Second Semester Start Date,Academic,متى يبدأ السمستر الثاني؟ تاريخ كم بالضبط,17 مارس,"['second semester', 'start date']",2024-01-31
