topic,category,question,answer,keywords,timestamp
Exam and Quiz Schedule,Academic,دقيقة شباب سؤال كيف بنختبر؟,بالنسبة للأسبوع 4 و 5، غالبًا الـ quizzes بتكون اونلاين والـ Tests بتتأجل. الثلاثة الأسابيع الأولى تتواصل مع دكتور المادة وهو اللي بيقرر بعدين,"['exam', 'quizzes', 'tests', 'online']",2024-03-01
Course Registration and Materials,Academic,شباب احد عنده ال excel الي فيه السكاشن مع ايميلات الدكاترة؟,https://docs.google.com/spreadsheets/u/0/d/1xgW-jcamGvHqhjpjssYxIIjwpONtvdEP/htmlview?usp=sharing&rtpof=true&sd=true&pli=1,"['excel', 'sections', 'emails', 'doctors']",2024-03-01
Course Registration and Materials,Academic,شباب العادة ال elearning متى تبدأ تدخل فيه المواد الجديدة؟,مع بداية الفصل تنزل لك من الأكاديميك اوفيس اذا بديتوا ولسه ما نزلت تقدر تتكلم معهم,"['elearning', 'materials', 'new semester']",2024-03-09
Course Registration and Materials,Academic,طيب شباب ليش ال ELEARNING حقي فاضي؟ كيف احط كورسات السمستر الجديد,مع بداية الفصل تنزل لك من الأكاديميك اوفيس اذا بديتوا ولسه ما نزلت تقدر تتكلم معهم,"['elearning', 'courses', 'new semester']",2024-03-10
Course Registration and Materials,Academic,متى يبدأ الspecial registration؟,فتح لمده ٢٤ ساعه بس وقفل,"['special registration', 'course registration']",2024-03-10
Course Difficulty and Professor Reviews,Academic,شباب ايش الاسهل Theory of Computer Science ولا Probability & Statistical Data Analysis؟,بالنسبه لي theory كانت اسهل,"['theory of computer science', 'probability', 'statistical data analysis', 'course difficulty']",2024-03-14
Professor Reviews,Academic,شباب، احد يعرف دكتورة Izyan؟ كويسه؟,نعم لا بأس,"['professor review', 'Izyan']",2024-03-15
Professor Reviews,Academic,مين من بين هذوله الاثنين افضل لل philosophy & current issues؟ Dr. Nur Izzati binti Mohamad Norzilan ولا Dr. Norhidayu bin Muhamad Zain؟,سيئة والله مره,"['professor review', 'philosophy', 'current issues']",2024-03-16
Course Registration and Materials,Academic,في احد اخذ fyp مع Dr. Asri؟,ما انصحك,"['fyp', 'Dr. Asri']",2024-03-17
Professor Reviews,Academic,ايش الأفضل في ماده الملايو هذه الدكتوره Dr. Zaliza binti Mohamad Nasir ولا هذه Ms. Halimah؟,حليمة ولا تفكر في غيرها,"['professor review', 'Malay language', 'Dr. Zaliza', 'Ms. Halimah']",2024-03-18
Industrial Training Coordinator Inquiry,Academic,بالله في حد منكم يعرف coordinater بتع industrial training هدا السيم ؟,"Telegram for Industrial Training 202420251

Hello all students in year 3,  let's join our FC Industrial Training communication for placement application.

See you there!
https://t.me/+qL2bxTMvCkhiYTFl

Next event: Briefing for Industrial Training Placement.

Thank you.

FC Industrial Training Coordinator","['industrial training', 'coordinator', 'placement', 'telegram']",2024-03-18
Course Retake Inquiry,Academic,اذا مادة -B عادي تنعاد ولا لازم اقل؟,نعم تقدر تعيدها,"['course retake', 'grade B', 'academic']",2024-03-18
Professor Recommendation for FYP,Academic,في احد اخذ fyp مع Anazida او Ismail Fauzi؟,"اخذت معاها سوفتوير شرحها جيد ماهو ممتاز بس من اطيب الدكاترة في الكلية

Ismail Fauzi
كويس جداً

اخذت مع ليلى وكانت كويس. (معضم الطلاب يذمها)","['FYP', 'Anazida', 'Ismail Fauzi', 'professor recommendation']",2024-03-19
E-Books Source Inquiry,Academic,"سمعت في e-books

احد يعرف من وين اجيبها",,"['e-books', 'source', 'academic']",2024-03-19
Professor Evaluation for Web Programming,Academic,احد يعرف Dr. Nur Zuraifah Syazrah binti Othman web programming . كيف هيا,ممتازة الدكتورة وهي تخصصها web أصلا,"['web programming', 'Dr. Nur Zuraifah', 'professor evaluation']",2024-03-20
Professor Evaluation for COA,Academic,Hello everyone. Is maheyzah siraj good for COA?,,"['COA', 'maheyzah siraj', 'professor evaluation']",2024-03-21
Professor Evaluation for Software Engineering,Academic,عايزة أعرف إذا في أحد درسته Dr Nies Hui Wen كيف طريقتها في التدريس و المعالمة؟,"اسطوريه جدا وطيبه الف ومن ناحيه درجات برضه ممتازه 

بس الشرح والله تعبان الصراحه","['Dr Nies Hui Wen', 'software engineering', 'professor evaluation']",2024-03-23
Amendment Inquiry,Academic,فتحت ال amendment عندكم شباب ؟,"شغلت Vpn وفتح معي

ما ادري بدونه اذا بيشتغل او لا","['amendment', 'VPN', 'academic']",2024-03-24
Professor Recommendation for Computational Math,Academic,Muhammed Aliif ولا Zurihati computational math,"محمد اليف🗣️

تمدح ولا ايش💀

حرفيا هوا يدرسنا بردجنق و ساحب علينا كلاسين","['computational math', 'Muhammed Aliif', 'Zurihati', 'professor recommendation']",2024-03-24
E-Learning Section Panel Issue,Academic,سويتها وضبطت لكن البانيل حق السكشن ما انضاف في e learning هل لازم اروح الكليه؟,هو تقريبا ساعة ساعتين بعدها بتطلع لك بس اذا طولت ممكن تسال ال Academic office,"['e-learning', 'section panel', 'academic office']",2024-03-24
Doctor Evaluation,Academic,Dr. Nor Erne Nazira binti Bazin ولا Dr. Mohamad Shukor bin Talib,نور شرحها حلوا بس تاخذ سنه عشان تصحح اي شىء (كويسه في الدرحات),"['doctor evaluation', 'Nor Erne Nazira', 'Mohamad Shukor']",2024-03-24
Doctor Evaluation,Academic,Dr. Aida binti Ali ولا Dr. Sarina binti Sulaiman اي دكتوره احسن,عايدة جدا ممتازة... عايدة طيبة ودرجاتها جميلة,"['doctor evaluation', 'Aida binti Ali', 'Sarina binti Sulaiman']",2024-03-24
Doctor Evaluation,Academic,Dr. Mohd. Razak bin Samingan شباب كيف الدكتور هذا,اخذت معه app dev شرحه سيء ولكن علاماته كويسة,"['doctor evaluation', 'Mohd. Razak bin Samingan', 'app dev']",2024-03-25
Final Year Project Advice,Academic,الشباب الي مخلصين fyp أفيدونا، أخذتوا research ولا system development + السبب؟,"Undergrad student have to register a lot of subject. And at the same time if the student choose research based during undergrad, it will take a lots of time to understand the research gap, and the research itself.","['final year project', 'research', 'system development']",2024-03-25
Doctor Evaluation,Academic,Dr. Nur Zuraifah Syazrah binti Othman كيف ذي الدكتوره؟,الدكتورة تكلمنا فيها كثير وهي ممتازة في مواد الweb والHCI... تخصصها في الويب,"['doctor evaluation', 'Nur Zuraifah Syazrah', 'web', 'HCI']",2024-03-27
Technopreneurship Seminar Section Change,Academic,"Kindly please be informed that the Deputy Dean has decided to maintain only 5 sections for the course Technopreneurship Seminar (SECD3761). So sections 01-05 will be available this semester. If you are registered section 06 until 11, please change your section in the system.",Only this can be done by the student UTM Portal as the system now blocks us in the Academic Office from helping students manually.,"['Technopreneurship Seminar', 'section change', 'UTM Portal']",2024-03-27
Final Year Project Page Limit,Academic,بخصوص النيتوورك 100 كحد اقصى,"PSM 1 80 max, PSM 2 100 max","['final year project', 'page limit', 'PSM']",2024-03-27
Early Graduation Inquiry,Academic,داير أسأل لو واحد أخذ credits كثير كل سمستر و اخد شورت سمستر هل ممكن تخلص في اقل من اربعه سنوات ولا مستحيل .,الموضوع صعب لان مواد ال short semester تتحدد عشوائياً حسب عدد الطلاب لكل ماده +كم مره سمعت انه في ناس تواجه مشاكل في سوق العمل اذا كانت دراستهم الجامعيه اقل من 4 سنوات,"['early graduation', 'credits', 'short semester']",2024-03-27
Challenges Faced by International Students in Graphics & Multimedia,Student Life,What are some challenges faced by international students in the Graphics & Multimedia program?,"The majority of students are local, and they often refuse to accept international students into their groups, believing that international students are lazy and do not work hard. Group work is crucial, especially in a major where project grades can sometimes outweigh final exam grades. There are very few international students in the cohort. Additionally, there are fewer sections for courses, and final exams are often scheduled on the last day of the finals period, with international students being the last to finish. Final Year Project (FYP) topics are mostly research-based, and the development involves fields and frameworks that students may never use again.","['international students', 'Graphics & Multimedia', 'group work', 'final exams', 'FYP']",2024-03-27
Professional Skills Courses (PSC) Registration,Academic,Is it necessary to register for Professional Skills Courses (PSC) this semester?,"If you have the opportunity to take a few courses, go ahead. Some courses are only available in the final year or semester. You can take one or two courses this semester and continue in the following semesters until you complete all five courses. There is no problem if you don't take any now; you can take them later, even in the 7th or 8th semester.","['PSC', 'Professional Skills Courses', 'registration', 'semester']",2024-03-27
Best Lecturer for Digital Course,Academic,Which lecturer is better for the Digital course?,"Ahmed Fariz is a good lecturer; his teaching is decent, and the grades are good.","['Digital course', 'lecturer', 'Ahmed Fariz']",2024-03-28
