topic,category,question,answer,keywords,timestamp
"Transit Visa Inquiry for Shenzhen, China",Visa/Immigration,هل احتاج فيزا إذا عندي ترانزيت في Shenzhen الصين لأقل من ٦ ساعات نفس شركة الطيران؟,نعم تحتاج.,"['فيزا', 'ترانزيت', 'شنتشن', 'شركة الطيران']",2025-01-02
Transit Visa Inquiry for India,Visa/Immigration,اذا نزلت ترانزيت بالهند ساعتين هل احتاج فيزا؟,تحتاج فيزا إذا تذكرتك مصحوبة بتغيير مطار داخل الهند، وغالبا يكون هناك صالة انتظار مخصصة لأصحاب الترانزيت ولايستوجب عليك استخراج فيزا. فقط تأكد من عدم وجود تغيير اضطراري للمطار في الهند.,"['فيزا', 'ترانزيت', 'الهند', 'مطار']",2025-02-02
University Bus Service Operation,Student Life,يخوان باصات الجامعة شغاله؟,نعم.,"['باصات', 'الجامعة']",2025-03-02
Academic Advising for Failed Course,Academic,هل فيه شخص أو مسؤول اقدر اقابله مثل العميد بإمكانه إيجاد حل لمشكلتي بعد الرسوب في مادة؟,إذا مقدم على تخصص هندسة يمكنك التواصل مع الAcademic advisor عبر البريد الإلكتروني bridging@utmspace.edu.my.,"['مشكلة', 'رسوب', 'Academic advisor']",2025-07-02
Visa Application Status Inquiry,Visa/Immigration,ممكن الرابط الي تقدر تشوف معاملة الفيزا كم بالميه؟,حمل تطبيقهم افضل أو استخدم هذا الرابط: https://visa.educationmalaysia.gov.my/emgs/application/searchForm/,"['فيزا', 'معاملة', 'رابط']",2025-07-02
Foundation Semester Registration,Academic,هل لازم اني اسافر جوهور عشان اسجل في سمستر الفونديشن؟,يمكن التسجيل عن بعد.,"['التسجيل', 'سمستر', 'فونديشن']",2025-05-02
DAAD Scholarship Preparation,Academic,متى موعد التقديم لمنحة DAAD؟,المنحة بتفتح في شهر أبريل.,"['منحة', 'DAAD', 'تقديم']",2025-08-02
Transitioning from Bridging to Bachelor's Degree,Academic,هل يلزم دفع رسوم مباشر أو في مدة معينة عند تسجيل من bridging إلى بكالوريس ؟,الدفعة هذه اللي طلعت من bridging إلى التخصص هذه السنة ما دفعوا الرسوم مباشرة، بس خلال السمستر، أو قبل ال pre-registration. الرسوم تعتمد إذا كنت طالب عادي ٨ آلاف وحاجة، ولكن كطالب IDP بتكون 10.000 رسوم التخصص + 1075 رسوم خدمة.,"['bridging', 'بكالوريس', 'رسوم', 'تخصص']",2025-02-09
Traffic Violation Discount Information in Malaysia,Student Life,هل هناك تخفيض على مخالفات المرور في ماليزيا؟,نعم، تخفيضات غالباً ما تُعرض خلال مواسم الاحتفالات مثل هاري رايا أو أيام وطنية. وتكون هذه التخفيضات عادةً معلنة من قبل الشرطة الماليزية أو إدارة النقل. براي، تأكد من متابعة الإعلانات الرسمية.,"['مخالفات المرور', 'تخفيض', 'ماليزيا']",2025-02-11
Requirements for Family Visit Visa to Saudi Arabia,Visa/Immigration,ما هي الخطوات للحصول على تأشيرة زيارة عائلية للسعودية من مكتب تأشير في كوالالمبور؟,تدخل على موقع تأشير وتحجز موعد وتجهز صورة من الفيزة الماليزية وصورة من الصفحة الأول للجواز وشهادة الميلاد مختمة من السفارة. تسلمهم الأوراق تحت الأضواء المطلوبة.,"['تأشيرة زيارة', 'السعودية', 'مكتب تأشير']",2025-02-13
Language Institute Recommendations in Kuala Lumpur,Academic,ما هي أفضل معاهد لتدريس اللغة الإنجليزية في كوالالمبور؟,من المعاهد الموصى بها هناك ELS، ويقول البعض إنه جيد لكنه غالي. هناك أيضاً شيفيلد أكاديمي وEMS. يفضل أن تسأل أكثر للحصول على معلومات دقيقة.,"['معاهد اللغة', 'اللغة الإنجليزية', 'كوالالمبور']",2025-02-12
Student Accommodation near UTMKL,Student Life,ما هو السكن المتوفر بالقرب من UTMKL من حيث الموقع والأسعار؟,متوفر غرف تبعد عن الجامعة 15 إلى 20 دقيقة مشي على الأقدام. السكن في الجامعة مليان، لكن يمكن التواصل مع زملائك لمعرفة المزيد.,"['السكن', 'UTMKL', 'الإقامة']",2025-02-12
TOEFL Exam Requirements,Academic,كم النتيجة المطلوبة في اختبار التوفل للجامعة؟,نتيجة التوفل المطلوبة تعتمد على الجامعة، ولكن يجب عليك التحضير جيداً والتدرب عبر اختبارات تجريبية على الإنترنت.,"['TOEFL', 'اختبار', 'تحضير']",2025-02-15
