topic,category,question,answer,keywords,timestamp
Contact Information for Professor,Academic,يا شباب أحد معاه رقم الدكتور هذا,@971569886202,"['professor', 'contact number']",2021-04-02
Course Material Links,Academic,الي عنده اي شي يرسله في القروب او في الخاص,https://docs.google.com/document/d/1WS1gCKXfmgXoZoHQ9X5pIAf9dMo94FiVbJzkAJNqaUk/edit,"['course material', 'links', 'YouTube']",2021-04-04
Academic Advisor Email,Academic,هل ممكن ايميل الاكاديمك اوفس لو حد عنده,razlan@utm.my,"['academic advisor', 'email']",2021-04-04
Exam Date Announcement,Academic,Test 1 SEEU2012 is on 22/4/2021 (5pm)...mark your calendar😊,Up to chapter 3,"['exam', 'SEEU2012', 'test 1']",2021-04-05
Lab Reports,Academic,من معه ريبورتات لاب 2 او رابط المكتبه للاب 2,https://drive.google.com/folderview?id=13k7zbeq9B2zG8C-OSerqzFn3UuL7DLsD,"['lab reports', 'lab 2']",2021-04-07
Online Learning Feedback,Academic,ممكن تعبوا الفورم 😅,https://docs.google.com/forms/d/e/1FAIpQLSfDIQoupoeidRor3e9R7Orz5uBwclTNamKINQRYMQ4leQ3u5g/viewform?usp=sf_link,"['online learning', 'feedback', 'form']",2021-04-08
Professor Recommendations for Course Materials,Academic,"في احد منكم يعرف دكتور شاطر في شرح واحد من هذه المواد Vibration, Solid 1,2, Dynamics","Vibration: Matt Hussain talib, Solid 1: Dr Wong, Dr habibah","['professor', 'course materials', 'Vibration', 'Solid', 'Dynamics']",2021-04-08
Applied Thermodynamics Resources,Academic,احد عنده شرح ل applied thermo?,موجود في المكتبه روح عند الlinks,"['applied thermo', 'resources', 'links']",2021-04-10
Study Materials for Applied Thermodynamics,Academic,احد عنده شرح ل applied thermo?,"موجود في المكتبه 
روح عند الlinks
https://docs.google.com/document/d/1WS1gCKXfmgXoZoHQ9X5pIAf9dMo94FiVbJzkAJNqaUk/edit","['applied thermo', 'study materials', 'library']",2021-04-10
Statistical Tables PDF Request,Academic,بالله اذا فيه نسخة ل statistical table pdf 😅,رسلوه الشباب عندنا ب المجموعة,"['statistical table', 'pdf', 'study materials']",2021-04-11
C Programming Project Assistance,Academic,ي شباب بالله اذا في واحد واجه هذا الproject في الc programing يدخل خاص سمستر ١,,"['c programming', 'project', 'semester 1']",2021-04-11
Math 2 Reference Material,Academic,مرجع للماث ٢,الدكتور رسله لنا,"['math 2', 'reference', 'study materials']",2021-04-12
Component Design Past Exams and Solutions,Academic,يا شباب اللي معاه اختبارات سابقه أو مسائل معا الحلول ل ماده component design يرسل بالله 🌹,,"['component design', 'past exams', 'solutions']",2021-04-14
Materials Science Test Schedule,Academic,TEST 1 SEMM2613/ SKMM2613 (MATERIALS SCIENCE): 28/04/2021 (WEDNESDAY) 9.00 - 11.00 PM.,,"['materials science', 'test 1', 'schedule']",2021-04-18
Materials Science Tutorial Solutions,Academic,الي قد حل توتوريال(٢،٣) حق الماتيريال يرسله لي بالله,,"['materials science', 'tutorial', 'solutions']",2021-04-20
Withdrawal Form Request,Academic,حد عنده الwithdrawal form ؟ الي عنده بالله يرسله لي,,"['withdrawal form', 'academic']",2021-04-27
Heat Transfer Past Exams,Academic,احد يلحقني ب اختبارات ال heat transfer بالله حق السمسترات الماضيه,"SKMM3443 T1 201920sem2 allQs.pdf
Complete Solution Manual to Accompany Heat Transfer A Practical Approach by Yunus A. Çengel (z-lib.org).pdf
SKMM3443 T1b 202021sem1 allQs.pdf","['heat transfer', 'past exams', 'study materials']",2021-04-30
