topic,category,question,answer,keywords,timestamp
Pre-Registration for Semester II 2020/2021,Academic,في حد عنده علم في هالكلام؟ يعني الجداول راح تكون جاهزة من الكلية؟,"For your information, *PRE-REGISTRATION* for *Sem II Session 2020/2021* will commence from *20th January 2021 until 29th Januari 2021*. The Administration of the School of Mechanical Engineering has decided that *PRE-REGISTRATION* at SKM is *COMPULSORY* for all students starting from *SEM II SESSION 2020/2021*. Listed herewith are the activities that have been improved for smoothing the pre-registration process.","['pre-registration', 'Sem II', '2020/2021', 'SKM', 'compulsory']",2021-01-07
Vibration Course Study Materials,Academic,الي عنده شرح دروس للفايبريشن حق دكتور Husin talib. يرسله في القروب 😅,Vibration materials shared in the group.,"['vibration', 'study materials', 'Dr. Husin Talib']",2021-01-10
Final Exam Schedule for Math 1,Academic,شباب كيف اعرف فاينل الماث متى؟ ماث ١,من الجدول كليه الساينس,"['final exam', 'math 1', 'schedule']",2021-01-12
Co-Curriculum Registration,Academic,شباب في السمستر ٤ هل لازم اخذ co curriculum و اذا ايوا من ماده اخذ؟,Attached are the guideline as well as steps for registration of co-curriculum courses for Semester 2 Session 2020/2021. Students are advised to register within the stipulated time to avoid any inconvenience.,"['co-curriculum', 'registration', 'Semester 4']",2021-01-13
Professional Skills Courses,Academic,عندي استفسار عن كورسات PROFESSIONAL SKILLS ،، معلومه مهمه للجناير في عندنا ٥ كورسات ماعليها كردت ولازم ناحذها عشان نتخرج ،، سوالي الحين متى تبدا الكورسات هذي وكيف نعرف متى تبدا .. ؟,ذي تاخذها اخر ترم قبل التخرج بالزبط. مَش بالضروره، تقدر تاخذها وانت سنه ثالثه. الاولوية بس لطلاب اخر ترم. https://www3.utmspace.edu.my/utmpp/MainPage.aspx,"['professional skills', 'courses', 'graduation']",2021-01-14
Early Registration Policy,Academic,يا شباب الان كل الادفايزرز يقولوا ان التسجيل المبكر ضروري للكل في احد عنده علم انهم بيسوو تسجيل متاخر هذا السمستر او لا ؟؟ عشان نشوف اسماء الدكاتره,أعتقد ذا نظام مطبق على الكل,"['early registration', 'advisors', 'semester']",2021-01-15
Experimental Methods Reports,Academic,سلام عليكم شباب ، اللي باقي محتفظ ب ريبورتات Experimental methods يرسلها بالله,مشكورين ياشباب خلاص وصل 👍🏻,"['experimental methods', 'reports']",2021-01-15
Section Assignment for Courses,Academic,شباب بالله ايش الوضع😅 الحين هم بيسجلوا لنا المواد ولا لا ؟ لانهم وزعونا نفس طريقه اول السمستر 😅,"New policy, students cannot simply choose sections from now own. Every semm course, need to be choose according to this list. For us, it will be section 1. But problem arise when each section can only accupy 30 students. However, fkm told us to just follow the list","['section assignment', 'courses', 'policy']",2021-01-19
Science and Technology Thinking Course,Academic,السلام عليكم، حد خذ UHIT2302 science and technology thinking ؟ كيف وضع الماده,خش عند الإيرانية امورك طيبة. اهم شيء اتفاعل معاها في الكلاس وبين لها انك مهتم في المادة,"['science and technology thinking', 'UHIT2302', 'course']",2021-01-23
Course Feedback for UHIT2302,Academic,حد خذ UHIT2302 science and technology thinking ؟ كيف وضع الماده,خش عند الإيرانية امورك طيبة. اهم شيء اتفاعل معاها في الكلاس وبين لها انك مهتم في المادة.,"['UHIT2302', 'science and technology thinking', 'course feedback']",2021-01-23
Course Feedback for Dr. Kawthar,Academic,طيب دكتوره كوثر دي في احد قد أخذ عندها؟,عن رأي ،طيبه جدا وغير متشدده ولكن تعطيك كم هائل من الاسايمنتات. وفي الدرجات الى الان ما ندري ولكن يبدو علبها انها تعطي درجات كويسه.,"['Dr. Kawthar', 'course feedback', 'assignments']",2021-01-23
Course Selection Advice,Academic,*Graduate success* *Ethics and culture service* كلهم متاحين عندي فالجدول ايش أفضلهم من ناحيه وجع الراس,Ethics اعتقد كثير شباب يقولوا أنها متعبه و فيها اختبارات تكتب الف كلمه او مدري ايش. اعتقد graduate success تشتي اقل مجهود.,"['Graduate success', 'Ethics and culture service', 'course selection']",2021-01-23
GSA Course Instructor Recommendation,Academic,شباب احد ينصح في دكتور من هذولاء لماده GSA ؟,No specific answer provided in the chat.,"['GSA', 'course instructor', 'recommendation']",2021-01-26
Numerical Methods Project Inquiry,Academic,هل في احد اخذ هذا البروجكت في النيوميركال؟,No specific answer provided in the chat.,"['Numerical Methods', 'project', 'inquiry']",2021-01-26
