topic,category,question,answer,keywords,timestamp
Exam Slip Inquiry,Academic,Exam slip ?,مش عارف الصراحه بس ممكن utm smart,"['exam slip', 'utm smart']",2021-03-04
Foundation Fees Issue,Academic,ياشباب انا idpوقد دفعت كل النصاريف الي في الفاونديشن بس دخلت اليوم للموقع هذا طبع عليا ٧٠٠ حق ايش هذي؟؟,همم اجل راسلهم عبر الايميل الي موجود ف نفس الموقع وقلهم ع مشكلتك,"['foundation fees', 'idp', 'payment issue']",2021-03-07
Lab 3 Registration,Academic,use this invite link: https://t.me/joinchat/o8d2XZ-Uijs5MTA1 for those who take lab 3 next semester,السموحه ما عندي اي علم 😅,"['lab 3', 'registration', 'invite link']",2021-03-07
Matric Number Change,Academic,ياشباب بعد مايجي لكم الnew Matric number هل يتغير الاول الي في portal  الي هو تبع الفاونديشن،،،، اذا تقدر تغيره ايش الطريقه ؟ او direct يتغير,اذا استلمت الماترك الحديد كل شي حيتغير ويصير ع الماترك الجديد فاذا بياناتك ماتحدثت ع الماترك الجديد كلمهم عشان يعدلوه لك,"['matric number', 'portal', 'foundation']",2021-03-09
Course Registration Inquiry,Academic,سلام عليكم ، فيه احد يعرف اذا بدا التسجيل للسمستر القاذم ؟ ؟,سألته قال سجل مواد السميستر القادم,"['course registration', 'semester', 'inquiry']",2021-03-10
Academic Advisor Contact,Academic,السلام عليكم .. احد معه رقم mr.razlan الي شغال في ACADMIC OFFICE,‎Contact card omitted,"['academic advisor', 'contact', 'mr.razlan']",2021-03-10
Course Materials Sharing,Academic,تقريبا كل الاسايمنتات والبروجكتات وغيرها في سمستر ١ ، موجوده في هذا اللينك . https://drive.google.com/drive/folders/1wIuoxZpoDrN6rdV0CI87IOjniMHo8Zd1,وعليكم السلام ورحمة الله,"['assignments', 'projects', 'semester 1', 'course materials']",2021-03-10
Course Registration for First Semester,Academic,ياشباب الان افتتح التسجيل هل اضيف المواد من نفسي ولا كيف او انتظر للجامعه؟؟؟ اول سمستر,سمستر اول تنزل الجداول جاهزه من الجامعه,"['course registration', 'first semester', 'timetable']",2021-03-10
SEMP Course Plan,Academic,ياشباب SEMP سمستر ٢ مافي له جدول في PMAYA فهل نسجل المواد بدون أتباع أي جدول؟,الرابط هذا هو الخطه حق SEMP انصحك انك تتبعها,"['SEMP', 'course plan', 'PMAYA']",2021-03-10
Applied Numerical Method Course,Academic,Applied Numerical Method ?? كيف ي اخوان ندوس ولا ناخذ ريوس,من اسمها شكله الواحد يدور الستر,"['applied numerical method', 'course', 'advice']",2021-03-11
Math 2 Course Instructor,Academic,سلام ياشباب حد يعرف هذي تدرس ماث ٢,هذي افضل دكتوره ماث بالجامعه كلها,"['math 2', 'instructor', 'course']",2021-03-11
Dynamics Course Instructor,Academic,حد يعرف هذا دينامكس,اسمع عليه انه ممتاز,"['dynamics', 'instructor', 'course']",2021-03-11
English Course Exemption,Academic,للي هم اول سمستر موضوع ماده الانجليزي هو صحيح الي معه الايلتس يقدر يحذفها،، وكيف الطريقة؟,ايوة، ترسلها للاوفيس وهم بيشيلوها لك. رسل لهذا [Contact card omitted].,"['English', 'IELTS', 'exemption', 'first semester']",2021-03-11
Finding Academic Advisor,Academic,طيب الان اليوم نزلت المواد للي هم سمستر اول بس كيف الواحد يعرف حقه الدكاتره وال Academic advisor,ال advisor تحصل اسمه في حقك البوفايل في حساب الجامعه.,"['academic advisor', 'first semester', 'university profile']",2021-03-11
Course Instructor Information,Academic,ي عيال كيف تعرفو الدكاتره حق المواد انا للحين مو طالع لي 😑,ب elearning. للأسف أعتقد أنه الطريقه الوحيده أنك تسجل المواد ، وبعدين بيضظهر لك في elearning.,"['course instructors', 'e-learning', 'registration']",2021-03-11
Course Instructor Feedback,Academic,ايش مشكلته بالضبط ؟,شرحه مرة ممل ، واخر الكورس كان يرسل لنا لنكات من اليوتيوب. وما يرضى أحد يراسله خاص. ما يعطي أسايمنتات ولكن فجأه يقول لك أنت ما سلمت ٣ - ٤ أسايمنتات.,"['course feedback', 'teaching style', 'assignments']",2021-03-11
Course Instructor Feedback,Academic,هذا يشرح بالماليزي ١٠٠٪؜ ولا كلمه بالانجليزي لكن مايتعبك ابدا وبالدرجات ممتاز جدا,شوف دام انه اونلاين انصحك تكمل معاه وتذاكر من الكتاب + في قناه باليوتيوب لدكتور ثاني ب UTM يشرح تقريبا اغلب شباتر فلويد ٢ بطريقه ممتازه جدا. رابط القناه https://youtube.com/channel/UCHIhSWrOLNd4pn8sEockBiA,"['Malay language', 'grades', 'YouTube channel', 'Fluid Mechanics']",2021-03-12
Course Instructor Feedback,Academic,شباب هذا داينمكس؟ اللي يعرف دكتور داينمكس كويس يعلمنا بالله ( مو مهم الشرح الدرجاااات),هذا ممتاز شرحه و يتساهل معاك في الواجبات.,"['Dynamics', 'course feedback', 'assignments']",2021-03-12
Course Instructor Evaluation,Academic,كيف هذه الدكتورة يا جماعة؟ heat transfer,انتبه تدخل معاها ، تجيب لك درجات من الكيس,"['heat transfer', 'دكتورة', 'درجات']",2021-03-13
