topic,category,question,answer,keywords,timestamp
Turnitin Account Email Update,Academic,وش ذا Turnitin account؟,https://www.turnitin.com هذا الموقع الي يطلع لك نسبه الplagiarism في مواد طلبوا مننا نستخدم هذا الموقع و نسوي حساب. بعضهم استخدموا ايميلهم بدل ايميل الجامعه الحين الي ما استخدم ايميل الجامعه بيحذفون حقه الحساب و كل شي سواه بيروح عالفاضي و عادي يحصل صفر,"['Turnitin', 'plagiarism', 'email', 'UTM']",2021-06-03
Pre-Registration for Semester 2,Academic,بالله اذا احد عارف ايش نسوي في pre. Registrations ب النسبه للطلاب الي بيدخلو سمستر ٢؟ هل انزل المواد من نفسي او الجامعه بتزل زي سمستر ١؟؟,ال pre registration مفتوح الحين اظن تقدر تسجل. انت تنزل المواد بنفسك بس يفضل تمشي ع الجدول. قد دفعت الرسوم؟ هو ما يفتح الا لما تكون مسدد الرسوم. تواصل مع البندهاري يشيلو لك الصفر bendahari@utm.my,"['pre-registration', 'semester 2', 'UTM', 'course registration']",2021-06-13
Course Registration and Professors,Academic,يا شباب كيف اعرف الدكاتره حق الماده اللي ابغى اسجلها,في الpre registration ما يطلع لك اسامي الدكاتره. بس بعد ما تسجل تقدر تغير السكشن بعدين وقت الinsert and delete,"['course registration', 'professors', 'pre-registration', 'UTM']",2021-06-13
Professor Recommendations for Solid Mechanics,Academic,يا شباب احد يدرس عند الدكتوره حبيبه الغزالي solid1 هذا السمستر ؟؟,جداً من افضل الدكاتره في الكلية 💯. يب طيبه ومحاضراتها اطول من حياتك 😂😂. اذا قدرت تاخذ من سولد مع وونق الصيني هذا افضل دكتور في ماليزيا وشرق اسيا🙂💪🏻,"['Solid Mechanics', 'professors', 'Dr. Habibah Al-Ghazali', 'UTM']",2021-06-13
Professor Recommendations for Dynamics,Academic,طيب ب النسبة لل dynamics Electrical منهم افضل الدكاتره,dynamics مش عارف اذا في دكتور كويس ولكن تابع هذولا يوتيوب بيفيدوك : ابراهيم عكه جيف هانسون. مات حسين اذا حصلته دينامكس,"['Dynamics', 'Electrical', 'professors', 'UTM']",2021-06-13
Timetable for Next Semester,Academic,يا شباب وين احصل timetable تبع المواد السمستر الجاي؟,تقصد الهنادبوك. من الموقع حق الكليه. Pmaya. http://www.rsedims.utm.my/fe/pelajar/ قصدك هذا؟ اذا قصدك ف البيمايا يمديك تشوف مواعيد المحاضرات فالاسبوع,"['timetable', 'next semester', 'UTM', 'course schedule']",2021-06-13
Lecture Schedule Inquiry,Academic,اقدر اشوف متى الوقت ؟,http://www.rsedims.utm.my/fe/pelajar/,"['lecture schedule', 'time', 'rsedims']",2021-06-13
Course Registration Issue,Academic,شباب انا الان كنت اعمل التسجيل للمواد و ب الخطأ سجلت بس ماده وحده وعملت submit بعدين ماعد رضي يخلينا ادخل المواد الثانيه ايش اسوي؟؟؟,كان الادفايزور يقدر يكنسل الsubmission كلمه قبل لا يسوي approve,"['course registration', 'submit', 'advisor']",2021-06-14
Complaint Submission Process,Academic,ياجماعه الخير لو ابغى اقدم شكوى وين اقدم ؟ عندي دكتور يتكلم ماليزي من السمستر الماضي ولا يتكلم حرف انجليزي والسمستر الجاي باخذ عنده كمان كورس حاولت اتكلم مع الدكتور نفسه ماتغير شي وحاولت اتكلم مع الاكادميك ادفايزر وكمان ماتغير شيء وحاولت اتكلم مع احد البروفيسورات الكبار بالكليه محمد عزيزي وكمان ماتغير شيء لو تعرفون وين ممكن اقدم شكوى ياليت تعلموني لو تكون الوزاره نفسها,الادفايزر حقي كلمنا في بداية السمستر قال اذا دكتور ما يدرس تمام او فيه مشاكل كلموني عشان الطلاب قالوا انهم غشوا عشان الدكتور ما كان يشرح بالأساس ممكن تجرب تكلم الادفايزر عندك او ادخل على عميد الكلية على طول,"['complaint', 'lecturer', 'academic advisor', 'dean']",2021-06-14
Course Section Selection,Academic,شباب ايش معناه foundation انا اخترت هذا السكشن?? وايس الفرق بينها وبين الي تحتها؟,مش عارف ليش فاونديشن بس SEMBH هذا اعتقد حق طلاب الماتيريال (الي ياخذ ميكانيكي ماتيريال) الحرف الي يجي بعد ال SEM هذا يكون زي رمز حق تخصصك مثلاً انا SEMM الM يعني بيور و اذا كان فيه V (semv)يعني اوتوموتيف و اذا p (SEMP) يعني manufacturing الي هو صناعه,"['course section', 'foundation', 'SEMBH', 'specialization']",2021-06-16
Past Exam Papers Request,Academic,من عنده اختبارات سابقة لمادة ال Control Engineering ؟,,"['past exams', 'Control Engineering']",2021-06-20
Dynamics Past Test Papers,Academic,حد معاه بريفيس تيست ٢ دينامكي,"Test3 201620172 Dynamics.pdf, Test3 201620172 Dynamics Solution.pdf, Test3 201720181 Dynamics.pdf","['dynamics', 'past tests', 'Test3']",2021-06-21
