topic,category,question,answer,keywords,timestamp
Control Engineering Exam Preparation,Academic,من معه تستات 1 لمادة CONTROL ENGINEERING مع الحل؟,,"['Control Engineering', 'test 1', 'solutions']",2021-05-03
Course Withdrawal,Academic,حد عنده ايميل روسلي؟ اريده ضروري عشان احذف ماده😅,,"['course withdrawal', 'email', 'deadline']",2021-05-04
Instrumentation Exam Preparation,Academic,يا شباب اللي معاه بريفيس محلول instrumentation يرسل بالله ❤️,,"['Instrumentation', 'exam', 'solutions']",2021-05-05
Fluid Mechanics Project,Academic,هل احد عنده بروجيكت الفلويد 1 ؟ الي عنده بالله يكلمني او حتى اي احد عنده بروجكتات السنوات المااضيه,,"['Fluid Mechanics', 'project', 'past projects']",2021-05-10
Test Collection for Library,Academic,ممكن ترسلوا لي كل التيستات الي اخذتوها الفصل هذا عشان ارفعه للمكتبه 😅,هذا فايل فيه كل الاختبارات,"['tests', 'library', 'upload']",2021-05-17
Survey Participation,Other,لو اي حد يقدر ياخذ شوي من وقته و يملأ هذا الكويشينير,https://docs.google.com/forms/d/e/1FAIpQLScXFm7M6I2PGZAe2f4m1ycUa4395EgZAqtQjlvakTk7ArpbPw/viewform,"['survey', 'participation', 'questionnaire']",2021-05-17
Internship Experience Series,Student Life,"يعلن YSAG عن نشر الحلقة الرابعة من سلسلة *""Intern Experience Seires""* في قناة YSAG.",https://youtu.be/iZCLGOtlWmo,"['internship', 'YSAG', 'experience series']",2021-05-22
Exam Postponement Due to COVID-19,Academic,هل في دكتور كلمكم عن هذا الموضوع؟,يب في اختبارات المفترض تكون الاسبوع الجاي تأجلت ل بعد تاريخ ٢٠,"['exam', 'postponement', 'COVID-19']",2021-05-27
YouTube Channel for Material Science,Academic,حد يعرف قناة يوتيوب اشرح مادة الماتيريال 😅,مالك الا قناة دكتورة حبيبة شرحها تطول مررره,"['Material Science', 'YouTube', 'lectures']",2021-05-30
Differential Equations Test Solutions,Academic,شباب احد عنده حلول تست2 ديفرنشل,⬆️ Final answer for Test 2 1920 sem1 & sem2,"['Differential Equations', 'test 2', 'solutions']",2021-05-30
