topic,category,question,answer,keywords,timestamp
Project Solid Work Design,Academic,السلام عليكم يا شباب من معاه بروجكت سولد ورك مع الصورة الحقيقية للتصميم يرسل للضرورة,SEMM1503 PROJECT_SOLIDERING GUN_HUSAM.pdf • ‎10 pages ‎document omitted,"['project', 'solid work', 'design', 'SEMM1503']",2021-07-01
Exam Materials Sharing,Academic,السلام عليكم يا شباب الي معاه فاينل de محلول يرسل,MUSA Final Diff. Eqn 7 SETS.pdf • ‎137 pages ‎document omitted,"['final exam', 'differential equations', 'solved']",2021-07-03
Attendance and Grades Inquiry,Academic,يا شباب به واحد ثاني في الكلية اقدر اطلع من عنده كشف الحضور والدرجات غير روسلي ؟؟,,"['attendance', 'grades', 'inquiry']",2021-07-03
University Fees Scam Warning,Student Life,بخصوص اللي انتشر ولازال ينتشر الفترة الاخيرة ان في طرق لدفع مصروفات الجامعة *بخصم* وبالفعل الشخص هذا ياخذ منك حساب الجامعة تبعك ويدفع المصروفات والoutstanding تختفي من عندك وما ياخذ منك الفلوس الا بعد ما تتأكد انه فعلا حسابك تصفر، ياخذ منك نسبة90% فقط ويوفر عليك الباقي (بينما هو يدفعها للجامعة كاملة),سألنا في الجامعة والموضوع هذا غير صحيح ومبني على خروقات قانونية قد تؤدي بصاحبها الى مشاكل مالية كبيرة ولا يوجد هناك اي عروض او تخفيضات رسمية لدفع المصاريف حتى وان كان Agent معتمد عند الجامعة، كل ما في الأمر انهم بيستخدموا طرق دفع غير قانونية للدفع.,"['university fees', 'scam', 'warning']",2021-07-04
Electronics Exam Preparation,Academic,احد عنده بريفيس الليكترونكس الترم اللي فات او قبل اللي فات؟,"SKEU2012_FE_PA_201920202-$%Z0!2-p@7t1.pdf ‎document omitted, Passwords.txt ‎document omitted, Marwan_Bahurmuz_A17KM4024_SKEU2012(04)PartA&B_Final.pdf • ‎8 pages ‎document omitted, SKEU2012_FE_PB_201920202.pdf ‎document omitted","['electronics', 'exam', 'past papers']",2021-07-05
Statics Exam Materials,Academic,احد عنده فاينال الستاتيك السمستر الماضي واللي قبله ؟,https://drive.google.com/drive/folders/1wIuoxZpoDrN6rdV0CI87IOjniMHo8Zd1,"['statics', 'final exam', 'past papers']",2021-07-05
Survey Participation Request,Academic,"We are students from school of mechanical engineering that are currently conducting a survey for our project. The project is a part of our subject requirement which is Engineering Management, Safety, and Economics (SKMM4823).",https://docs.google.com/forms/d/e/1FAIpQLSclJ085tptkNfXr6RauMlAEkbuZnoGbWvSdxaRc84q7JOGZ_A/viewform?usp=sf_link,"['survey', 'engineering', 'project']",2021-07-07
Electrical Technology Exam Materials,Academic,شباب حد معاه بريفيس electrical technology?,"Final ANSWER skeu1002 2018201902.pdf • ‎16 pages ‎document omitted, Final skeu1002 2018201902 V3.pdf • ‎6 pages ‎document omitted, Final skeu1002 ANSWER.pdf • ‎11 pages ‎document omitted, Final skeu1002.pdf • ‎5 pages ‎document omitted, FinalSEEU1002SKEU1002 2019202002.pdf • ‎14 pages ‎document omitted","['electrical technology', 'exam', 'past papers']",2021-07-08
International Office Contact,Visa/Immigration,انا بكوالا ياشباب كيف اقدر اتواصل بالانترناشيونال,international@utm.my,"['international office', 'contact', 'bank letter']",2021-07-10
Exam Materials Sharing,Academic,"سلام عليكم هذي تستات وفاينلات السمستر الثاني كامله لمواد : Differential equations, Solid 1, Dynamics, Electrical technology",2nd SEMESTER 2020-2021 II.rar ‎document omitted,"['exam', 'past papers', 'differential equations', 'solid 1', 'dynamics', 'electrical technology']",2021-07-25
Exam Materials Sharing,Academic,"السلام عليكم هذي تستات وفاينلات للسمتر الاول Math1, Static, Drawing",semester 1.zip ‎document omitted,"['exam', 'past papers', 'math1', 'static', 'drawing']",2021-07-26
Passing Marks Inquiry,Academic,هل مواد الماث النجاح فيها ٤٠ وفوق ؟,علما سمعت ان الماث النجاح من D+,"['math', 'passing marks', 'D+']",2021-07-27
Reassessment Inquiry,Academic,السلام عليكم شباب بالله اذا اشتي اسوي reassessment لماده ايش المطلوب مني؟؟ وهل في وقت محدد لهذا الشئ؟,,"['reassessment', 'academic', 'inquiry']",2021-07-27
Exam Materials Sharing Preference,Academic,كيف حالكم يا شباب اريد اخذ رايكم في حاجه 😅 هل تفضلون اني ارفع ملفات (تيستات) مافيها حلول؟ ولا بس تريدوني ارفع تيستات مع الحلول؟,والله الافضل بحلول 😅,"['exam', 'materials', 'preference', 'solutions']",2021-07-28
Remark Request Process,Academic,سلام عليكم حد يعرف ازاي اطلب remark اونلاين؟,,"['remark', 'request', 'online']",2021-07-29
