topic,category,question,answer,keywords,timestamp
Visa Renewal Process,Visa/Immigration,يا اخوان هل صحيح لازم اقدم قبل بشهرين من نهاية الفيزه ولا خلاص ؟ لان باقيلي اقل من شهرين,تبدا تقدم على تجديد الفيزا قبل نهايتها ب 3 شهور,"['visa renewal', 'deadline', '3 months']",2024-09-08
Visa Application Status Check,Visa/Immigration,يا اخوة انا قدمت للفيزه ودفعت المبلغ والابليكشن صار accepted ايش الخطوه الي المفروض اسويها بعدها,تروح موقع emgs تشوف الفيزا لين توصل 90% بعدين تسلم الجواز للجامعة,"['visa application', 'emgs', '90%', 'passport submission']",2024-09-18
Visa Application Website,Visa/Immigration,ممكن رابط الموقع الله يرضى عنك,https://search.app/udUphMSo6qSeTN986,"['visa application', 'website', 'emgs']",2024-09-18
Arrival Form Requirement,Visa/Immigration,شباب فورم الوصول لازم أعبيه ولا هذا للي جاي ماليزيا أول مرة فقط؟,نعم لازم تعبئيه، مرات يسألون عنه ومرات لا لكن عبيئه للاحتياط ما تعرف انت وحظك ممكن يسألونك عليه,"['arrival form', 'Malaysia', 'immigration']",2024-09-19
Foundation Semester Registration,Academic,متى يبدء تسجيل المواد ومتى ينتهي؟,إذا تسأل على مواد سمستر 1، الكلية بنفسها بتسجل لك المواد إذا تحتاج تغير شيء، يمكن بأول أسبوعين من الدراسة,"['foundation', 'semester 1', 'registration', 'materials']",2024-09-27
Foundation Preparation,Academic,شباب انا صار لي عرقله ومتأخر شهر بالله اذا احد يقدر يفيدني بكيفية تحضير foundation,https://drive.google.com/drive/folders/1kv8bCvHo_J0-eFpjl6YKSOTW0ff1-7Yl ممكن تدرب هنا على اختبارات سابقة .. ولو ما عرفت ممكن تسأل هنا بالمجموعة,"['foundation', 'preparation', 'past exams']",2024-09-27
IELTS Requirement for University,Academic,الجامعه كم تبغى ايلتس,5.5,"['IELTS', 'university requirement', '5.5']",2024-09-27
IELTS Requirement for University Admission,Academic,الجامعه كم تبغى ايلتس,5.5,"['IELTS', 'university', 'admission']",2024-09-27
IELTS Requirement After Graduation,Academic,بس هل هو مطلوب إذا تخرجت ؟,بس عشان تدخل الجامعة,"['IELTS', 'graduation', 'university']",2024-09-27
BET Exam Preparation,Academic,اللي عنده أي سؤال من الاختبارات السابقة في اختبار ال BET يرسله هنا وإن شاء الله الشباب محا يقصروا وبيرسلوا الحل,اللي يوقف عندك وتحسه صعب ارسله,"['BET', 'exam', 'preparation']",2024-09-27
Preparatory Semester Start Date,Academic,الفصل التحضيري للآن ما بدأ,تقدر تشوف مكتبة ال ysag و تشوف الدروس حسب تخصصك و المواد الي تدرسها,"['preparatory semester', 'start date', 'YSAG library']",2024-09-27
