topic,category,question,answer,keywords,timestamp
Bridging Course Advice,Academic,طيب و الأخد البريدجنق السمستر الفات و نزل سمستر ون و بقا غير منتظم ايش يعمل؟😭,النقطة الثانية و صدقني اي حد هنا غير منتظم بيحس بالي بقوله، فرضًا قلت *(بتسكب الـ Bridging)* وفعلا حصل و دخلت على سمستر ٢ ( شهر ٣ ) انت كذا بتدخل في الدفعة الغير منتظمه وانتوا مختلفين عن الي يدخلون سمستر ١ ( شهر ١٠ ) الي هم المنتظمين  المواد بتكون متخلبطة.. سكاشن لبعض المواد قليلة .. اوقات التدريب في شركات.. مشروع التخرج و و و غيره وغيرها من مشاكل الي لو ما حصلت واحد سينيور يوجهك صح بتضيع فيها بينما الي يدخل سمستر ( شهر ١٠ ) المنتظم *( لو أخذت الـ Bridging وما سكبته)* اموره تكون مترتبه من الجامعة احسن ترتيب، لان الجامعة مطنشين الطلاب الغير منتظم يعني نوعًا ما..,"['Bridging', 'غير منتظم', 'سمستر', 'تدريب', 'مشروع التخرج']",2024-04-01
Chemistry Course Information,Academic,شباب الي عنده course information حق الكيمياء الفصل الي فات بالله يرسلي,ماعندي الا هذي فقط 👀,"['كيمياء', 'course information', 'الفصل الي فات']",2024-04-14
Semester Fees Payment,Academic,يخوان رسوم السمستر هذا اقدر ادفعها بنهاية السمستر ولا لها وقت محدد؟,على وقتنا عادي تقدر لين نهايه السمستر <This message was edited> وكمان بالتقسيط تقدر,"['رسوم السمستر', 'دفع', 'نهاية السمستر', 'تقسيط']",2024-04-15
Test Access Without Fees,Academic,هيكون في مشكلة في دخول التيستات لو مدفعتش المصاريف ؟,لا ما في مشكله,"['تيستات', 'مصاريف', 'دخول']",2024-04-15
Chemistry Reinforcement Class,Academic,متى بتكون؟,POLL: الوقت المناسب لدرس التقوية يوم الجمعة (  19 April ) ؟ OPTION: 2:30 ظهراً (14 votes) OPTION: 10:00 صباحاً (3 votes) OPTION: 9:30 مساءاً (9 votes),"['درس تقوية', 'كيمياء', 'زوم', 'عن بعد']",2024-04-18
FOP Quizzes and Tests,Academic,وين اقدر احصل كويزات سابقة او تيستات لل FOB ?,خش الysag بتحصل فيه كل شي ان شاء الله,"['كويزات', 'تيستات', 'FOB', 'YSAG']",2024-04-17
Mathematics Problem Solving,Academic,بس في المسألة المفروض تاخذ عامل مشترك من z,الi هنا عامل مشترك,"['factor', 'z', 'i', 'mathematics']",2024-04-20
Mathematics Problem Solving,Academic,كيف جات الx و الy,السوال يقول z في صيغة x+yi,"['x', 'y', 'z', 'mathematics']",2024-04-22
Mathematics Problem Solving,Academic,عاوزة حل دا,الجواب النهائي موجود في الكتاب ؟,"['solution', 'book', 'mathematics']",2024-04-23
Mathematics Problem Solving,Academic,هل في لقاء لمراجعه الرياضيات اليوم ؟,,"['review', 'mathematics', 'meeting']",2024-04-26
Programming Course Resources,Academic,,"https://youtube.com/playlist?list=PLDoPjvoNmBAwy-rS6WKudwVeb_x63EzgS&si=-t9iui3m7aKGpdJX

هذا سلسلة دروس لمادة البرمجة لطلاب البريدجنق من شرح الاستاذ اسامه الزيرو
مفيدة جداً 
تغطي 95% من المادة حق الجامعة 
انصح باتباعها","['programming', 'course', 'resources', 'youtube']",2024-04-21
Survey for International Students,Academic,,"https://docs.google.com/forms/d/e/1FAIpQLSfiiksnRrZyaJNWqmKzY8n1YH0JhnkHtPNx1DT3_df9pE0ILQ/viewform?usp=sf_link

As part of my Final Year Project at Bachelor of Business Administration (International Business), I’m conducting a survey to understand the cross-cultural adaptation process of UTM international students. Your honest responses will greatly assist us in enhancing our university's support systems and enriching the student experience. Your participation is crucial and will remain confidential.

If you are { undergraduate international student } please participate
If you are doing master or Phd no need to participate as my study is focusing on undergraduate students

نرجو مساعدتكم يا شباب
لو في اي واحد بعرف طلبه international  undergraduate يرسل ليهم","['survey', 'international students', 'cross-cultural adaptation', 'UTM']",2024-04-22
Mathematics Problem Solving,Academic,بس مو ضابط معي زي الكتاب، تجيني اجابة مختلفة,إذا متاكد من حلك ١٠٠٪؜ غالبا حلك صح، لانه في اخطاء في الكتاب,"['حل', 'كتاب', 'اخطاء', 'اجابة']",2024-04-28
Mathematics Problem Solving,Academic,اي قانون؟,Product rule,"['قانون', 'Product rule']",2024-04-28
Mathematics Problem Solving,Academic,ممكن حل iii,اشتق الY و اشتق الY’ و عوض فلقانون,"['حل', 'اشتق', 'Y', 'Y’', 'قانون']",2024-04-29
Mathematics Problem Solving,Academic,الcounjgate بنغير اشارة الi ولا كلها؟؟,بنغير الاشاره الي بينهم,"['counjgate', 'اشارة', 'i']",2024-04-29
Mathematics Problem Solving,Academic,يا شباب اللي حل التستات اللي في اخر الكتاب للشابتر الاول والثاني يرسله بالله عشان اتاكد من الحل ، اللي هي بصفحة 155-157 و 170-171,اشكرو محمد وادعوله هو صاحبها @967772662915,"['حل', 'تستات', 'كتاب', 'شابتر', 'صفحة']",2024-04-29
Survey Participation Request,Academic,Would you kindly take a moment to share your thoughts with us by completing this survey?,https://forms.gle/a9pw9ND46WUw1CWC6,"['survey', 'future goals', 'aspirations', 'college']",2024-04-29
