topic,category,question,answer,keywords,timestamp
Chemistry Tutoring Sessions,Academic,متى تم تسجيل هذه الفيديوهات.. ❓❓❓🤨,السلام عليكم يا شباب هذي بعض الشروحات لمسائل الكيمياء الخاصة لشابتر ١.,"['كيمياء', 'شابتر ١', 'فيديوهات']",2024-05-01
Bridging Program Requirements,Academic,يا جماعة انا ترم اول في التخصص وأحتاج اثبات اني نجحت في البردجنق,https://bridging.utmspace.edu.my/,"['برنامج بريدجينق', 'ترم اول', 'إثبات نجاح']",2024-05-02
Chemistry Tutoring Sessions,Academic,الأيام التي تفضلونها لدروس تقوية الكيمياء ؟,POLL: الأيام التي تفضلونها لدروس تقوية الكيمياء ؟ OPTION: أحد - ثلاثاء - أربعاء (0 votes) OPTION: أحد - اثنين - ثلاثاء (13 votes) OPTION: أحد - اثنين - أربعاء (0 votes),"['كيمياء', 'دروس تقوية', 'استطلاع']",2024-05-03
Survey Participation Request,Academic,"We are computer Network and Security students, as part of our project in Probability and Statistical Data Analysis, we conducted a survey aims to investigate the screen time usage patterns among universities' students. We will appreciate your participation.",https://tinyurl.com/b9f4tptb,"['survey', 'screen time', 'university students']",2024-05-03
Chemistry Tutoring Sessions,Academic,وين بتكون في المكتبه,Floor 4,"['كيمياء', 'مكتبة الجامعة', 'دروس تقوية']",2024-05-05
Chemistry Tutoring Sessions,Academic,ما ينفع تكون اون لاين؟,إن شاء الله حتكون حضوري 👍🏽,"['كيمياء', 'دروس تقوية', 'حضوري']",2024-05-05
Chemistry Tutoring Sessions,Academic,وين واصلين بالدروس؟,الوحده الرابعة قوانين الغازات,"['كيمياء', 'دروس تقوية', 'قوانين الغازات']",2024-05-07
Chemistry Tutoring Sessions,Academic,عندي سوئل من وين جبت ٢٠٧.٢,لا انا مقصدي ٢ 😂,"['كيمياء', 'حل مسائل', 'سؤال']",2024-05-07
Physics Study Session Announcement,Academic,بأي شابتر بنبدأ إن شاء الله ؟,4,"['physics', 'study session', 'chapter 4']",2024-05-08
Physics Study Session Announcement,Academic,اليوم او بكره حصه,بنبدأ على الساعة ٢:١٥ 👍🏽,"['physics', 'study session', 'timing']",2024-05-08
Physics Study Session Announcement,Academic,الدور الثالث وللا الرابع,الرابع,"['physics', 'study session', 'location']",2024-05-09
Physics Study Session Announcement,Academic,متى يبدأ السمستر الجاي للكليات وهل مختلف من كلية لكلية ؟,كله نفس التاريخ,"['semester', 'start date', 'college']",2024-05-25
Physics Study Session Announcement,Academic,4 October صح ؟,يب اعتقد,"['semester', 'start date', 'October']",2024-05-25
Physics Study Session Announcement,Academic,هي النتائج متى تطلع تقريباً ؟,الترم الماضي طلعت خلال أسبوع,"['results', 'final exams', 'timing']",2024-05-26
Physics Study Session Announcement,Academic,بعد كم يوم من الفاينلز ؟,الترم الماضي طلعت خلال أسبوع,"['results', 'final exams', 'timing']",2024-05-26
Physics Study Session Announcement,Academic,اجتماع اللجنة ٧ أغسطس,اجتماع اللجنة ٧ أغسطس,"['committee meeting', 'results', 'August']",2024-05-26
Final Exam Results Timeline,Academic,بعد كم يوم من الفاينلز ؟,الترم الماضي طلعت خلال أسبوع، لكن هذا الترم قد تتأخر من أسبوع الى حوالي ثلاث أسابيع بسبب إجتماع اللجنة هذا الترم مبين انه بعيد. اجتماع اللجنة ٧ أغسطس.,"['فاينلز', 'نتائج', 'اجتماع اللجنة', 'تأخير']",2024-05-26
Mathematics Problem Solving,Academic,وين راحت ال2x^2+1,اهااا فهمتت. جزاك الله خير.,"['رياضيات', 'حل مسائل', '2x^2+1']",2024-05-27
Mathematics Problem Solving,Academic,هذي كيف؟,هذي بالتعويض صح؟ حاولت ما جات معي. البرنامج ذا Photomath، احيانا مفيد احيانا بيعطيك حلول معطوبة فايدته تتأكد من حلك والخطوات.,"['رياضيات', 'حل مسائل', 'Photomath', 'تعويض']",2024-05-27
Chemistry Problem Solving,Academic,q=m.c.T,رح تكون كتله ٢٥ او ٢٠٠. Mass. 25 g = كلتلة الصوديوم، 200 mL = حجم الماء. ٢٠٠ مالي رح تتحول إلى جرام لذا أنا مربوش.,"['كيمياء', 'حل مسائل', 'q=m.c.T', 'كتلة', 'حجم']",2024-05-27
Visa Renewal and Change of Major,Visa/Immigration,عندي سؤال انا تجديد الفيزه قريب ولساتني بالبريدجنق ما بديت التخصص هل اقدر اغير تخصصي لما اجي اجدد ؟؟,حسب علمي اذا بتغير التخصص لازم فيزا جديدة و تطلع من ماليزيا وترجع. الي اعرفه ما تحتاج تقدر من تجديد الفيزه.,"['فيزا', 'تجديد', 'تغيير تخصص', 'بريدجنق']",2024-05-27
Tutorial Problem Solving,Academic,السلام عليكم ، احد عنده حل تتوريال 6 ابغا اتأكد من حل بعض الاسئلة؟,,"['تتوريال', 'حل مسائل', 'تأكد من الحل']",2024-05-29
