topic,category,question,answer,keywords,timestamp
ISID Number Inquiry,Academic,اعتذر على الازعاج يا شباب لكن كنت حابب اعرف وش ال ISID Number,وعليكم السلام بتلاقيه وراء الماتريك كارد,"['ISID Number', 'ماتريك كارد']",2024-03-10
Bridging Payment Inquiry,Academic,كيف طريقة دفع رسوم البردجنق ؟ اذا هي من ذا الموقع مالقيت خيار ادفع فيه الرسوم https://payhub.utm.my/payment/list,اي صح هم حدثو طريقه الدفع. طريقه الدفع الجديد ماني عارف الصراحه. جرب تواصل مع ذا الإيميل وكلمهم على موضوع طريقة الدفع. ugrad@utm.my,"['دفع رسوم', 'بردجنق', 'UTM']",2024-03-14
Bridging Schedule Inquiry,Academic,كيف أعرف الجدول تبعي؟ وأنا أول سمستر جامعي، مش فاونديشن.,https://docs.google.com/spreadsheets/u/0/d/1xgW-jcamGvHqhjpjssYxIIjwpONtvdEP/htmlview?usp=sharing&rtpof=true&sd=true&pli=1 ادخل هنا وشوف ايش موادك وايش من سكشن وبتحصل اوقات الكلاسات,"['جدول', 'سمستر جامعي', 'فاونديشن']",2024-03-16
Chemistry Course Resources,Academic,شباب في موجود شرح مسجل لمقرر الكيمياء في اليوتيوب؟,حاليا ليس موجود في قناة ال ysag. أما في اليويتيوب حتحصل شروحات. شوف organic chemistry,"['كيمياء', 'شرح', 'يوتيوب']",2024-03-21
Bridging Mathematics Plan,Academic,مين عنده بلان الرياضيات برجنق,,"['رياضيات', 'برجنق', 'بلان']",2024-03-24
Bridging Program Attendance,Academic,هل عادي احضر لو انا bridging؟,اي نعم.. اي حد في قروب هذا ممكن يحضر طالما هو اول سمستر له في UTM … و خصوصًا انتو حقين bridging راح تستفيدون جدًا و بتُنقل لكم خبرة من الشباب الي خاضو التجربة هذي من قبل و ان شاء الله انها تفيدكم❤️❤️🌹.,"['bridging', 'UTM', 'first semester', 'experience sharing']",2024-03-24
Bridging Program Mathematics Plan,Academic,مين عنده بلان الرياضيات برجنق؟,الدكتوره ما رسلت شي بكرا بكلمها,"['bridging', 'mathematics', 'plan']",2024-03-24
Bridging Program Exam Requirements,Academic,يعني لازم اقل شي اجيب ٤٠ درجة من كل مادة عشان انجح؟,50* اقل شي ممكن تجيبه في مادة 40. اقل معدل عشان تنجح لازم تجيب في كل المواد 50 او اكثر.,"['bridging', 'exam', 'passing grade', 'minimum score']",2024-03-27
Bridging Program Course Materials,Academic,من اين احصل على الكتب؟,ممكن تجرب الاختبارات السابقة وتشوف مستوى الاختبار. https://drive.google.com/drive/folders/1kv8bCvHo_J0-eFpjl6YKSOTW0ff1-7Yl,"['bridging', 'books', 'past exams', 'materials']",2024-03-31
Bridging Program Test Preparation,Academic,ياشباب بعد ما حل تاست كيف اتاكد حلي صح او غلط؟,,"['bridging', 'test', 'preparation', 'verification']",2024-03-31
