topic,category,question,answer,keywords,timestamp
UTM Space Account Registration Issue,Academic,ولا اول اسوي حساب في utm space ??,نفس مشكلتي روح ل عندهم عرفت المبنى الي فيه معهد Els روح ل عندهم الادارة الي هناك وهم بيعطوك اعطيهم حقك رقم الماترك بيعطوك بعدين كلمة السر وكلشي بيعطيك بنفس الوقت ب ورقه مكتوب فيها كلشي او بيرسل عبر الايميل حقك UTM digital Building D07,"['UTM Space', 'account registration', 'matric number', 'password']",2024-10-01
UTM Space Account Registration Issue,Academic,أنا بالسعودية وش الحل,جرب تواصل معاهم ع الايميل,"['UTM Space', 'account registration', 'Saudi Arabia', 'email']",2024-10-01
UTM Space Account Registration Issue,Academic,يتأخروا بالرد والتسجيل يخلص بكرة عندك حل سريع,اذا بكرا الصباح ان شاء الله اصحى ع الساعه ١٠ واروح لهم وانت خليك متصل عشان تعطيني المعلومات وهم بيرسلون ع الايميل حقك,"['UTM Space', 'account registration', 'urgent', 'email']",2024-10-01
UTM Space Account Registration Issue,Academic,يا شباب التسجيل اليدوي لكلية كهرباء بس ولا لكل الكليات ؟,لهم رابط خاص من UTM SPACE المفترض انهم ارسلولك فالإيميل المعلومات,"['UTM Space', 'manual registration', 'electrical engineering', 'email']",2024-10-01
UTM Space Account Registration Issue,Academic,"طيب أنا دخلت الموقع تمام كيف اسجل المراد وغيره المواد.٨""*",قصدك كيف تسجل ف البريدنج ؟ هل قد سجلت وكلشي ول لسى ؟,"['UTM Space', 'course registration', 'bridging', 'materials']",2024-10-01
UTM Space Account Registration Issue,Academic,يا شباب ايش السكشن الي المحاضرات الصبح إذا تعرفوا,خش على class schedule وشوف الجدول اللي يناسبك .. طبعا على حسب تخصصك,"['UTM Space', 'class schedule', 'lectures', 'sections']",2024-10-01
UTM Space Account Registration Issue,Academic,يا جماعة utm space سجلت الماتريك فوق وتحت وما زبط وش الحل,جرب اكتب الماترك بال capital .. ولا تنسخها .. اكتبها,"['UTM Space', 'matric number', 'registration issue', 'capital letters']",2024-10-01
UTM Space Account Registration Issue,Academic,شباب منين اطلع ال IC No,تحصلها كمان بال portal خش على profile بعدين profile,"['UTM Space', 'IC number', 'portal', 'profile']",2024-10-01
UTM Space Account Registration Issue,Academic,بيتأخروا في الرد مافي حل ثاني لانه قالوا بيقفل التسجيل بكرة ؟,مدري والله .. لكن إن شاء الله ما يتأخروا,"['UTM Space', 'registration deadline', 'email response', 'urgent']",2024-10-01
UTM Space Account Registration Issue,Academic,ياشباب هل اقدر اغير السكشن تبعي,ما أتوقع سهل مثل لمن تكون بالتخصص .. ممكن لمن تبدأ الدراسة تتواصل مع ال academic advisor وتذكر له سبب التغيير ..,"['UTM Space', 'section change', 'academic advisor', 'registration']",2024-10-01
UTM Space Account Registration Issue,Academic,كيف ممكن نتواصل مع اي ايميل بخصوص المشكلة الحاصلة بتعليق الموقع ؟,جرب خش مرة ومرة ومن جهاز آخر .. لأنه ترى الموقع أغلب الأحيان بيعلق .. خاصة فترة تسجيل الطلاب للمواد,"['UTM Space', 'website issue', 'email contact', 'registration']",2024-10-01
UTM Space Account Registration Issue,Academic,ياجماعه انا مرسلهم ايميل ماردو لسه في مكان اروح لهم يحلو لي المشكله تبع حساب البريدجنق عندي مايشتغل يعطيني invalid,شوف سراد بالايميلات احيانا مجانين ما يردوا اذا انت في ماليزيا يفضل انك تروحلهم اليوم الصبح و قلهم عن مشكلتك,"['UTM Space', 'bridging account', 'invalid', 'email', 'visit office']",2024-10-01
UTM Space Account Registration Issue,Academic,يا شباب بالنسبة لخانة الدفع هذه متى ندخلها ونسدد,معك طول السمستر عشان تدفع,"['UTM Space', 'payment', 'semester', 'registration']",2024-10-01
UTM Space Account Registration Issue,Academic,يخوان كل ما جيت اسجل المواد يعطيني ايرور اش الحل؟,يا محمد أنت ترم أول، فعادي يا عم، بينزلوا لكم المواد هم. بس عندك مادة واحدة تختارها أنت عليها ٣ credit.,"['UTM Space', 'course registration', 'error', 'first semester']",2024-10-01
Course Registration Issues,Academic,كيف فتح معك الموقع انا مو راضي يفتح يقولي ايرور,يا محمد أنت ترم أول، فعادي يا عم، بينزلوا لكم المواد هم. بس عندك مادة واحدة تختارها أنت عليها ٣ credit.,"['course registration', 'error', 'first semester']",2024-10-01
Course Registration Issues,Academic,غيرو النظام هالترم صار لازم انت تضيف موادك,لا اللي غيروه هو اعتقد بس إضافة مادة زيادة في غير تخصصات الكمبيوتر. يعني business Anatomy Information technology أي حاجة خارج التخصص.,"['course registration', 'system change', 'materials']",2024-10-01
Course Registration Issues,Academic,طيب كيف اتواصل مع الfaculty حقي,أيش رأيك بروح اليوم لل academic office وأشوف أيش الوضع، وأيش اللي تغير.,"['faculty contact', 'academic office']",2024-10-01
Course Registration Issues,Academic,يا شباب من أي موقع اسجل الكرسات؟,https://studentppi.utmspace.edu.my/?p=12704 سجل عن طريق ذا الموقع,"['course registration', 'website']",2024-10-01
Course Registration Issues,Academic,السلام عليكم يا اخوان بالله ايش المكتب او المكان تاع الريجستريشن للطلاب او الموقع عشان اروحلهم اقولهم عن مشكلة تعليق الموقع لان الديدلاين تقريباً خلص؟؟؟,"Computer Lab at block P02, Level 1 room 108.","['registration office', 'deadline', 'website issue']",2024-10-01
Course Registration Issues,Academic,هي المواد اللي بتظهرلي ع الموقع في course registration هي دي كل المواد اللي محتاجة احجزهم صح؟,https://chat.whatsapp.com/JCGcNEZr1Sd13XvIU28Uw2,"['course registration', 'materials']",2024-10-01
Course Registration Issues,Academic,يا شباب الحين مواد البردجنق تغيرت ما عادها موحده صح في تخصصات الهندسة ولا في خطأ من الجامعة ؟؟؟,جرب ارسلهم إيميل واسألهم اذا حصل تغيير للمواد .. وريهم كمان إنه بال guidelines مكتوب شيء ثاني,"['bridging course', 'materials change', 'engineering']",2024-10-01
Course Registration Issues,Academic,يا جماعة حد عنده الدروس حق الاحياء؟,لسا مادة جديدة,"['biology', 'materials']",2024-10-01
Course Registration Issues,Academic,يا جماعة حد عنده سلايدات لمادة الاحياء؟,لسا مادة جديدة,"['biology', 'slides']",2024-10-01
Course Registration Issues,Academic,يا شباب جدول e1s1 معاكم ؟,.,"['schedule', 'e1s1']",2024-10-01
Biology Slides Request,Academic,يا جماعة حد عنده سلايدات لمادة الاحياء؟,,"['biology', 'slides', 'study materials']",2024-10-01
Chemistry Grading System,Academic,يعني كم تأخذ مثلا,الاختبار النهائي حق الكيمياء ٣٠ بالمية والباقي أعمال سنة. أعمال السنة ٣٠ بالمية منها assignments ... و 20 بالمية اختبار و 20 بالمية كويزات.,"['chemistry', 'grading system', 'final exam', 'assignments', 'quizzes']",2024-10-01
Chemistry Difficulty Level,Academic,شباب بعد سمستر 2021 الكيمياء والرسوب دفعتنا الي حصل فيها، تراهم سهلو المادة جدا جدا بعدها,"تراهم سهلو المادة جدا جدا بعدها و توزيع درجات حرفيا صاير يقولك انجح. ولا تنسى، مطلوب منك فقط ""نجاح ف bridge” ف مادة تشوفها مش مفيدة بالنسبة لك زي كيمياء خلاص سو اقل المطلوب منك و بتنجح.","['chemistry', 'difficulty', 'grading', 'bridge']",2024-10-01
Physics and Mathematics Grading,Academic,والفيزياء والرياضيات,كانت على أيامنا 50 أعمال سنة و 50 اختبار نهائي. قبل سنة غيروها وخلو 60 أعمال سنة و40 نهائي.,"['physics', 'mathematics', 'grading system', 'final exam']",2024-10-01
Yearly Work Components,Academic,ان شاء الله سهلة بس اعمال آلسنه وش فيها مثلا واجبات وايش برضوا,مشاريع، كويزات، المدات.,"['yearly work', 'assignments', 'quizzes', 'projects']",2024-10-01
Quizzes vs Tests,Academic,وش الفرق بين الكويزات والمدات,كويز في كلاس على طاير خفيف ويكون عليه اقل من 5%؜ بالعادة. بس مد Test1 Test2 و بعض مواد Test3 يكون نسبته كبيرة جدا وتاثر ف اعمال سنة تصل لـ10% الى 20% وبعض مواد 25%.,"['quizzes', 'tests', 'grading', 'yearly work']",2024-10-01
Chemistry Review Sessions,Academic,طبعا الي مايعرف مهند صبري شباب سنتين على توالي يسوي دروس مراجعات لطلاب ال foundation للكيمياء للاختبارات و الفاينلات🌚. مفروض ما تزعله صراحة ي عمر غلطان,طبعا الي مايعرف مهند صبري شباب سنتين على توالي يسوي دروس مراجعات لطلاب ال foundation للكيمياء للاختبارات و الفاينلات🌚. مفروض ما تزعله صراحة ي عمر غلطان,"['chemistry', 'review sessions', 'foundation', 'final exams']",2024-10-01
Course Registration Issue,Academic,يا شباب كيف أعرف وين دروس حقي يعني بأي مبنى,برسلك الرابط وحط حقك السكشن. الرابط موجود فوق https://spacescheduler.utmspace.edu.my/view/,"['course registration', 'class location', 'schedule']",2024-10-01
