topic,category,question,answer,keywords,timestamp
Western Union Sender Requirements,Other,ياشباب وسترن يونيون يطلب رقم هوية المستلم من المرسل اذا جا يرسل؟,نعم رقم الجواز لازم. واسم صاحب الجواز لازم يكون مطابق كله للاسم اللي عندهم.,"['Western Union', 'ID number', 'passport', 'sender']",2024-01-07
Visa Requirements for Travel to Egypt,Visa/Immigration,هل في حد منكم قد سافر لمصر من هنا. لو في حد بالله اشتي اعرف ايش متطلبات الفيزة وكيف اطلعها.,إذا ماعندك مشكلة تعلمنا الطريقة بكون شاكر جدا.,"['travel', 'Egypt', 'visa requirements']",2024-01-07
Renewal of Visa Process,Visa/Immigration,ممكن طريقة تجديد الفيزا.,أنت لازم تبدأ تجهز الأوراق حقك من الآن مع Academic office تبعك. وبعدين تقدم لوما يطلع للتسعين لازم تجي في فترة شهر ونص.,"['visa renewal', 'documents', 'academic office']",2024-01-07
Payment Deadline for Semester,Academic,ابغى اسأل متى آخر موعد حق الدفع لهذا السمستر؟,مافيه موعد. بس اذا ماصفيت ال outstanding قبل تسجيل السمستر الجاي ماتقدر تسجل.,"['payment', 'semester', 'deadline']",2024-01-07
Digital Arrival Card Requirement,Other,متى احتاج اعبي الكرت digital arrival card?,قبل الرحلة ب ٣ ايام شاملة تاريخ الرحلة.,"['digital arrival card', 'requirements', 'travel']",2024-01-07
Verification Letter for Passport Renewal,Visa/Immigration,ياشباب الافادة الجامعية الي مطلوبة في تجديد الجواز هي نفسها الverification letter صح؟,نعم.,"['university verification letter', 'passport renewal']",2024-01-07
Contact Information for New Library Location,Academic,ممكن موقع المكتبة الجديدة في الجامعة؟,https://maps.app.goo.gl/tR7yY9sWQhxZt4Bf7?g_st=iw,"['library', 'university', 'location']",2024-07-06
E-Learning Access via Moodle App,Academic,كيف يمكنني الوصول إلى E-learning؟,لو تبغى وصول لل e learning نزل تطبيق moodle.,"['e-learning', 'Moodle', 'university']",2024-07-06
University Clinic Opening Hours,Student Life,متى تفتح عيادة الجامعة؟,8 am,"['clinic', 'university', 'opening hours']",2024-07-07
Public Holiday Schedule,Academic,هل اليوم هو عطلة عامة؟,حسب الUTM calendar بكره.,"['public holiday', 'University calendar']",2024-07-07
Final Exam Procedures for Sick Students,Academic,هل إذا مريض يمكنني تأجيل الاختبار؟,ايوه، تقريبا بداية السمستر الجاي يعيده. ولكن يجب أن تقدم عذر طبي خلال 24 ساعة بعد الاختبار.,"['final exam', 'medical certificate', 'reschedule']",2024-07-07
Method to Download Registration Slip,Academic,ممكن طريقة تنزيل الregistration slip من الportal إذا لم أكمل دفع الرسوم؟,ادخل على student portal.,"['registration slip', 'student portal']",2024-07-07
Visa Application Process for Cambodia,Visa/Immigration,ما هي الإجراءات للحصول على الفيزا الكمبودية؟,يعطونك فيزة في المطار عند الوصول وقيمتها حوالي 35 دولار ولكن أصبحوا مشددين.,"['visa', 'Cambodia', 'immigration']",2024-07-08
Testing Centers for Medical Examinations,Other,من أين أستطيع إجراء الفحص الطبي في ماليزيا؟,حسب الجهة التي ناوي تقدملها، بعضهم يحددون مراكز طبية معينة.,"['medical examination', 'Malaysia']",2024-07-09
Final Exam Rescheduling for Medical Reasons,Academic,هل اقدر اختبر الفاينل اعاده؟ اذا عندي MC,تقدر بس لازم تروح المكتب تكلمهم وتوريهم الMedical certificate عشان يعطوك special exam تاخذه بعدين,"['final', 'exam', 'medical certificate']",2024-07-11
