topic,category,question,answer,keywords,timestamp
Optical Services Inquiry,Student Life,هل أحد يعرف مكان يسوي نظارات طبية بسعر كويس؟,فيه بجمب ZUS TamanU كان عليه عرض من فتره نسيت بكم بس كله مع العدسات أقل من ١٠٠ اتوقع م اتذكر.,"['نظارات طبية', 'سعر كويس', 'ZUS TamanU']",2024-03-01
Special Registration for Classes,Academic,متى يقدر يسجل في السبيشال ريجيستريشن؟,قبل السمستر بيومين يوم الأربعاء الثاني تاريخ 13 مارس.,"['سبيشال ريجيستريشن', 'تاريخ التسجيل']",2024-03-05
Visa Inquiry Related to Study,Visa/Immigration,هل صحيح إذا الطالب ماكنسل فيزته يمنع من دخول ماليزيا فتره؟,لا، بس إذا يبغا يكمل دراسة ماستر أو شي تكون صعبة عليهم في ال EMGS، الأفضل في كل الأحوال أن تكينسلها.,"['كحلة', 'الفيزة', 'ماليزيا']",2024-03-05
Airline Baggage Policy,Other,هل مسموح لي وزن 7kg في طيران AirAsia يعني أقدر أخذ شنطة ظهر وشنطة 7 كيلو؟,اذا كانت رحلتك محلية فما يدقرو مره، لكن لو دولية يوزنو الشنطة ويتأكدوا انها 7 كيلو وشنطة الظهر عادي مالها دخل.,"['AirAsia', 'وزن الشنطة', 'سياسة الأمتعة']",2024-03-03
Dental Services at University,Academic,هل يمكن اركب حشوة في عيادة الجامعة؟,يب، حشوة عادية ب60 تقريبا، لازم كاش.,"['عيادة الجامعة', 'حشوة', 'تكلفة']",2024-03-05
Car Rental Warning,Other,هل يتوجب التعامل مع شخص محدد لاستئجار سيارة؟,نصيحة لوجه الله، لا تتعاملوا مع الشخص هذا بسبب تجارب سيئة.,"['استئجار سيارة', 'تحذير']",2024-03-02
Sending Money from Malaysia to Emirates,Academic,حد عنده طريقة تحويل مبلغ مالي من ماليزيا الى الامارات؟ غير western union,Moneygram,"['money transfer', 'Malaysia', 'Emirates', 'Moneygram']",2024-03-09
LaNquasical Exam Experience,Academic,ممكن أحد اختبر اللا نقوقسكل يفيدنا كيف كانت تجربته وكيف اختبر,Language skills?,"['exam', 'laNquasical', 'experience']",2024-03-09
Converting Funds from Yemen,Academic,اذا بستلم حوالة من اليمن افضل نحول عبر ويسترن يونيون وموني قرام ولا نحول عبر المحولين من ياخذوا عمولة اقل,موني جرام. حسب التجربه.,"['money transfer', 'Yemen', 'Western Union', 'MoneyGram']",2024-03-08
Finding a Suitable Location for Barbershop,Student Life,شباب وين موقع الحلاق العربي,https://maps.app.goo.gl/TcGCkp27HAFfR3fY9,"['barbershop', 'location', 'Arabic barber']",2024-03-08
Finding Students in UTHM,Student Life,هل في احد يعرف طالب يدرس في جامعه UTHM؟,نعم تفضل,"['UTHM', 'student']",2024-03-08
Money Transfer Process for Foreign Accounts,Academic,هل في حد يعرف كيف احول فلوس لحساب بنكي خارج ماليزيا؟,نضحك و الا نبكي.,"['money transfer', 'Malaysia', 'foreign accounts']",2024-03-08
Finding Rental Properties,Student Life,"يا اخوان نحتاج غرفتين في هذه الاماكن Desa, Melana, melawis",الشباب يعرضوا غرف متاحه في ذا الجروب,"['housing', 'rent', 'Desa', 'Melana', 'melawis']",2024-03-08
Academic Requirements for Course Completion,Academic,هل في فايدة للميريت غير هذي المادة؟,هي اثبات لك انك حضرت الفعاليه.,"['ميريت', 'مادة', 'أنشطة', 'حضور']",2024-03-12
Class Schedule During Ramadan,Academic,الان الدراسه اونلاين بالكامل في شهر رمضان او كيف؟,مواد التخصص حضوري. المواد العامه زي اللغه اونلاين. كليه الكمبيوتر بالكامل اون لاين في شهر رمضان.,"['دراسة', 'أونلاين', 'رمضان', 'مواد التخصص']",2024-03-12
Visa Requirements for Tourists,Visa/Immigration,لو في احد بيجي سياحة لماليزيا ايش الاجراءات؟,ياخذ single entry visa من السفارة، ويوم يجي ماليزيا يكون معاه حجز فندق وتذكرة العودة ومبلغ كاش.,"['تأشيرة', 'سياحة', 'ماليزيا', 'حجز فندق']",2024-03-13
