topic,category,question,answer,keywords,timestamp
Requirements for Opening a Bank Account,Other,وش يطلبو مني في ماي بنك اذا بسوي حساب؟,الجواز والايفال وورقه من الجامعه,"['Maybank', 'bank account', 'requirements']",2024-01-09
Obtaining University Documents,Academic,كيف اطلع ورقه من الجامعه؟,تراسلهم على الايميل وبس.,"['university document', 'email']",2024-01-09
Verification Letter Process,Academic,كيف اقدم على verification letter?,Utm portal > profile > academic verification,"['verification letter', 'UTM portal']",2024-09-04
Discounts for Graduation Certificates,Academic,هل نستطيع التقديم على early certificate ولا ننتظر لحفل التخرج فقط للحصول على الشهادة؟,نحتاج تفاصيل أخرى.,"['early certificate', 'graduation']",2024-09-02
Visa and Immigration Guidance,Visa/Immigration,هل فيزة الاقامة في ماليزيا سهلة الواحد يطلعها؟,لازم يكون معاك واسطه قوي، وعادة مدري انه بتضبط او صاحب العمل نفسه يعطيك اقامه.,"['visa', 'Malaysia', 'residence']",2024-09-07
Conditions for Overstay Fines,Visa/Immigration,الغرامه تدفع في حالة انتهاء الفيزا، او في حالة ارسال طلب تجديد الفيزا متاخرا حتى ولو كان قبل ال expiry date؟,إذا اصبحت منتهيه و overstay يعني تجازت صلاحية الفيزا.,"['overstay', 'visa fine']",2024-09-08
Getting Confirmation Letters for Language Courses,Academic,كيف يحصل على ال verification letter لطالب اللغة الإنجليزية IEP؟,يجب عليه ارسال ايميل للمعهد نفسه ويطلب منهم.,"['verification letter', 'IEP', 'language academy']",2024-09-08
Entering Malaysia Requirements,Visa/Immigration,سمعت ان من قبل فتره اي واحد بيدخل ماليزيا لازم يملئ فورم أو يدخل موقع... احد عنده معلومه على هذا!,هذا الرابط تعبيه قبل ما تجي: https://imigresen-online.imi.gov.my/mdac/main,"['entering Malaysia', 'form', 'immigration']",2024-09-08
Visa and Immigration Process for Malaysia,Visa/Immigration,من وين اطلع course registration slip?,UTM Portal - Profile - Slip - Course registration slip.,"['course registration', 'slip', 'UTM Portal']",2024-09-10
Online Master's Programs,Academic,الماستر في جامعتنا تقدر تدرسه اونلاين كامل؟,فيه بعض التخصصات متوفره اونلاين بالكامل نعم لكن ما يقدر الطالب يحصل فيزا.,"['ماستر', 'اونلاين', 'تخصصات']",2024-09-10
Health Services at University,Student Life,حد راح عيادة الجامعه عشان مشكله في العيون او النظر؟,رحت عندهم كان عندي حكه واحمرار اسفل العين وجابوا لي كريم تحت العين و painkiller كالعاده وكان لا بأس وفاد الحمدلله.,"['عيادة الجامعة', 'مشكلة عيون', 'رعاية صحية']",2024-09-09
Procedures for Visa Renewal,Visa/Immigration,هل ممكن اقدم على الفيزة ابو ثلاث سنوات مع العلم ان الفيزة حق اللي بجددها مدتها سنة؟,بالنسبة للتجديد ما يمديك تختار هم بيختاروا لك سنه من عندهم.,"['تجديد فيزا', 'مدة الفيزة', 'إجراءات']",2024-09-10
Registration Requirements for Language Studies,Academic,لو واحد خلص إنجليزي في معهد الجامعة ، ايش الإجراءات عشان يسجل في البردجنق؟,يروح F54.,"['إنجليزي', 'معهد', 'تسجيل']",2024-09-10
Late Submission Policies for Visa,Visa/Immigration,اذا تاخرت في تسليم الملفات 4-6 اسابيع تصير عليك غرامه؟,"نعم، إذا تأخرت 5-7 weeks قبل expiry - fine RM50; 2-4 weeks قبل expiry - fine RM100; أقل من 2 weeks - fine RM150 + RM1,100 for Special Pass.","['غرامة', 'تسليم متأخر', 'تجديد فيزا']",2024-09-12
Visa Renewal Process for Students,Visa/Immigration,ما المطلوب عشان امدد الفيزا كمان سمستر؟,طلع study plan من الكلية حقك وشوف المواد الي ممكن تعيدها واعمل جدول وقعه من السوبر فايزر حقك.,"['تجديد فيزا', 'خطة الدراسة', 'متطلبات']",2024-09-13
Important Alerts for Students,Visa/Immigration,أي إجراءات تحتاج تسويها بعد تأجيل الدراسة?,يجب على الطلاب إلغاء تأشيراتهم الدراسية في حال تأجيل دراستهم، باستثناء الحالات الصحية.,"['تأجيل دراسة', 'إلغاء تأشيرات', 'إجراءات']",2024-09-14
Cancellation of Student Visas for Study Deferral,Visa/Immigration,هل يجب على الطلاب إلغاء تأشيراتهم الدراسية في حال تأجيل دراستهم؟,نعم، يجب على الطلاب إلغاء تأشيراتهم الدراسية والعودة إلى بلادهم باستثناء الحالات الصحية.,"['تأشيرات', 'طلاب', 'تأجيل دراسة']",2024-09-14
English Language Study Options,Academic,لو واحد دخل الجامعة ودفع رسوم الجامعة ويريد ان يدرس انجليزي في KL، هل الجامعة تعطيه الفيزا عادي؟,يقدر يدرس في معهد ELS في KL ايوة غير كذا لا.,"['تأشيرة', 'دراسة إنجليزية', 'KL', 'معهد']",2024-09-18
Renewal of Visa Costs,Visa/Immigration,كم سعر تجديد الفيزا؟,810 تقريبا في هذا الحدود.,"['تجديد الفيزا', 'تكاليف']",2024-09-16
Obtaining Early Certificate,Academic,متى نستطيع ناخذ الشهادة بعد تقديم طلب شهادة مبكرة؟,تستلمها لما يجيلك ايميل 'ready to collect' الوقت على حسب ولكن تقريبا اسبوع.,"['شهادة', 'طلب مبكر', 'تسليم']",2024-09-15
Accommodation in University,Student Life,كيف أبحث عن سكن مع طلاب آخرين؟,نصيحتي للطلاب الجدد انه يسكن في الجامعة أول ترم إلى ما يرتب سكنه مع شباب يكونوا متفقين.,"['سكن', 'طلاب جدد', 'جامعة']",2024-09-19
International Student Contact Email,Other,ما هو إيميل ال International؟,iscjb@utm.my,"['إيميل', 'الهيئة الدولية', 'اتصال']",2024-09-16
Examination Result Inquiry,Academic,هل يمكنني الحصول على نتيجة الامتحان إذا كنت لدي outstanding؟,يمكنك الدخول على UTM portal- Student portal-slip- examination slip.,"['نتيجة الامتحان', 'outstanding', 'بوابة UTM']",2024-09-15
Check for Class Schedule,Student Life,هل هناك دوام في الجامعة غداً؟,يوم غد إجازة والثلاثاء دوام في جوهور.,"['دوام', 'إجازة', 'جدول']",2024-09-15
فحص حالة الفيزا,Visa/Immigration,هل أرسل ملفات تجديد الفيزا واتجاهل هذه المشكلة أم يجب حلها أولا؟,تواصل معهم عبر الايميل وبيطلبوا منك بياناتك وبيعدلوا لك السستم.,"['تجديد الفيزا', 'تعديل', 'مشكلة']",2024-09-19
الفحص الطبي للجامعة,Student Life,هل عيادة الجامعة فاتحة ول مغلقة؟ هل دوامهم 24 ساعة؟,إلى الساعة 4 عصرًا فاتحة.,"['عيادة الجامعة', 'دوام', 'فحص طبي']",2024-09-20
استفسار عن اختبار الفاونديشن,Academic,ممكن حد يرسل دروس ونماذج أو أي شيء مفيد لاختبار الفاونديشن بجامعة UTM؟,هذي المجموعة فيها روابط لملفات اختبارات سابقة.,"['دروس', 'نماذج', 'اختبار فاونديشن']",2024-09-23
تجديد الفيزا والفرص المتاحة,Visa/Immigration,إذا في طالب جاء ودرس الإنجليزي ستة شهور ودخل البرجينج وما نجح، هل ستُكنسل الفيزا عند تجديدها؟,يقدر يجددها في حال عاد للمره الأولى ولكن إذا عاد مره ثانيه مايقدر يجدد.,"['تجديد الفيزا', 'الإنجليزي', 'البرجينج']",2024-09-20
روابط للتحضير للاختبار,Academic,فيه مكان لوزن الأغراض؟,لديك فرع Setia tropika.,"['وزن الأغراض', 'اختبار']",2024-09-23
كيف تأجيل ترم في الجامعة,Academic,حاب استفسر عن كيفية تأجيل ترم وانا مسافر هل اقدر وكيف طريقه لاهنتم,أي كلية انت؟,"['تأجيل ترم', 'سفر', 'استفسار']",2024-09-24
دفع رسوم الجامعة,Academic,شباب الى دفعو رسوم الجامعه,لا ادفع بشكل منفرد. ادفع 30 بس وادخل الموقع وتختار category حق تجديد الفيزه وادفع بشكل منفصل.,"['رسوم', 'الجامعة', 'تجديد الفيزا']",2024-09-24
اختبار اللغة الإنجليزية,Academic,اذا الواحد اختبر اختبار لانكويز سكل حق الانجليزي اولاين هل يقبلوه,لازم يكون عن طريق نفس المركز الماليزي اللي utm تتعامل معاه.,"['اختبار', 'لغة إنجليزية', 'اجتياز']",2024-09-24
استلام الجواز بعد تجديد الفيزا,Academic,شباب اقدر اخلي واحد يستلم الجواز بدالي بعد تجديد الفيزا من ال UTMi؟,نعم، يرسل إيميل فيه معلومات اللي بيستلم عليه الجواز، ويذكر لهم سبب ليش ما يقدر يجي يأخذه.,"['استلام جواز', 'تجديد فيزا', 'الجامعة']",2024-09-26
متطلبات تجديد الجواز,Other,كيف أطلع ذول المتطلبات ؟,متطلبات تجديد الجواز تشمل: فورم التجديد من السفاره، الصفحه الأولى من الجواز، verification letter، صوره الفيزه، الايكاد، ختم الدخول إلى ماليزيا، صوره شخصيه.,"['تجديد جواز', 'متطلبات', 'الوثائق']",2024-09-26
رسوم السكن,Student Life,شباب بغيت استفسر أنا علي رسوم ما دفعتها للآن لسكن ال Klg متى آخر مهلة للدفع؟,عادة يعطون أسبوع - 10 أيام ثم يفصلون الكهرباء.,"['رسوم السكن', 'مهلة', 'دفع']",2024-09-26
فتح المكتبة في الجامعة,Student Life,هل غدا المكتبه اللي بالجامعة مفتوحة والا لا,نعم.,"['فتح المكتبة', 'الجامعة', 'استفسار']",2024-09-27
Library Opening Hours,Academic,هل غدا المكتبه اللي بالجامعة مفتوحة والا لا,نعم,"['library', 'opening hours', 'university']",2024-09-27
Additional Documents for Entering Malaysia,Visa/Immigration,هل لازم أخذ مستندات اضافيه إذا بدخل ماليزيا بجواز جديد ما عليه فيزة طالب ؟,لا يكفي الجواز القديم,"['Malaysia', 'visa', 'new passport']",2024-09-27
Form Submission for Arrival to Malaysia,Visa/Immigration,ممكن رابط الفورم الي تعبيه قبل ما تجي ماليزيا,https://imigresen-online.imi.gov.my/mdac/main,"['arrival form', 'Malaysia', 'visa']",2024-09-28
Requirements for Opening a Bank Account at RHB,Other,أيش المتطلبات لفتح حساب في بنك RHB ؟,1- جواز سفر 2- فيزا فعالة 3- إذن من الجامعة (تقدر تحصله عن طريق تعبي فورم معين تحصله بلUTMi) 3- بيطلبوا منك تودع مبلغ بالحساب,"['bank account', 'RHB', 'requirements']",2024-09-29
Academic Verification vs. Offer Letter,Academic,ال verification letter هي ال offer letter?,"لا, verification طلعها من utm portal","['verification letter', 'offer letter', 'academic verification']",2024-09-29
Special Registration Course Enrollment Dates,Academic,تنزيل المواد حق الspecail registration متى يفتح,2-4 October,"['special registration', 'course enrollment', 'dates']",2024-09-29
Excess Baggage Fees,Other,أيش مسموح للوزن واذا زاد الوزن ياخذو على الكيلو ولا كيف ؟,إذا زاد كيلو ونص أو اثنين كيلو، أخذوا عليا 400 سعودي.,"['baggage', 'excess weight', 'fees']",2024-09-28
Best Way to Convert Saudi Riyals to Malaysian Ringgit,Other,شباب وش أفضل طريقة تحويل حاليا من الريال السعودي للرنجت؟,افضل طريقة جربتها و كانت سريعة و رخيصة هي ويسترن يونين من خلال التطبيق حقهم و يوصل لحسابك البنكي على طول في اقل من نص ساعة. الرسوم ياخذ منك تقريبا ١٥ درهم.,"['money transfer', 'Saudi Riyal', 'Malaysian Ringgit']",2024-09-30
