topic,category,question,answer,keywords,timestamp
Visa Inquiry for Sabah,Visa/Immigration,هل ضروري اقدم على فيزة زيارة ل Sabah؟ وهل يقبلوا الرخصة اليمنية الدولية اذا احد عنده فكرة,نعم ضروري sabah and Sarawak بالنسبه للرخصه الله اعلم,"['فيزة زيارة', 'Sabah', 'رخصة يمنية دولية']",2024-06-02
Class Attendance Requirements,Academic,ياشباب اذا كان الاتندنس تبعي 78% في ماده و كانت في ال attendance report مطلوبه هل بيكون في مشكلة؟,حاول معى الدكتور او مكتب الكلية يغيروها لك عشان ماتحصلك مشاكل.,"['attendance', 'مشكلة', 'تجديد الفيزا']",2024-06-05
International Money Transfer,Other,معي فلوس ابغى احولها من السعودية إلى ماليزيا مستعجل اسهل واسرع طريقة لو سمحتم,"Moneygram, ويسترن يونيون و Stc pay توصل لحسابك البنكي في ماليزيا.","['تحويل أموال', 'السعودية', 'ماليزيا']",2024-06-06
Hotel Recommendations in Johor,Student Life,السلام عليكم يا اخوه هل احد يعرف فندق مناسب و سعره كويس في جوهور، يوم يومين كم يطلع علي الشخص,Pulai springs resort حلو وقريب من الجامعه. يطلع عليك اليومين ب ١٣٠ او ١٤٠ لغرفة بسرير مزدوج.,"['فندق', 'جوهر', 'Pulai springs resort']",2024-06-07
Visa Requirements for Singapore,Visa/Immigration,هل يجب أن أحصل على فيزا ترانزيت أم أحتاج شيئًا عند الترانزيت في سنغافورة؟,"Passport original, Verification letter, 2 white background photo (passport size)","['visa', 'transit', 'Singapore', 'requirements']",2024-06-08
Summer Semester Availability,Academic,هل يوجد ترم صيفي في الجامعة؟,"فيه بس مش دايمًا ومش لكل المواد حسب الدكاترة الموجودين, لازم تكلم ال academic office","['summer semester', 'university', 'courses']",2024-06-09
Transport Procedures for India,Visa/Immigration,هل يلزم تأشيرة ترانزيت لدخول مطار في الهند؟,اذا نفس خطوط الطيران والترانزيت اقل من 24 ساعة المفروض يكون عادي، والامتعة هم ينقلوها لك.,"['transit', 'visa', 'India']",2024-06-10
Student Questions about University Policies,Academic,متى أحصل على المدة بعد إلغاء الفيزا لإنهاء الإجراءات المتبقية؟,يدوك لبعد تاريخ الرحله بيوم او يومين ويقولولك لا تننتظر الاخر يوم سافر على رحلتك.,"['visa cancellation', 'university procedures', 'timeline']",2024-06-11
Flight Transit Rules for UAE,Visa/Immigration,هل مطلوب فيزا ترانزيت عند السفر على طيران العربية عبر الشارقة؟,اذا بتمشي على نفس الطيران ما يحتاج فيزه.,"['transit visa', 'Air Arabia', 'Sharjah']",2024-06-10
Health Services Preferences,Student Life,هل يوجد دكتور أسنان موثوق هنا؟,"Klinik Pergigian Dental Pavilion, No 1-01, Jalan Pendidikan 8, Taman Universiti, 81300 Johor Bahru, Johor, 07-570 4846.","['dentist', 'health services', 'location']",2024-06-10
Eid ul Adha Food Contribution for International Students,Student Life,What are the details for the Eid ul Adha food contribution for international students?,"The distribution of Eid ul Adha packed food contribution by Her Royal Highness, Queen of Malaysia to all international students will be as follows: Date: 17 June 2024 (Tomorrow), Time: After finish Eid uL Adha prayer, Venue: Foyer Chancellery Building.","['Eid ul Adha', 'food contribution', 'international students']",2024-06-16
University Operating Hours Post-Eid,Academic,Is the university open today after Eid?,Today is a regular official workday at the university.,"['university', 'open', 'Eid']",2024-06-19
Upcoming Semester Start Date,Academic,When does the next semester start?,The next semester starts on 7 October.,"['semester', 'start date', 'October']",2024-06-19
MRI Scan Location and Process,Student Life,Where can I get an MRI scan?,"You can go for the MRI scan at the recommended location. If you have university insurance, you can see a doctor who will provide you with a referral for the scan, and it should all be covered by the insurance.","['MRI', 'scan', 'location']",2024-06-17
Emergency Medical Services Availability,Student Life,Are emergency services available today?,"You should call to confirm availability, but they should be open 24 hours.","['emergency', 'medical services']",2024-06-13
Travel and Visa Information,Visa/Immigration,هل هناك طريقة لحجز طيران من هنا إلى اليمن؟,"عن طريق عمان، السعودية، مصر، او الاردن
نحنا نوفّر فيزة عبور لعمان ونساعدك في تنسيق المواصلات بالبر الى حضرموت.","['حجز طيران', 'اليمن', 'فيزا عبور']",2024-06-20
Flight Booking via Transit,Visa/Immigration,هل يحتاج اليمني فيزا اذا كان بسوي ترانزيت في الصين؟,في العاده طيران الترانزيت على نفس الخطوط ما يحتاج اي فيزا.,"['ترانزيت', 'فيزا', 'الصين']",2024-06-25
Master's Program Inquiry,Academic,احتاج استفسر عن Masters by Research في جامعة UM.,@60132322696 👌🏼,"['Masters by Research', 'جامعة UM']",2024-06-25
Health Insurance Coverage,Student Life,ممكن بس اعرف ايش المستشفيات الي يغطيها الinsurance؟,هذا المستشفى اكثرهم تعاونا مع الطلاب ومتفاهمين موضوع التامين حقنا.,"['مستشفيات', 'التأمين الصحي', 'الطلاب']",2024-06-24
University Health Checkup,Student Life,ابغى اسوي فحص شامل هل في بعيادة الجامعة؟,نعم موجود ولكن تدفع عليه رسوم.,"['فحص شامل', 'عيادة الجامعة']",2024-06-25
Scholarship Information,Academic,هل في خبر جديد عن موضوع تأشيرات الزيارة لاندونيسيا بالنسبة لليمنيين؟,لا ما زالت متوقفة كل التأشيرات فقط هناك تأشيرات سياحية استثنائية ب 700 دولار.,"['تأشيرات زيارة', 'اليمنيين', 'اندونيسيا']",2024-06-25
Bus Routes to UTM,Student Life,ايش الباصات الي تمر على الCentre و تروح الUTM SPACE؟,باص E,"['bus routes', 'UTM', 'Centre']",2024-06-26
Termination of Unifi,Other,كيف نسوي termination لل unifi؟,لا يوجد إجابة واضحة.,"['termination', 'unifi']",2024-06-26
Visa Application,Visa/Immigration,هل في احد عندو علم الطالب الى في ماليزيا لو حاب يروح السعوديه بس معندو إقامة سعوديه هل ينفع يعملو لو اهلو طلب زياره؟,نعم، أو يروح ب فيزة عمره.,"['visa', 'students', 'Malaysia', 'Saudi Arabia']",2024-06-26
Medical Clinics Recommendation,Student Life,ايش العيادات الممتازة للاسنا إذا كنت بخل ضرس؟,لا يوجد إجابة واضحة.,"['dentist', 'clinics', 'teeth extraction']",2024-06-26
Certificate of Good Conduct,Academic,كيف احصل police clearance؟,تقدم عليها اونلاين من موقع وزارة الخارجية الماليزي.,"['police clearance', 'certificate of good conduct', 'documentation']",2024-06-28
Visa Renewal Process,Visa/Immigration,في احد عنده الخطوات حق تجديد الفيزة؟,روح على حسابك في UTM Portal واتبع التعليمات للتقدم.,"['visa renewal', 'process', 'UTM Portal']",2024-06-29
